Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,1075,,240.714641703165,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,55.5556000000047,5.2,K5,14.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-43.4782999999974,0.8,LF5,14.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,500,16,,14.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,Inf,17,,13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,105.263199999995,1.5,LF5,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,39.2157000000048,3.3,,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,50,3.6,K5,11.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,-166.666700000007,79.5,,11.3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,Inf,0,,24.0082817289067,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,Inf,Inf,,24.0082817289067,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
