Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,437.948100000001,4.34,"1.49,70.2",33.59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-437.948100000001,0.23,"",33.59,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,88.2356000000003,9.23,"1.50,81.5",32.06,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,-318.68,1.95,"1.65,58.6",33.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,184.2906,1.05,"",30.52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,52.2196999999999,2.06,"1.52,52.4",29.16,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,35.07,10.6,"1.50,81.5",26.51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,99.3623999999998,10.11,"",26.51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,58.2608999999999,4.38,"1.90,31.3",23.87,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,128.22,1.95,"1.81,40.9",23.52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,34.8158,16.62,"",20.88,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,41.4281,2.32,"1.57,42.8",19.86,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,29.503,7.11,"1.44,94.7",18.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,439.029599999999,8.52,"",18.23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Standard,,Inf,3.71,"",13.6905,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Standard,,356.629699999999,1.03,"1.85,40.8",14.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Standard,,50.9986,2.89,"",13.24,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Standard,,-79.33,0.9,"1.73,54.1",13.24,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Standard,,34.971,3.28,"1.85,23.8",14.18,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Standard,,109.9049,6.41,"",14.18,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Standard,,130.59,2.63,"1.89,20.4",16.42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Standard,,45.9840000000001,7.61,"1.67,47.2",15.38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Standard,,-108.5346,20.15,"",15.38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Standard,,129.0771,5.69,"1.60,38.0",19.79,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Standard,,-82.4766999999999,16.42,"",19.79,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Standard,,-104.7176,1.75,"1.73,54.7",18.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,Standard,,-1000.2365,16.4997,"",20.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Standard,,425.398099999999,1.7,"1.71,53.9",19.695,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Standard,,53.789,6.97,"1.60,39.2",18.645,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Standard,,-88.1371000000001,6.85,"",18.645,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Standard,,-91.6290000000002,1.7,"1.88,39.2",20.525,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,Standard,,43.0030000000001,11.2,"1.63,35.7",20.96,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Standard,,-43.0030000000001,1.7,"1.75,52.3",20.96,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,Standard,,173.8058,0.2,"",20.96,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,Standard,,57.9507000000001,8.15,"1.65,39.7",22.055,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Standard,,-151.52,1.73,"2.00,19.3",23.06,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Standard,,898.046900000001,38.9201,"",23.06,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,Standard,,Inf,3.2,"1.52,64.2",29.28,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,Standard,,Inf,0,"",29.28,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,Standard,,Inf,Inf,"",28.65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
