Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,0,,370.561656801334,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,Inf,4.762,J-K5,370.561656801334,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,Inf,998.044,,369.475183621226,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,19.6416,1.86,SF2,9.38952878417935,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,10.648,4.5,LAK8,8.041045031254,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,38.602,0.2,,7.34665970272185,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,10.2,2.66,SF4,6.24009345674986,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,7.783,4.662,,4.71512276337604,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,Inf,6.145,,2.59934830367616,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-10.366,1.65,F6,5.21103802966787,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,-108.48,3.21,LAK8,6.80991363631204,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,-15.14,0.2,,7.55951828785906,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,-207.64,3.875,LAK09,8.59412313551071,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,Inf,93.5996422851564,,9.77105077079316,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,Inf,Inf,,61.479483513375,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
