Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,277.72586,,69.9349943428319,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,40.2957,3.361,TAFD30,15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,103.3874,0.2,,15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,40.0797,3.8298,E-ADF10,14,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,21.5114,0.428354,,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,22.33,4.3541,MP-PCD51-70,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-532.7755,1.379,N-KZFS11,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,25.5872,7.375532,,11,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,Inf,6.161454,,9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-25.5872,1.379,N-KZFS11,11,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,532.7755,4.3541,MP-PCD51-70,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,-22.33,1.642433,,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,-21.5114,3.8298,E-ADF10,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,-40.0797,0.2,,14,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,-103.3874,3.361,TAFD30,15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Standard,,-40.2957,126.90085,,15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Standard,,Inf,Inf,,35.1127984139742,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
