Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,175.712,"",0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,161.53,1.5,"1.81,25.5",23.175,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,43.2840000000001,10,"1.71,53.9",23.175,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,-181.654,0.2,"",23.175,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,73.8609999999998,5.5,"1.71,53.9",23.175,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,-1704.595,31.167,"",23.175,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-108.243,4.7,"1.78,26.1",14.58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-34.631,2.3,"1.70,55.6",14.58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,49.6710000000001,4.366,"",13.375,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,Inf,1.8,"",13.207,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,26.35,13.6,"1.71,53.9",13.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,250,2.9,"1.72,38.0",13.9,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,27.045,25.7,"",12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,-15.884,2.4,"1.78,26.1",11.47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,-21.077,0.1,"",12.73,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Standard,,70.7000000000002,4.7,"1.62,56.7",14.95,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Standard,,-123.414,58.798,"",14.95,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
