Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20120002298_Example06P.zmx
Title:	US 2012/0002298 Example 6 (Ricoh smc Pentax-DA 18-135mm F3.5-5.6ED AL[IF] DC WR)
Date:	11/7/2025 5:13:16 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.43908390      0.58405663      0.45877755      0.16366128
      0.94933333      0.43882469      0.58109540      0.45740001      0.16295919
       1.8986667      0.43856934      0.57271511      0.45375994      0.16191064
       2.8480000      0.43971654      0.56034671      0.44926380      0.16358253
       3.7973333      0.44400877      0.54607142      0.44596131      0.17226174
       4.7466667      0.45264630      0.53206362      0.44595634      0.19134948
       5.6960000      0.46530860      0.51976445      0.45050155      0.22114807
       6.6453333      0.47966392      0.50911801      0.45915076      0.25882232
       7.5946667      0.49203089      0.49865684      0.46971878      0.30027606
       8.5440000      0.49975076      0.48747849      0.47975875      0.34244727
       9.4933333      0.50596710      0.47997771      0.48985582      0.38579189
       10.442667      0.52736715      0.49286805      0.50845528      0.43697776
       11.392000      0.60083365      0.55831320      0.55613059      0.51066574
       12.341333      0.77593981      0.71324968      0.66373132      0.62865285
       13.290667       1.1008744      0.99186362      0.86422915      0.81789806
       14.240000       1.6426001       1.4544104       1.2008296       1.1190329
