Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US004241983_Example01P.zmx
Title:	US 4,241,983 Example 1 (Canon FD500mm f4.5L)
Date:	11/7/2025 5:37:24 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.31982235      0.31982235      0.00000000      0.00000000      0.00000000
     0.024651074      0.31980402      0.31981177      0.21503414      0.21503403  5.1544663E-005
     0.049302147      0.31975276      0.31978001      0.43006887      0.43006814  1.6917973E-004
     0.073953221      0.31966858      0.31972710      0.64510477      0.64510241  3.6523992E-004
     0.098604294      0.31955149      0.31965302      0.86014243      0.86013692  6.3972789E-004
      0.12325537      0.31940150      0.31955778       1.0751824       1.0751718  9.9264731E-004
      0.14790644      0.31921864      0.31944139       1.2902254       1.2902070  1.4240029E-003
      0.17255752      0.31900293      0.31930386       1.5052718       1.5052427  1.9338006E-003
      0.19720859      0.31875441      0.31914519       1.7203223       1.7202789  2.5220471E-003
      0.22185966      0.31847310      0.31896539       1.9353776       1.9353158  3.1887504E-003
      0.24651074      0.31815905      0.31876448       2.1504380       2.1503535  3.9339194E-003
      0.27116181      0.31781230      0.31854247       2.3655044       2.3653919  4.7575642E-003
      0.29581288      0.31743290      0.31829938       2.5805772       2.5804312  5.6596959E-003
      0.32046396      0.31702091      0.31803521       2.7956570       2.7954714  6.6403265E-003
      0.34511503      0.31657637      0.31774998       3.0107445       3.0105127  7.6994694E-003
      0.36976610      0.31609936      0.31744372       3.2258401       3.2255551  8.8371386E-003
      0.39441718      0.31558994      0.31711645       3.4409445       3.4405986     0.010053350
      0.41906825      0.31504818      0.31676817       3.6560584       3.6556435     0.011348119
      0.44371933      0.31447415      0.31639893       3.8711821       3.8706897     0.012721464
      0.46837040      0.31386794      0.31600873       4.0863165       4.0857374     0.014173402
      0.49302147      0.31322963      0.31559760       4.3014619       4.3007865     0.015703955
      0.51767255      0.31255932      0.31516558       4.5166191       4.5158373     0.017313141
      0.54232362      0.31185708      0.31471269       4.7317886       4.7308897     0.019000984
      0.56697469      0.31112304      0.31423895       4.9469710       4.9459439     0.020767505
      0.59162577      0.31035728      0.31374440       5.1621669       5.1609999     0.022612728
      0.61627684      0.30955991      0.31322907       5.3773769       5.3760578     0.024536679
      0.64092791      0.30873105      0.31269299       5.5926015       5.5911177     0.026539383
      0.66557899      0.30787082      0.31213620       5.8078415       5.8061797     0.028620868
      0.69023006      0.30697933      0.31155873       6.0230972       6.0212438     0.030781161
      0.71488113      0.30605672      0.31096062       6.2383694       6.2363102     0.033020291
      0.73953221      0.30510311      0.31034191       6.4536586       6.4513788     0.035338289
      0.76418328      0.30411864      0.30970263       6.6689655       6.6664499     0.037735186
      0.78883436      0.30310344      0.30904284       6.8842905       6.8815234     0.040211014
      0.81348543      0.30205768      0.30836257       7.0996344       7.0965995     0.042765807
      0.83813650      0.30098148      0.30766186       7.3149976       7.3116782     0.045399600
      0.86278758      0.29987502      0.30694077       7.5303809       7.5267596     0.048112427
      0.88743865      0.29873844      0.30619933       7.7457847       7.7418438     0.050904326
      0.91208972      0.29757191      0.30543760       7.9612097       7.9569308     0.053775330
      0.93674080      0.29637561      0.30465563       8.1766565       8.1720208     0.056725486
      0.96139187      0.29514969      0.30385346       8.3921256       8.3871139     0.059754830
      0.98604294      0.29389435      0.30303115       8.6076177       8.6022100     0.062863404
       1.0106940      0.29260976      0.30218876       8.8231333       8.8173093     0.066051248
       1.0353451      0.29129611      0.30132633       9.0386730       9.0324119     0.069318407
       1.0599962      0.28995359      0.30044393       9.2542376       9.2475179     0.072664925
       1.0846472      0.28858240      0.29954161       9.4698274       9.4626272     0.076090846
       1.1092983      0.28718274      0.29861943       9.6854432       9.6777401     0.079596218
       1.1339494      0.28575482      0.29767745       9.9010855       9.8928565     0.083181088
       1.1586005      0.28429886      0.29671574       10.116755       10.107977     0.086845504
       1.1832515      0.28281505      0.29573435       10.332452       10.323101     0.090589517
       1.2079026      0.28130364      0.29473336       10.548178       10.538228     0.094413177
       1.2325537      0.27976483      0.29371283       10.763932       10.753360     0.098316536
       1.2572048      0.27819887      0.29267282       10.979716       10.968495      0.10229965
       1.2818558      0.27660599      0.29161341       11.195530       11.183635      0.10636256
       1.3065069      0.27498643      0.29053467       11.411375       11.398779      0.11050534
       1.3311580      0.27334043      0.28943666       11.627251       11.613927      0.11472804
       1.3558090      0.27166825      0.28831947       11.843159       11.829079      0.11903071
       1.3804601      0.26997014      0.28718317       12.059100       12.044236      0.12341342
       1.4051112      0.26824637      0.28602782       12.275074       12.259397      0.12787622
       1.4297623      0.26649719      0.28485352       12.491081       12.474563      0.13241917
       1.4544133      0.26472287      0.28366034       12.707123       12.689733      0.13704235
       1.4790644      0.26292371      0.28244837       12.923200       12.904908      0.14174580
       1.5037155      0.26109996      0.28121767       13.139312       13.120088      0.14652959
       1.5283666      0.25925193      0.27996834       13.355461       13.335272      0.15139380
       1.5530176      0.25737989      0.27870046       13.571646       13.550462      0.15633848
       1.5776687      0.25548415      0.27741413       13.787869       13.765656      0.16136370
       1.6023198      0.25356501      0.27610942       14.004130       13.980856      0.16646954
       1.6269709      0.25162277      0.27478642       14.220429       14.196061      0.17165605
       1.6516219      0.24965775      0.27344523       14.436768       14.411271      0.17692332
       1.6762730      0.24767025      0.27208594       14.653147       14.626487      0.18227142
       1.7009241      0.24566061      0.27070865       14.869565       14.841708      0.18770041
       1.7255752      0.24362915      0.26931344       15.086026       15.056934      0.19321038
       1.7502262      0.24157620      0.26790042       15.302527       15.272166      0.19880140
       1.7748773      0.23950210      0.26646968       15.519071       15.487404      0.20447354
       1.7995284      0.23740719      0.26502133       15.735658       15.702647      0.21022689
       1.8241794      0.23529182      0.26355546       15.952289       15.917896      0.21606152
       1.8488305      0.23315634      0.26207218       16.168963       16.133151      0.22197751
       1.8734816      0.23100112      0.26057159       16.385683       16.348412      0.22797495
       1.8981327      0.22882651      0.25905381       16.602447       16.563679      0.23405391
       1.9227837      0.22663289      0.25751893       16.819258       16.778953      0.24021449
       1.9474348      0.22442062      0.25596706       17.036116       16.994232      0.24645676
       1.9720859      0.22219010      0.25439832       17.253020       17.209518      0.25278081
       1.9967370      0.21994171      0.25281282       17.469973       17.424810      0.25918674
       2.0213880      0.21767583      0.25121067       17.686974       17.640109      0.26567462
       2.0460391      0.21539287      0.24959199       17.904024       17.855414      0.27224455
       2.0706902      0.21309323      0.24795689       18.121124       18.070726      0.27889662
       2.0953413      0.21077731      0.24630550       18.338275       18.286044      0.28563092
