Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US010168507_Example04P.zmx
Title:	US 10,168,507 Example 4 (Fujifilm Fujinon XF50mm F2 R WR)
Date:	11/7/2025 5:02:00 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.37578599     0.089167021      0.17967599      0.61920199
      0.94666667      0.39011844     0.092174665      0.18569456      0.62131497
       1.8933333      0.43137523      0.10890375      0.20575004      0.62848093
       2.8400000      0.49499747      0.14982339      0.24287274      0.64265750
       3.7866667      0.57477637      0.21246337      0.29619393      0.66546953
       4.7333333      0.66334472      0.28666810      0.35958286      0.69624161
       5.6800000      0.75215920      0.36095744      0.42292182      0.73028960
       6.6266667      0.83192716      0.42526002      0.47338958      0.75812121
       7.5733333      0.89517913      0.47901220      0.49783010      0.76595264
       8.5200000      0.94555527      0.55706291      0.49380037      0.73946959
       9.4666667       1.0250228      0.76970695      0.51678146      0.68223311
       10.413333       1.2629998       1.2759731      0.75616395      0.69383088
       11.360000       1.8747333       2.2302184       1.4038607       1.0589014
       12.306667       3.0828580       3.8349260       2.5961594       1.9923660
       13.253333       5.1442441       6.4008671       4.5606191       3.6497245
       14.200000       8.4200008       10.365434       7.6471769       6.3147621
