Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2015-102734_Example01MLP.zmx
Title:	JP 2015-102734 Example 1 ML (Nikon AF-S Nikkor 300mm f/2.8D IF-ED II)
Date:	11/7/2025 4:48:36 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.0407883       1.3479798      0.10448975       1.1923730
       1.4400000       1.0350546       1.3321789      0.10939500       1.1816325
       2.8800000       1.0189920       1.2852450      0.13492953       1.1496183
       4.3200000      0.99635374       1.2089492      0.19800102       1.0971080
       5.7600000      0.97450828       1.1077420      0.30321038       1.0260141
       7.2000000      0.96587598      0.99221149      0.44994083      0.94071413
       8.6400000      0.98871922      0.88682412      0.63911662      0.85096038
       10.080000       1.0650412      0.84165338      0.87370381      0.77748069
       11.520000       1.2148016      0.92578421       1.1583957      0.75812074
       12.960000       1.4510878       1.1763996       1.4996036      0.83932458
       14.400000       1.7813128       1.5825654       1.9057284       1.0455510
       15.840000       2.2121709       2.1281239       2.3876854       1.3728395
       17.280000       2.7538270       2.8122948       2.9597403       1.8136888
       18.720000       3.4224955       3.6490121       3.6408059       2.3708583
       20.160000       4.2426839       4.6653799       4.4564860       3.0588885
       21.600000       5.2504706       5.9035541       5.4424146       3.9046604
