Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2000-275517_Example01_Tale24.zmx
Title:	JP 2000-275517 Example 1 (Nikon TC-E2 with Main Lens)
Date:	11/7/2025 5:25:55 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000     0.016252372     0.016252372      0.00000000      0.00000000      0.00000000
     0.095281560     0.016259341     0.016255071     0.038924234     0.038924131  2.6339587E-004
      0.19056312     0.016282084     0.016263169     0.077849298     0.077848478  1.0536648E-003
      0.28584468     0.016320570     0.016276670      0.11677602      0.11677326  2.3703376E-003
      0.38112624     0.016374746     0.016295583      0.15570524      0.15569868  4.2127518E-003
      0.47640780     0.016444537     0.016319919      0.19463777      0.19462496  6.5799803E-003
      0.57168936     0.016529849     0.016349694      0.23357444      0.23355232  9.4708325E-003
      0.66697092     0.016630567     0.016384926      0.27251608      0.27248098     0.012883855
      0.76225248     0.016746559     0.016425636      0.31146351      0.31141114     0.016817331
      0.85753404     0.016877672     0.016471850      0.35041754      0.35034302     0.021269285
      0.95281560     0.017023736     0.016523598      0.38937898      0.38927684     0.026237482
       1.0480972     0.017184566     0.016580913      0.42834864      0.42821282     0.031719429
       1.1433787     0.017359957     0.016643831      0.46732733      0.46715116     0.037712375
       1.2386603     0.017549695     0.016712396      0.50631585      0.50609209     0.044213319
       1.3339418     0.017753550     0.016786652      0.54531498      0.54503582     0.051219004
       1.4292234     0.017971279     0.016866650      0.58432551      0.58398256     0.058725927
       1.5245050     0.018202633     0.016952447      0.62334823      0.62293254     0.066730335
       1.6197865     0.018447350     0.017044102      0.66238389      0.66188597     0.075228234
       1.7150681     0.018705165     0.017141681      0.70143327      0.70084305     0.084215386
       1.8103496     0.018975805     0.017245256      0.74049713      0.73980402     0.093687316
