Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,7239458.233416612,130819.68004041509,nan,0.0,0,,,,,,,,
1,Standard,,534.311527226385,58.52447896,S-LAH59,247.0,0,,,,,,,,
2,Standard,,2094.76761980829,6.73863024,S-LAH59,247.5,0,,,,,,,,
3,Standard,,337.437010026954,79.18787464,S-LAH59,221.0,0,,,,,,,,
4,Standard,,575.103918511078,21.78316185,S-LAH59,221.0,0,,,,,,,,
5,Standard,,684.713354269984,11.25897015,H-ZF3,193.0,0,,,,,,,,
6,Standard,,201.900028089321,98.73329732,H-ZF3,158.5,0,,,,,,,,
7,Standard,,7239458.233416612,95.52485658,H-ZF3,122.258949929,0,,,,,,,,
8,Standard,,-199.010839636578,14.58615865,S-TIH14,154.5,0,,,,,,,,
9,Standard,,9778.77621230247,92.9001186,S-TIH14,207.0,0,,,,,,,,
10,Standard,,-314.418946866512,2.687537523,S-LAH59,208.5,0,,,,,,,,
11,Standard,,-1572.38702034638,74.19222478,S-LAM3,224.0,0,,,,,,,,
12,Standard,,-405.283915298135,2.43944359,S-LAM3,224.0,0,,,,,,,,
13,Standard,,1050.81514159652,35.75897959,S-LAH55V,203.5,0,,,,,,,,
14,Standard,,-3201.8887644229,390.1827650568,S-LAH55V,203.5,0,,,,,,,,
15,Standard,,7239458.233416612,130819.68004041509,S-LAH55V,149.3570389529,0,,,,,,,,
