Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,7239458.233416611,-37.64194,nan,0.0,0,,,,,,,,
1,Standard,,7239458.233416611,-50.0,nan,17.3690958080341,0,,,,,,,,
2,Standard,,7239458.233416611,50.0,nan,26.2072470941193,0,,,,,,,,
3,Standard,,110.088,3.4,"1.60,35.5",10.79,0,,,,,,,,
4,Standard,,-37.39,1.0,"1.60,35.5",10.79,0,,,,,,,,
5,Standard,,-40.473,1.0,"1.79,47.5",10.73,0,,,,,,,,
6,Standard,,31.842,1.0,"1.79,47.5",10.73,0,,,,,,,,
7,Standard,,35.163,3.8,"1.60,35.5",11.27,0,,,,,,,,
8,Standard,,-132.889,1.0,"1.60,35.5",11.27,0,,,,,,,,
9,Standard,,-52.0000000000001,1.0,"1.90,35.8",11.27,0,,,,,,,,
10,Standard,,611.943000000001,0.2,"1.90,35.8",11.86,0,,,,,,,,
11,Standard,,50.8000000000001,3.0,"1.50,82.3",12.39,0,,,,,,,,
12,Standard,,2442.404,38.6208,"1.50,82.3",12.39,0,,,,,,,,
13,Standard,,7239458.233416611,130819.68004041509,"1.50,82.3",21.6,0,,,,,,,,
