Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,7239458.233416612,130819.68004041509,nan,0.0,0,,,,,,,,
1,Standard,,88.811,8.73,LASFN7,38.0,0,,,,,,,,
2,Standard,,468.03,0.21,LASFN7,38.0,0,,,,,,,,
3,Standard,,48.472,9.23,LAF20,33.0,0,,,,,,,,
4,Standard,,77.06,4.91,LAF20,33.0,0,,,,,,,,
5,Standard,,104.39,3.03,E-FD8,26.44755753456,0,,,,,,,,
6,Standard,,32.532,15.0,E-FD8,20.81473284764,0,,,,,,,,
7,Standard,,7239458.233416612,14.77,E-FD8,18.56594607244,0,,,,,,,,
8,Standard,,-32.861,2.04,E-FD4,22.44079514594,0,,,,,,,,
9,Standard,,277.3,12.84,E-FD4,30.0,0,,,,,,,,
10,Standard,,-56.42,0.21,M-NBFD13,30.0,0,,,,,,,,
11,Standard,,-152.16,8.24,J-LASF015,33.0,0,,,,,,,,
12,Standard,,-58.55,0.19,J-LASF015,33.0,0,,,,,,,,
13,Standard,,290.78,6.21,LAK10,36.0,0,,,,,,,,
14,Standard,,-210.359,78.80250269135,LAK10,36.0,0,,,,,,,,
15,Standard,,7239458.233416612,130819.68004041509,LAK10,42.49568736016,0,,,,,,,,
