Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20160282590_Example01P.zmx
Title:	US 2016/0282590 Example 1 (Fujifilm Fujinon XF16mm F1.4 R WR)
Date:	11/7/2025 3:59:33 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------
      0.00000000    -0.029253982  1.9608079E-003     0.032177022
     0.010000000    -0.027870005  3.3536996E-003     0.033575376
     0.020000000    -0.026026822  5.2217290E-003     0.035457075
     0.030000000    -0.025222930  6.0571090E-003     0.036308957
     0.040000000    -0.025249448  6.0657650E-003     0.036336046
     0.050000000    -0.025923348  5.4281093E-003     0.035717951
     0.060000000    -0.027086072  4.3004048E-003     0.034610228
     0.070000000    -0.028602040  2.8162439E-003     0.033145852
     0.080000000    -0.030357059  1.0881097E-003     0.031436776
     0.090000000    -0.032256672 -7.9097789E-004     0.029575566
      0.10000000    -0.034224451 -2.7457805E-003     0.027637085
      0.11000000    -0.036200255 -4.7171247E-003     0.025680196
      0.12000000    -0.038138484 -6.6601757E-003     0.023749488
      0.13000000    -0.040006349 -8.5427199E-003     0.021876987
      0.14000000    -0.041782152    -0.010343475     0.020083837
      0.15000000    -0.043453622    -0.012050436     0.018381948
      0.16000000    -0.045016304    -0.013659294     0.016775582
      0.17000000    -0.046472027    -0.015171916     0.015262853
      0.18000000    -0.047827457    -0.016594919     0.013837157
      0.19000000    -0.049092755    -0.017938341     0.012488493
      0.20000000    -0.050280342    -0.019214431     0.011204669
      0.21000000    -0.051403796    -0.020436550  9.9723960E-003
      0.22000000    -0.052476870    -0.021618211  8.7782452E-003
      0.23000000    -0.053512650    -0.022772245  7.6094747E-003
      0.24000000    -0.054522852    -0.023910113  6.4547167E-003
      0.25000000    -0.055517265    -0.025041356  5.3045241E-003
      0.26000000    -0.056503331    -0.026173185  4.1517779E-003
      0.27000000    -0.057485867    -0.027310205  2.9919571E-003
      0.28000000    -0.058466915    -0.028454281  1.8232767E-003
      0.29000000    -0.059445731    -0.029604519  6.4670092E-004
      0.30000000    -0.060418881    -0.030757369 -5.3415949E-004
      0.31000000    -0.061380445    -0.031906832 -1.7132542E-003
      0.32000000    -0.062322322    -0.033044758 -2.8823922E-003
      0.33000000    -0.063234603    -0.034161222 -4.0316168E-003
      0.34000000    -0.064106016    -0.035244962 -5.1496436E-003
      0.35000000    -0.064924414    -0.036283863 -6.2243410E-003
      0.36000000    -0.065677291    -0.037265466 -7.2432402E-003
      0.37000000    -0.066352311    -0.038177491 -8.1940530E-003
      0.38000000    -0.066937830    -0.039008348 -9.0651832E-003
      0.39000000    -0.067423392    -0.039747630 -9.8462131E-003
      0.40000000    -0.067800192    -0.040386557    -0.010528349
      0.41000000    -0.068061474    -0.040918376    -0.011104811
      0.42000000    -0.068202871    -0.041338680    -0.011571154
      0.43000000    -0.068222657    -0.041645657    -0.011925514
      0.44000000    -0.068121917    -0.041840247    -0.012168752
      0.45000000    -0.067904620    -0.041926205    -0.012304522
      0.46000000    -0.067577588    -0.041910060    -0.012339223
      0.47000000    -0.067150373    -0.041800986    -0.012281865
      0.48000000    -0.066635035    -0.041610568    -0.012143831
      0.49000000    -0.066045827    -0.041352479    -0.011938550
      0.50000000    -0.065398798    -0.041042077    -0.011681094
      0.51000000    -0.064711328    -0.040695934    -0.011387697
      0.52000000    -0.064001604    -0.040331307    -0.011075228
      0.53000000    -0.063288064    -0.039965571    -0.010760618
      0.54000000    -0.062588812    -0.039615636    -0.010460277
      0.55000000    -0.061921045    -0.039297367    -0.010189507
      0.56000000    -0.061300498    -0.039025027 -9.9619480E-003
      0.57000000    -0.060740940    -0.038810768 -9.7890620E-003
      0.58000000    -0.060253735    -0.038664189 -9.6796931E-003
      0.59000000    -0.059847492    -0.038591988 -9.6397144E-003
      0.60000000    -0.059527831    -0.038597715 -9.6717844E-003
      0.61000000    -0.059297267    -0.038681663 -9.7752280E-003
      0.62000000    -0.059155231    -0.038840876 -9.9460537E-003
      0.63000000    -0.059098243    -0.039069324    -0.010177116
      0.64000000    -0.059120227    -0.039358207    -0.010458424
      0.65000000    -0.059212977    -0.039696413    -0.010777597
      0.66000000    -0.059366758    -0.040071111    -0.011120450
      0.67000000    -0.059571025    -0.040468458    -0.011471701
      0.68000000    -0.059815245    -0.040874409    -0.011815776
      0.69000000    -0.060089791    -0.041275587    -0.012137670
      0.70000000    -0.060386857    -0.041660189    -0.012423853
      0.71000000    -0.060701379    -0.042018879    -0.012663146
      0.72000000    -0.061031890    -0.042345614    -0.012847547
      0.73000000    -0.061381268    -0.042638373    -0.012972942
      0.74000000    -0.061757329    -0.042899705    -0.013039643
      0.75000000    -0.062173188    -0.043137065    -0.013052709
      0.76000000    -0.062647368    -0.043362872    -0.013021984
      0.77000000    -0.063203564    -0.043594238    -0.012961810
      0.78000000    -0.063870069    -0.043852336    -0.012890370
      0.79000000    -0.064678781    -0.044161361    -0.012828628
      0.80000000    -0.065663821    -0.044547085    -0.012798854
      0.81000000    -0.066859733    -0.045035000    -0.012822734
      0.82000000    -0.068299317    -0.045648081    -0.012919113
      0.83000000    -0.070011155    -0.046404246    -0.013101408
      0.84000000    -0.072016928    -0.047313601    -0.013374823
      0.85000000    -0.074328686    -0.048375633    -0.013733508
      0.86000000    -0.076946263    -0.049576557    -0.014157865
      0.87000000    -0.079855126    -0.050887087    -0.014612287
      0.88000000    -0.083024988    -0.052260988    -0.015043676
      0.89000000    -0.086409629    -0.053634836    -0.015381183
      0.90000000    -0.089948467    -0.054929555    -0.015537723
      0.91000000    -0.093570524    -0.056054368    -0.015413932
      0.92000000    -0.097201583    -0.056914003    -0.014905386
      0.93000000     -0.10077556    -0.057420122    -0.013914096
      0.94000000     -0.10425117    -0.057508192    -0.012365466
      0.95000000     -0.10763538    -0.057161235    -0.010232205
      0.96000000     -0.11101535    -0.056442213 -7.5669574E-003
      0.97000000     -0.11460082    -0.055537165 -4.5457890E-003
      0.98000000     -0.11877953    -0.054811589 -1.5250716E-003
      0.99000000     -0.12418834    -0.054883003  8.8526113E-004
       1.0000000     -0.13180332    -0.056712998  1.7287199E-003
