Results for:	Relative Illumination Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US004324458_Example03P.zmx
Title:	US 4,324,458 Example 3 (Canon FD300mm f5.6 SSC)
Date:	11/7/2025 4:17:56 PM

0 message(s) in output.
Wavelength: 0.587562 µm
Field values are in Millimeters
Relative Illumination values are dimensionless.
1 series table(s) in output.

Table series: See program documentation for a discussion of Effective F/#.
         Y Field        Rel. Ill   Effective F/#
  --------------  --------------  --------------
      0.00000000       1.0000000       5.8615867
       1.0800000      0.99985912       5.8619996
       2.1600000      0.99343677       5.8809173
       3.2400000      0.99274215       5.8829744
       4.3200000      0.98478693       5.9066883
       5.4000000      0.98354313       5.9104219
       6.4800000      0.97943429       5.9228064
       7.5600000      0.97751698       5.9286121
       8.6400000      0.97303526       5.9422498
       9.7200000      0.95822586       5.9879925
       10.800000      0.94445808       6.0314794
       11.880000      0.93007254       6.0779452
       12.960000      0.90511958       6.1611561
       14.040000      0.87808301       6.2552893
       15.120000      0.86380917       6.3067597
       16.200000      0.82987775       6.4344011
       17.280000      0.80819653       6.5201367
       18.360000      0.78756161       6.6050015
       19.440000      0.77529351       6.6570546
       20.520000      0.75617099       6.7407029
       21.600000      0.73955116       6.8160235
