Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2015-111192_Example01P.zmx
Title:	JP 2015-111192 Example 1 (Canon EF-S24mm f2.8 STM)
Date:	11/7/2025 4:48:40 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.18021677      0.10324512     0.050840685      0.29015499
      0.91066667      0.21924581      0.10655892     0.048741770      0.28824017
       1.8213333      0.30586040      0.11693350     0.042635543      0.28295385
       2.7320000      0.40615791      0.13505238     0.033653893      0.27575413
       3.6426667      0.50546723      0.16077628     0.026908530      0.26929585
       4.5533333      0.59619371      0.19276565     0.034631290      0.26753126
       5.4640000      0.67281784      0.22888077     0.058173970      0.27530369
       6.3746667      0.73072567      0.26686857     0.091569937      0.29715356
       7.2853333      0.76633187      0.30511761      0.13340486      0.33602317
       8.1960000      0.77796151      0.34359445      0.18507364      0.39326356
       9.1066667      0.76788806      0.38549268      0.25066428      0.47025613
       10.017333      0.74723444      0.44085863      0.33878177      0.57088416
       10.928000      0.74685478      0.53299094      0.46546096      0.70443177
       11.838667      0.82962161      0.70234354      0.65584098      0.88821809
       12.749333       1.0716909      0.99707375      0.94109111       1.1474207
       13.660000       1.5147630       1.4548597       1.3497442       1.5088904
