Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2012-242690_Example02P.zmx
Title:	JP 2012-242690 Example 2 (Sony E 50mm F1.8 OSS)
Date:	11/7/2025 5:26:21 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000    -0.024415164    -0.024415164      0.00000000      0.00000000      0.00000000
      0.15426044    -0.024431421    -0.024437917      0.13797994      0.13797980  1.0102260E-004
      0.30852088    -0.024477630    -0.024506152      0.27596240      0.27596159  2.9111653E-004
      0.46278131    -0.024553705    -0.024619790      0.41394991      0.41394739  6.0790382E-004
      0.61704175    -0.024659509    -0.024778698      0.55194499      0.55193919  1.0513305E-003
      0.77130219    -0.024794846    -0.024982694      0.68995018      0.68993899  1.6213210E-003
      0.92556263    -0.024959468    -0.025231540      0.82796799      0.82794880  2.3177775E-003
       1.0798231    -0.025153066    -0.025524946      0.96600095      0.96597061  3.1405878E-003
       1.2340835    -0.025375282    -0.025862570       1.1040516       1.1040064  4.0895952E-003
       1.3883439    -0.025625698    -0.026244017       1.2421224       1.2420583  5.1646422E-003
       1.5426044    -0.025903846    -0.026668835       1.3802160       1.3801281  6.3655411E-003
       1.6968648    -0.026209202    -0.027136524       1.5183348       1.5182180  7.6920807E-003
       1.8511253    -0.026541188    -0.027646524       1.6564814       1.6563299  9.1440261E-003
       2.0053857    -0.026899177    -0.028198225       1.7946582       1.7944658     0.010721118
       2.1596461    -0.027282485    -0.028790960       1.9328679       1.9326278     0.012423072
       2.3139066    -0.027690382    -0.029424008       2.0711130       2.0708179     0.014249578
       2.4681670    -0.028122086    -0.030096593       2.2093959       2.2090380     0.016200300
       2.6224274    -0.028576764    -0.030807882       2.3477192       2.3472902     0.018274876
       2.7766879    -0.029053538    -0.031556985       2.4860854       2.4855765     0.020472914
       2.9309483    -0.029551481    -0.032342958       2.6244970       2.6238989     0.022793997
       3.0852088    -0.030069621    -0.033164796       2.7629566       2.7622595     0.025237674
       3.2394692    -0.030606943    -0.034021438       2.9014667       2.9006602     0.027803468
       3.3937296    -0.031162388    -0.034911764       3.0400298       3.0391032     0.030490867
       3.5479901    -0.031734857    -0.035834595       3.1786484       3.1775903     0.033299329
       3.7022505    -0.032323211    -0.036788693       3.3173250       3.3161237     0.036228276
       3.8565109    -0.032926274    -0.037772756       3.4560622       3.4547053     0.039277098
       4.0107714    -0.033542835    -0.038785425       3.5948625       3.5933373     0.042445146
       4.1650318    -0.034171650    -0.039825275       3.7337283       3.7320216     0.045731733
       4.3192923    -0.034811446    -0.040890821       3.8726622       3.8707603     0.049136134
       4.4735527    -0.035460920    -0.041980513       4.0116668       4.0095554     0.052657584
       4.6278131    -0.036118746    -0.043092736       4.1507444       4.1484091     0.056295272
       4.7820736    -0.036783576    -0.044225810       4.2898977       4.2873232     0.060048344
       4.9363340    -0.037454043    -0.045377988       4.4291291       4.4263000     0.063915901
       5.0905944    -0.038128767    -0.046547456       4.5684411       4.5653414     0.067896993
       5.2448549    -0.038806356    -0.047732331       4.7078363       4.7044495     0.071990621
       5.3991153    -0.039485412    -0.048930661       4.8473170       4.8436264     0.076195732
       5.5533758    -0.040164534    -0.050140422       4.9868859       4.9828742     0.080511217
       5.7076362    -0.040842325    -0.051359520       5.1265454       5.1221948     0.084935910
       5.8618966    -0.041517397    -0.052585786       5.2662980       5.2615905     0.089468582
       6.0161571    -0.042188376    -0.053816978       5.4061461       5.4010632     0.094107944
       6.1704175    -0.042853907    -0.055050779       5.5460922       5.5406152     0.098852635
       6.3246779    -0.043512663    -0.056284794       5.6861388       5.6802484      0.10370123
       6.4789384    -0.044163350    -0.057516550       5.8262884       5.8199649      0.10865222
       6.6331988    -0.044804717    -0.058743495       5.9665434       5.9597669      0.11370402
       6.7874593    -0.045435564    -0.059962998       6.1069062       6.0996565      0.11885499
       6.9417197    -0.046054749    -0.061172343       6.2473794       6.2396358      0.12410336
       7.0959801    -0.046661199    -0.062368730       6.3879652       6.3797068      0.12944730
       7.2502406    -0.047253921    -0.063549278       6.5286661       6.5198718      0.13488488
       7.4045010    -0.047832012    -0.064711015       6.6694846       6.6601329      0.14041406
       7.5587614    -0.048394675    -0.065850883       6.8104230       6.8004921      0.14603271
