Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\WO2020-119907_Example01P.zmx
Title:	WO 2020/119907 Example 1 (TH Swiss Irix 150mm f/2.8 Macro)
Date:	11/7/2025 5:55:17 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.18804806      0.18804806      0.00000000      0.00000000      0.00000000
     0.080156331      0.18807274      0.18804291      0.21528429      0.21528405  1.1202097E-004
      0.16031266      0.18814137      0.18802746      0.43056982      0.43056894  2.0265860E-004
      0.24046899      0.18825390      0.18800172      0.64585781      0.64585552  3.5365611E-004
      0.32062532      0.18841021      0.18796570      0.86114949      0.86114463  5.6491567E-004
      0.40078165      0.18861019      0.18791944       1.0764461       1.0764371  8.3630019E-004
      0.48093798      0.18885367      0.18786296       1.2917489       1.2917338  1.1676333E-003
      0.56109432      0.18914043      0.18779630       1.5070590       1.5070355  1.5586991E-003
      0.64125065      0.18947024      0.18771951       1.7223778       1.7223432  2.0092421E-003
      0.72140698      0.18984281      0.18763263       1.9377064       1.9376576  2.5189671E-003
      0.80156331      0.19025781      0.18753574       2.1530460       2.1529796  3.0875389E-003
      0.88171964      0.19071489      0.18742889       2.3683979       2.3683100  3.7145819E-003
      0.96187597      0.19121363      0.18731215       2.5837633       2.5836496  4.3996803E-003
       1.0420323      0.19175359      0.18718560       2.7991434       2.7989994  5.1423772E-003
       1.1221886      0.19233428      0.18704932       3.0145393       3.0143602  5.9421748E-003
       1.2023450      0.19295516      0.18690341       3.2299523       3.2297327  6.7985225E-003
       1.2825013      0.19361565      0.18674797       3.4453836       3.4451180  7.7108618E-003
       1.3626576      0.19431513      0.18658308       3.6608343       3.6605167  8.6785578E-003
       1.4428140      0.19505291      0.18640886       3.8763057       3.8759297  9.7009445E-003
       1.5229703      0.19582828      0.18622542       4.0917988       4.0913579     0.010777313
       1.6031266      0.19664045      0.18603287       4.3073150       4.3068021     0.011906909
       1.6832829      0.19748859      0.18583135       4.5228552       4.5222633     0.013088937
       1.7634393      0.19837181      0.18562096       4.7384207       4.7377421     0.014322554
       1.8435956      0.19928916      0.18540185       4.9540125       4.9532395     0.015606872
       1.9237519      0.20023965      0.18517414       5.1696319       5.1687563     0.016940959
       2.0039083      0.20122219      0.18493797       5.3852800       5.3842933     0.018323834
       2.0840646      0.20223566      0.18469348       5.6009577       5.5998515     0.019754470
       2.1642209      0.20327887      0.18444082       5.8166663       5.8154316     0.021231791
       2.2443773      0.20435053      0.18418012       6.0324069       6.0310345     0.022754671
       2.3245336      0.20544930      0.18391155       6.2481804       6.2466611     0.024321937
       2.4046899      0.20657378      0.18363523       6.4639879       6.4623121     0.025932364
       2.4848463      0.20772245      0.18335133       6.6798306       6.6779885     0.027584674
       2.5650026      0.20889373      0.18305999       6.8957094       6.8936911     0.029277538
       2.6451589      0.21008597      0.18276137       7.1116253       7.1094207     0.031009574
       2.7253152      0.21129741      0.18245560       7.3275793       7.3251782     0.032779344
       2.8054716      0.21252619      0.18214285       7.5435725       7.5409644     0.034585355
       2.8856279      0.21377037      0.18182326       7.7596057       7.7567802     0.036426058
       2.9657842      0.21502790      0.18149696       7.9756800       7.9726265     0.038299846
       3.0459406      0.21629662      0.18116412       8.1917962       8.1885040     0.040205051
       3.1260969      0.21757428      0.18082485       8.4079554       8.4044137     0.042139946
       3.2062532      0.21885848      0.18047930       8.6241583       8.6203564     0.044102743
       3.2864096      0.22014673      0.18012759       8.8404058       8.8363330     0.046091590
       3.3665659      0.22143640      0.17976985       9.0566988       9.0523442     0.048104570
       3.4467222      0.22272472      0.17940620       9.2730382       9.2683910     0.050139701
       3.5268786      0.22400881      0.17903674       9.4894247       9.4844743     0.052194932
       3.6070349      0.22528562      0.17866157       9.7058591       9.7005947     0.054268145
       3.6871912      0.22655196      0.17828079       9.9223421       9.9167533     0.056357149
       3.7673475      0.22780449      0.17789447       10.138875       10.132951     0.058459682
       3.8475039      0.22903968      0.17750270       10.355457       10.349188     0.060573405
       3.9276602      0.23025388      0.17710552       10.572091       10.565466     0.062695907
       4.0078165      0.23144320      0.17670297       10.788775       10.781786     0.064824694
       4.0879729      0.23260362      0.17629510       11.005512       10.998148     0.066957194
       4.1681292      0.23373089      0.17588190       11.222302       11.214554     0.069090753
       4.2482855      0.23482056      0.17546339       11.439144       11.431003     0.071222632
       4.3284419      0.23586800      0.17503953       11.656041       11.647497     0.073350004
       4.4085982      0.23686831      0.17461029       11.872992       11.864038     0.075469954
       4.4887545      0.23781640      0.17417560       12.089997       12.080625     0.077579476
       4.5689109      0.23870691      0.17373538       12.307057       12.297259     0.079675466
       4.6490672      0.23953426      0.17328950       12.524173       12.513943     0.081754728
       4.7292235      0.24029257      0.17283785       12.741345       12.730675     0.083813962
       4.8093798      0.24097571      0.17238025       12.958573       12.947457     0.085849769
       4.8895362      0.24157726      0.17191650       13.175857       13.164291     0.087858641
       4.9696925      0.24209049      0.17144639       13.393198       13.381177     0.089836965
       5.0498488      0.24250837      0.17096964       13.610595       13.598115     0.091781014
       5.1300052      0.24282354      0.17048597       13.828050       13.815107     0.093686945
       5.2101615      0.24302829      0.16999503       14.045561       14.032153     0.095550798
       5.2903178      0.24311456      0.16949646       14.263129       14.249255     0.097368491
       5.3704742      0.24307392      0.16898982       14.480754       14.466413     0.099135814
       5.4506305      0.24289754      0.16847467       14.698436       14.683628      0.10084843
       5.5307868      0.24257622      0.16795048       14.916175       14.900901      0.10250186
       5.6109432      0.24210028      0.16741669       15.133970       15.118233      0.10409151
       5.6910995      0.24145964      0.16687268       15.351822       15.335625      0.10561261
       5.7712558      0.24064375      0.16631778       15.569729       15.553078      0.10706026
       5.8514121      0.23964157      0.16575125       15.787692       15.770592      0.10842941
       5.9315685      0.23844156      0.16517229       16.005709       15.988168      0.10971486
       6.0117248      0.23703164      0.16458003       16.223782       16.205808      0.11091124
       6.0918811      0.23539921      0.16397354       16.441908       16.423511      0.11201299
