Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US03524697-2.ZMX
Title:	Lens
Date:	11/7/2025 5:45:31 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.17371112      0.17371112      0.00000000      0.00000000      0.00000000
      0.89000000      0.17371544      0.17377391      0.15503222      0.15504545 -8.5305527E-003
       1.7800000      0.17373740      0.17396230      0.31005988      0.31016574    -0.034130606
       2.6700000      0.17377691      0.17427629      0.46507843      0.46543589    -0.076800581
       3.5600000      0.17383386      0.17471587      0.62008331      0.62093117     -0.13654531
       4.4500000      0.17390808      0.17528106      0.77506998      0.77672730     -0.21337157
       5.3400000      0.17399937      0.17597185      0.93003390      0.93290059     -0.30728808
       6.2300000      0.17410745      0.17678826       1.0849705       1.0895281     -0.41830552
       7.1200000      0.17423203      0.17773029       1.2398754       1.2466877     -0.54643654
       8.0100000      0.17437275      0.17879795       1.3947439       1.4044584     -0.69169580
       8.9000000      0.17452921      0.17999125       1.5495716       1.5629205     -0.85409992
       9.7900000      0.17470097      0.18131020       1.7043540       1.7221553      -1.0336676
       10.680000      0.17488754      0.18275480       1.8590866       1.8822462      -1.2304195
       11.570000      0.17508839      0.18432507       2.0137651       2.0432778      -1.4443784
       12.460000      0.17530294      0.18602101       2.1683850       2.2053370      -1.6755693
       13.350000      0.17553058      0.18784263       2.3229419       2.3685125      -1.9240190
       14.240000      0.17577066      0.18978994       2.4774314       2.5328956      -2.1897568
       15.130000      0.17602247      0.19186294       2.6318491       2.6985800      -2.4728140
       16.020000      0.17628529      0.19406164       2.7861909       2.8656621      -2.7732243
       16.910000      0.17655834      0.19638603       2.9404523       3.0342414      -3.0910233
       17.800000      0.17684082      0.19883611       3.0946291       3.2044205      -3.4262494
       18.690000      0.17713188      0.20141189       3.2487171       3.3763058      -3.7789429
       19.580000      0.17743064      0.20411334       3.4027121       3.5500071      -4.1491469
       20.470000      0.17773621      0.20694047       3.5566100       3.7256388      -4.5369066
       21.360000      0.17804765      0.20989324       3.7104066       3.9033192      -4.9422700
       22.250000      0.17836398      0.21297165       3.8640979       4.0831718      -5.3652874
       23.140000      0.17868424      0.21617565       4.0176799       4.2653251      -5.8060120
       24.030000      0.17900739      0.21950522       4.1711484       4.4499132      -6.2644994
       24.920000      0.17933240      0.22296032       4.3244997       4.6370761      -6.7408081
       25.810000      0.17965822      0.22654089       4.4777299       4.8269604      -7.2349995
       26.700000      0.17998377      0.23024688       4.6308350       5.0197195      -7.7471378
       27.590000      0.18030796      0.23407822       4.7838112       5.2155145      -8.2772900
       28.480000      0.18062969      0.23803483       4.9366549       5.4145143      -8.8255264
       29.370000      0.18094784      0.24211663       5.0893624       5.6168968      -9.3919203
       30.260000      0.18126128      0.24632351       5.2419299       5.8228493      -9.9765484
       31.150000      0.18156890      0.25065538       5.3943540       6.0325691      -10.579490
       32.040000      0.18186955      0.25511209       5.5466311       6.2462646      -11.200830
       32.930000      0.18216211      0.25969351       5.6987578       6.4641560      -11.840653
       33.820000      0.18244543      0.26439949       5.8507306       6.6864766      -12.499050
       34.710000      0.18271841      0.26922986       6.0025462       6.9134735      -13.176117
       35.600000      0.18297992      0.27418443       6.1542013       7.1454088      -13.871949
       36.490000      0.18322886      0.27926299       6.3056928       7.3825611      -14.586650
       37.380000      0.18346414      0.28446531       6.4570175       7.6252270      -15.320325
       38.270000      0.18368469      0.28979116       6.6081723       7.8737223      -16.073084
       39.160000      0.18388946      0.29524025       6.7591543       8.1283839      -16.845042
       40.050000      0.18407744      0.30081231       6.9099604       8.3895719      -17.636317
       40.940000      0.18424764      0.30650701       7.0605879       8.6576715      -18.447034
       41.830000      0.18439909      0.31232402       7.2110340       8.9330954      -19.277321
       42.720000      0.18453089      0.31826296       7.3612959       9.2162864      -20.127310
       43.610000      0.18464215      0.32432343       7.5113711       9.5077204      -20.997140
       44.500000      0.18473204      0.33050502       7.6612569       9.8079096      -21.886955
       45.390000      0.18479980      0.33680725       7.8109510       10.117406      -22.796903
       46.280000      0.18484470      0.34322964       7.9604509       10.436807      -23.727140
       47.170000      0.18486609      0.34977165       8.1097543       10.766755      -24.677825
       48.060000      0.18486336      0.35643273       8.2588590       11.107951      -25.649125
       48.950000      0.18483600      0.36321227       8.4077629       11.461153      -26.641213
       49.840000      0.18478357      0.37010962       8.5564639       11.827185      -27.654268
       50.730000      0.18470571      0.37712410       8.7049600       12.206947      -28.688475
       51.620000      0.18460214      0.38425496       8.8532493       12.601419      -29.744027
       52.510000      0.18447268      0.39150145       9.0013301       13.011674      -30.821124
       53.400000      0.18431727      0.39886271       9.1492007       13.438891      -31.919973
       54.290000      0.18413593      0.40633788       9.2968594       13.884362      -33.040789
       55.180000      0.18392881      0.41392601       9.4443047       14.349513      -34.183794
       56.070000      0.18369617      0.42162612       9.5915352       14.835916      -35.349220
       56.960000      0.18343842      0.42943714       9.7385495       15.345314      -36.537307
       57.850000      0.18315608      0.43735797       9.8853464       15.879641      -37.748301
       58.740000      0.18284984      0.44538743       10.031925       16.441051      -38.982462
       59.630000      0.18252051      0.45352426       10.178283       17.031949      -40.240056
       60.520000      0.18216910      0.46176714       10.324421       17.655030      -41.521359
       61.410000      0.18179677      0.47011467       10.470338       18.313322      -42.826660
       62.300000      0.18140485      0.47856537       10.616032       19.010244      -44.156256
       63.190000      0.18099488      0.48711768       10.761503       19.749667      -45.510456
       64.080000      0.18056858      0.49576995       10.906751       20.535991      -46.889580
       64.970000      0.18012789      0.50452044       11.051774       21.374243      -48.293961
       65.860000      0.17967498      0.51336731       11.196573       22.270189      -49.723942
       66.750000      0.17921223      0.52230861       11.341147       23.230479      -51.179883
       67.640000      0.17874229      0.53134231       11.485496       24.262818      -52.662152
       68.530000      0.17826804      0.54046624       11.629619       25.376189      -54.171136
       69.420000      0.17779264      0.54967812       11.773518       26.581129      -55.707232
       70.310000      0.17731955      0.55897555       11.917190       27.890076      -57.270857
       71.200000      0.17685251      0.56835601       12.060638       29.317824      -58.862438
       72.090000      0.17639557      0.57781681       12.203860       30.882107      -60.482423
       72.980000      0.17595313      0.58735516       12.346858       32.604366      -62.131275
       73.870000      0.17552990      0.59696808       12.489631       34.510774      -63.809473
       74.760000      0.17513099      0.60665245       12.632180       36.633616      -65.517518
       75.650000      0.17476186      0.61640498       12.774506       39.013184      -67.255926
       76.540000      0.17442840      0.62622219       12.916608       41.700426      -69.025237
       77.430000      0.17413688      0.63610042       13.058488       44.760719      -70.826009
       78.320000      0.17389404      0.64603583       13.200146       48.279363      -72.658822
       79.210000      0.17370706      0.65602433       13.341584       52.369801      -74.524280
       80.100000      0.17358364      0.66606165       13.482801       57.186267      -76.423009
       80.990000      0.17353193      0.67614326       13.623799       62.943934      -78.355661
       81.880000      0.17356067      0.68626440       13.764578       69.952307      -80.322911
