Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US005257137_Example01P.zmx
Title:	US 5,257,137 Example 1 (Nikon R-UW AF Micro-Nikkor 50mm f/2.8)
Date:	11/7/2025 5:00:40 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.40017498      0.30374086      0.57838897      0.23157664
       1.4400000      0.41220100      0.32247883      0.58573328      0.24988292
       2.8800000      0.44845761      0.37676043      0.60831050      0.30065132
       4.3200000      0.50961260      0.46353112      0.64768535      0.37692093
       5.7600000      0.59715233      0.58225006      0.70632680      0.47480068
       7.2000000      0.71379203      0.73575272      0.78763310      0.59376906
       8.6400000      0.86389236      0.92987310      0.89622063      0.73568391
       10.080000       1.0538288       1.1731191       1.0384181      0.90438894
       11.520000       1.2922500       1.4765359       1.2227603       1.1058025
       12.960000       1.5901733       1.8536139       1.4602630       1.3481486
       14.400000       1.9609124       2.3201606       1.7643872       1.6421072
       15.840000       2.4198972       2.8941512       2.1507658       2.0007902
       17.280000       2.9844851       3.5956202       2.6368827       2.4395677
       18.720000       3.6738728       4.4466781       3.2418935       2.9758599
       20.160000       4.5092052       5.4717389       3.9867149       3.6290472
       21.600000       5.5139784       6.6980713       4.8944584       4.4206526
