Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\Imaging_Optics_Figure_7_28_US1792917.zmx
Title:	Double Gauss lens, US patent 1792917 (Carl Zeiss, Jena); Imaging Optics p. 462-466.
Date:	11/7/2025 3:44:04 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.5500
  --------------  --------------
      0.00000000      0.27058510
     0.010000000      0.27041749
     0.020000000      0.26974725
     0.030000000      0.26863083
     0.040000000      0.26706921
     0.050000000      0.26506373
     0.060000000      0.26261615
     0.070000000      0.25972862
     0.080000000      0.25640367
     0.090000000      0.25264425
      0.10000000      0.24845369
      0.11000000      0.24383574
      0.12000000      0.23879455
      0.13000000      0.23333469
      0.14000000      0.22746115
      0.15000000      0.22117934
      0.16000000      0.21449511
      0.17000000      0.20741474
      0.18000000      0.19994495
      0.19000000      0.19209292
      0.20000000      0.18386629
      0.21000000      0.17527317
      0.22000000      0.16632215
      0.23000000      0.15702231
      0.24000000      0.14738322
      0.25000000      0.13741498
      0.26000000      0.12712819
      0.27000000      0.11653401
      0.28000000      0.10564412
      0.29000000     0.094470794
      0.30000000     0.083026870
      0.31000000     0.071325779
      0.32000000     0.059381569
      0.33000000     0.047208913
      0.34000000     0.034823132
      0.35000000     0.022240215
      0.36000000  9.4768384E-003
      0.37000000 -3.4496129E-003
      0.38000000    -0.016521022
      0.39000000    -0.029718515
      0.40000000    -0.043022439
      0.41000000    -0.056412331
      0.42000000    -0.069866895
      0.43000000    -0.083363967
      0.44000000    -0.096880491
      0.45000000     -0.11039248
      0.46000000     -0.12387499
      0.47000000     -0.13730207
      0.48000000     -0.15064674
      0.49000000     -0.16388094
      0.50000000     -0.17697550
      0.51000000     -0.18990008
      0.52000000     -0.20262314
      0.53000000     -0.21511187
      0.54000000     -0.22733218
      0.55000000     -0.23924860
      0.56000000     -0.25082423
      0.57000000     -0.26202071
      0.58000000     -0.27279813
      0.59000000     -0.28311497
      0.60000000     -0.29292805
      0.61000000     -0.30219241
      0.62000000     -0.31086127
      0.63000000     -0.31888594
      0.64000000     -0.32621572
      0.65000000     -0.33279781
      0.66000000     -0.33857725
      0.67000000     -0.34349674
      0.68000000     -0.34749660
      0.69000000     -0.35051464
      0.70000000     -0.35248600
      0.71000000     -0.35334307
      0.72000000     -0.35301530
      0.73000000     -0.35142913
      0.74000000     -0.34850775
      0.75000000     -0.34417098
      0.76000000     -0.33833510
      0.77000000     -0.33091265
      0.78000000     -0.32181223
      0.79000000     -0.31093831
      0.80000000     -0.29819099
      0.81000000     -0.28346575
      0.82000000     -0.26665323
      0.83000000     -0.24763893
      0.84000000     -0.22630294
      0.85000000     -0.20251962
      0.86000000     -0.17615727
      0.87000000     -0.14707780
      0.88000000     -0.11513632
      0.89000000    -0.080180750
      0.90000000    -0.042051412
      0.91000000 -5.8052782E-004
      0.92000000     0.044408254
      0.93000000     0.093100400
      0.94000000      0.14569106
      0.95000000      0.20238570
      0.96000000      0.26340075
      0.97000000      0.32896431
      0.98000000      0.39931696
      0.99000000      0.47471257
       1.0000000      0.55541919
