Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003502394_Example01P.zmx
Title:	US 3,502,394 Example 1 (Ricoh Pentax Super-Takumar 300mm f4)
Date:	11/7/2025 4:56:02 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.0389469       1.1932661     0.027821183       1.3466901
       1.4400000       1.0563760       1.1910634     0.063290320       1.3478886
       2.8800000       1.1062374       1.1842195      0.11586018       1.3514924
       4.3200000       1.1822820       1.1720376      0.16797446       1.3575284
       5.7600000       1.2766121       1.1533912      0.21700811       1.3660463
       7.2000000       1.3814925       1.1267735      0.26152891       1.3771294
       8.6400000       1.4902282       1.0903637      0.30045323       1.3909152
       10.080000       1.5973631       1.0421089      0.33302182       1.4076289
       11.520000       1.6985951      0.97983095      0.35897078       1.4276341
       12.960000       1.7906466      0.90137859      0.37886059       1.4515007
       14.400000       1.8711925      0.80488983      0.39459737       1.4800889
       15.840000       1.9388745      0.68935958      0.41013500       1.5146403
       17.280000       1.9934123      0.55620653      0.43210813       1.5568618
       18.720000       2.0358103      0.41484180      0.46966855       1.6089813
       20.160000       2.0686566      0.30570832      0.53269162       1.6737448
       21.600000       2.0964847      0.33587438      0.62896091       1.7543319
