Results for:	Relative Illumination Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\HandbookCamFig16.zmx
Title:	
Date:	11/7/2025 4:07:31 PM

0 message(s) in output.
Wavelength: 0.558000 µm
Field values are in degrees
Relative Illumination values are dimensionless.
1 series table(s) in output.

Table series: See program documentation for a discussion of Effective F/#.
         Y Field        Rel. Ill   Effective F/#
  --------------  --------------  --------------
      0.00000000       1.0000000       6.1920979
      0.19000000      0.99281715       6.2144569
      0.38000000      0.99264233       6.2150041
      0.57000000      0.98875563       6.2272074
      0.76000000      0.98446450       6.2407644
      0.95000000      0.98033380       6.2538985
       1.1400000      0.97966336       6.2560381
       1.3300000      0.97493542       6.2711890
       1.5200000      0.97018620       6.2865195
       1.7100000      0.96921327       6.2896741
       1.9000000      0.96812014       6.2932240
       2.0900000      0.96690743       6.2971693
       2.2800000      0.96090166       6.3168177
       2.4700000      0.95946459       6.3215465
       2.6600000      0.95326006       6.3420859
       2.8500000      0.94775118       6.3604911
       3.0400000      0.94068338       6.3843411
       3.2300000      0.93882000       6.3906738
       3.4200000      0.93684723       6.3973989
       3.6100000      0.93476204       6.4045303
       3.8000000      0.93257211       6.4120456
