Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US05745306-3.zmx
Title:	
Date:	11/7/2025 5:47:21 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
        Y Height       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
       14.700000     0.039569668      0.14191478       14.723964       14.680550      0.29572228
       14.910000     0.036010889      0.14059329       14.935575       14.890272      0.30424060
       15.120000     0.032449359      0.13926330       15.147239       15.099995      0.31288056
       15.330000     0.028886754      0.13792521       15.358959       15.309717      0.32164221
       15.540000     0.025324729      0.13657940       15.570735       15.519439      0.33052560
       15.750000     0.021764945      0.13522627       15.782566       15.729161      0.33953080
       15.960000     0.018209045      0.13386620       15.994455       15.938883      0.34865786
       16.170000     0.014658665      0.13249961       16.206402       16.148605      0.35790684
       16.380000     0.011115432      0.13112687       16.418408       16.358327      0.36727781
       16.590000  7.5809477E-003      0.12974838       16.630473       16.568050      0.37677083
       16.800000  4.0568063E-003      0.12836455       16.842599       16.777772      0.38638598
       17.010000  5.4457817E-004      0.12697577       17.054785       16.987494      0.39612333
       17.220000 -2.9541860E-003      0.12558243       17.267034       17.197216      0.40598296
       17.430000 -6.4379592E-003      0.12418494       17.479345       17.406938      0.41596493
       17.640000 -9.9052395E-003      0.12278369       17.691719       17.616660      0.42606935
       17.850000    -0.013354556      0.12137907       17.904158       17.826382      0.43629628
       18.060000    -0.016784466      0.11997148       18.116662       18.036105      0.44664582
       18.270000    -0.020193561      0.11856131       18.329232       18.245827      0.45711807
       18.480000    -0.023580468      0.11714896       18.541868       18.455549      0.46771311
       18.690000    -0.026943856      0.11573482       18.754571       18.665271      0.47843105
       18.900000    -0.030282430      0.11431927       18.967343       18.874993      0.48927198
       19.110000    -0.033594946      0.11290269       19.180184       19.084715      0.50023603
       19.320000    -0.036880205      0.11148547       19.393094       19.294437      0.51132329
       19.530000    -0.040137061      0.11006798       19.606075       19.504160      0.52253389
       19.740000    -0.043364419      0.10865061       19.819128       19.713882      0.53386794
       19.950000    -0.046561253      0.10723371       20.032252       19.923604      0.54532557
       20.160000    -0.049726582      0.10581767       20.245450       20.133326      0.55690691
       20.370000    -0.052859505      0.10440283       20.458721       20.343048      0.56861210
       20.580000    -0.055959187      0.10298956       20.672067       20.552770      0.58044126
       20.790000    -0.059024862      0.10157820       20.885488       20.762492      0.59239456
       21.000000    -0.062055848      0.10016909       21.098986       20.972215      0.60447213
