Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20130155294_Example01P.zmx
Title:	US 2013/0155294 Example 1 (Sony DT 18-135mm F3.5-5.6 SAM)
Date:	11/7/2025 5:13:32 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.19713023     0.072529724     0.061383561      0.32795196
      0.94666667      0.24370107     0.081893543     0.067360066      0.32656798
       1.8933333      0.34557315      0.10387401     0.081775110      0.32210807
       2.8400000      0.46325268      0.13008245     0.099722363      0.31405211
       3.7866667      0.58182882      0.15655375      0.11965055      0.30264260
       4.7333333      0.69507833      0.18143810      0.14178739      0.28972443
       5.6800000      0.79881958      0.20158972      0.16435701      0.27839369
       6.6266667      0.88846813      0.21040385      0.18106009      0.27098843
       7.5733333      0.95841622      0.19923819      0.18257754      0.26750905
       8.5200000       1.0027648      0.16349598      0.16214238      0.26755982
       9.4666667       1.0159776      0.11006554      0.12370648      0.27268901
       10.413333      0.99311684     0.070272362      0.10580780      0.28546701
       11.360000      0.93803595      0.15262328      0.19319286      0.32306974
       12.306667      0.86943606      0.29746844      0.31380643      0.40439259
       13.253333      0.87544235      0.52915965      0.44511321      0.62978867
       14.200000       2.5457586       2.6649529       2.3296131       2.3388222
