Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\WO2017-138250_Example02P.zmx
Title:	WO 2017/138250 Example 2 (Sony Planar T* FE 50mm F1.4 ZA)
Date:	11/7/2025 5:16:33 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.66583368      0.51588802      0.21917586       1.0078814
       1.4420000      0.69235924      0.55985078      0.26814169       1.0021342
       2.8840000      0.76614071      0.67809860      0.37669296      0.98227453
       4.3260000      0.87747159      0.85324672      0.50711100      0.94176324
       5.7680000       1.0250997       1.0885030      0.65430775      0.87371312
       7.2100000       1.2212309       1.4067012      0.83096335      0.77631315
       8.6520000       1.4889409       1.8405677       1.0578905      0.66185693
       10.094000       1.8575079       2.4270306       1.3578223      0.57678357
       11.536000       2.3642217       3.2138858       1.7568863      0.62387344
       12.978000       3.0702793       4.2834617       2.2988677      0.89252361
       14.420000       4.0967914       5.8004262       3.0752685       1.4143373
       15.862000       5.6960182       8.1076880       4.2794071       2.2927131
       17.304000       8.4118089       11.949657       6.3156698       3.8094263
       18.746000       13.530279       19.109782       10.078310       6.6109508
       20.188000       24.685626       34.675639       17.843372       12.311794
       21.630000       55.552193       77.494843       36.782953       25.768420
