Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\WO2014-061226_Example01P.zmx
Title:	WO 2014/061226 Example 1 (Nikon 1 Nikkor 32mm f/1.2)
Date:	11/7/2025 5:16:26 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.96146291       1.4643133      0.76200681      0.21992012
      0.54600000      0.95560091       1.4541183      0.75314265      0.23833420
       1.0920000      0.94116997       1.4257320      0.73018325      0.29605351
       1.6380000      0.92763054       1.3858085      0.70455466      0.39601685
       2.1840000      0.93004062       1.3454442      0.69585062      0.53737954
       2.7300000      0.96585336       1.3194772      0.72784916      0.71657372
       3.2760000       1.0485882       1.3241347      0.81722737      0.92891689
       3.8220000       1.1823853       1.3727843      0.96474124       1.1692989
       4.3680000       1.3626069       1.4720330       1.1597397       1.4325794
       4.9140000       1.5811575       1.6219085       1.3897717       1.7141194
       5.4600000       1.8318934       1.8209593       1.6461715       2.0106467
       6.0060000       2.1146385       2.0735142       1.9266594       2.3216160
       6.5520000       2.4387069       2.3964466       2.2377719       2.6512384
       7.0980000       2.8265492       2.8240361       2.5980622       3.0112925
       7.6440000       3.3169098       3.4095009       3.0414673       3.4245863
       8.1900000       3.9659461       4.2223932       3.6191841       3.9284080
