Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20190265504_Example01P.zmx
Title:	US 2019/0265504 Example 1 (Fujifilm Fujinon XF200mm F2 R LM OIS WR)
Date:	11/7/2025 5:54:08 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000     0.080509740     0.080509740      0.00000000      0.00000000      0.00000000
     0.044947678     0.080496881     0.080499342      0.15212897      0.15212897 -3.2519128E-006
     0.089895356     0.080459514     0.080468162      0.30425924      0.30425813  3.6358524E-004
      0.13484303     0.080397703     0.080416237      0.45639211      0.45638766  9.7492277E-004
      0.17979071     0.080311558     0.080343632      0.60852890      0.60851776  1.8306740E-003
      0.22473839     0.080201231     0.080250438      0.76067090      0.76064860  2.9307174E-003
      0.26968607     0.080066915     0.080136769      0.91281941      0.91278039  4.2748964E-003
      0.31463374     0.079908847     0.080002767       1.0649757       1.0649133  5.8630191E-003
      0.35958142     0.079727308     0.079848600       1.2171412       1.2170475  7.6948583E-003
      0.40452910     0.079522618     0.079674460       1.3693170       1.3691832  9.7701506E-003
      0.44947678     0.079295141     0.079480567       1.5215045       1.5213206     0.012088596
      0.49442446     0.079045284     0.079267165       1.6737050       1.6734599     0.014649860
      0.53937213     0.078773492     0.079034525       1.8259198       1.8256012     0.017453555
      0.58431981     0.078480255     0.078782944       1.9781502       1.9777448     0.020499295
      0.62926749     0.078166101     0.078512745       2.1303974       2.1298908     0.023786618
      0.67421517     0.077831599     0.078224277       2.2826628       2.2820394     0.027315035
      0.71916284     0.077477360     0.077917915       2.4349475       2.4341909     0.031084018
      0.76411052     0.077104031     0.077594062       2.5872530       2.5863453     0.035092997
      0.80905820     0.076712300     0.077253144       2.7395803       2.7385030     0.039341363
      0.85400588     0.076302893     0.076895617       2.8919309       2.8906639     0.043828462
      0.89895356     0.075876573     0.076521962       3.0443059       3.0428285     0.048553599
      0.94390123     0.075434141     0.076132687       3.1967066       3.1949968     0.053516032
      0.98884891     0.074976433     0.075728326       3.3491343       3.3471690     0.058714975
       1.0337966     0.074504322     0.075309440       3.5015902       3.4993454     0.064149597
       1.0787443     0.074018712     0.074876618       3.6540755       3.6515261     0.069819015
       1.1236919     0.073520545     0.074430475       3.8065915       3.8037112     0.075722301
       1.1686396     0.073010792     0.073971654       3.9591393       3.9559011     0.081858472
       1.2135873     0.072490456     0.073500825       4.1117202       4.1080958     0.088226497
       1.2585350     0.071960570     0.073018685       4.2643354       4.2602955     0.094825288
       1.3034827     0.071422198     0.072525959       4.4169860       4.4125006      0.10165370
       1.3484303     0.070876427     0.072023400       4.5696733       4.5647110      0.10871054
       1.3933780     0.070324374     0.071511787       4.7223985       4.7169271      0.11599455
       1.4383257     0.069767178     0.070991929       4.8751626       4.8691490      0.12350440
       1.4832734     0.069206000     0.070464662       5.0279668       5.0213769      0.13123871
       1.5282210     0.068642023     0.069930851       5.1808124       5.1736109      0.13919604
       1.5731687     0.068076448     0.069391386       5.3337003       5.3258514      0.14737487
       1.6181164     0.067510491     0.068847190       5.4866318       5.4780984      0.15577361
       1.6630641     0.066945383     0.068299211       5.6396079       5.6303521      0.16439060
       1.7080118     0.066382368     0.067748427       5.7926297       5.7826128      0.17322412
       1.7529594     0.065822696     0.067195844       5.9456982       5.9348806      0.18227234
       1.7979071     0.065267624     0.066642497       6.0988146       6.0871557      0.19153338
       1.8428548     0.064718413     0.066089449       6.2519799       6.2394383      0.20100526
       1.8878025     0.064176321     0.065537794       6.4051951       6.3917286      0.21068591
       1.9327501     0.063642604     0.064988652       6.5584612       6.5440268      0.22057318
       1.9776978     0.063118509     0.064443173       6.7117791       6.6963330      0.23066482
       2.0226455     0.062605272     0.063902538       6.8651499       6.8486475      0.24095849
       2.0675932     0.062104111     0.063367953       7.0185745       7.0009705      0.25145173
       2.1125409     0.061616224     0.062840657       7.1720538       7.1533020      0.26214199
       2.1574885     0.061142782     0.062321915       7.3255888       7.3056424      0.27302661
       2.2024362     0.060684925     0.061813022       7.4791802       7.4579918      0.28410280
       2.2473839     0.060243756     0.061315303       7.6328289       7.6103504      0.29536767
       2.2923316     0.059820334     0.060830109       7.7865358       7.7627183      0.30681818
       2.3372792     0.059415666     0.060358822       7.9403016       7.9150959      0.31845120
       2.3822269     0.059030705     0.059902851       8.0941271       8.0674832      0.33026342
       2.4271746     0.058666336     0.059463635       8.2480131       8.2198804      0.34225141
       2.4721223     0.058323372     0.059042639       8.4019601       8.3722878      0.35441160
       2.5170700     0.058002544     0.058641357       8.5559690       8.5247055      0.36674025
       2.5620176     0.057704489     0.058261311       8.7100403       8.6771337      0.37923346
       2.6069653     0.057429746     0.057904048       8.8641745       8.8295726      0.39188719
       2.6519130     0.057178739     0.057571144       9.0183724       8.9820224      0.40469718
       2.6968607     0.056951768     0.057264199       9.1726342       9.1344833      0.41765902
