Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2003-005030_Example06_Tale78.zmx
Title:	Nikon AI Nikkor 45mm f/2.8P (JP 2003-005030 Example 6)
Date:	11/7/2025 4:48:07 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.5458623       2.1591448       1.3435168      0.83793019
       1.4400000       1.5596492       2.1742178       1.3576027      0.85102785
       2.8800000       1.5985846       2.2165237       1.3975214      0.88836088
       4.3200000       1.6555566       2.2775657       1.4564109      0.94412477
       5.7600000       1.7192526       2.3439489       1.5233456       1.0089589
       7.2000000       1.7749862       2.3984563       1.5841035       1.0705794
       8.6400000       1.8059765       2.4215815       1.6223343       1.1149203
       10.080000       1.7954382       2.3938811       1.6214338       1.1281440
       11.520000       1.7304863       2.3001822       1.5679951       1.1005925
       12.960000       1.6107658       2.1385570       1.4594156       1.0358818
       14.400000       1.4697847       1.9420379       1.3231476      0.97300317
       15.840000       1.4196499       1.8266587       1.2601553       1.0210746
       17.280000       1.6616249       2.0248899       1.4641350       1.3231802
       18.720000       2.3240676       2.7285181       2.0634615       1.9285911
       20.160000       3.3986327       3.9491210       3.0454059       2.8244758
       21.600000       4.8823746       5.6746170       4.4004875       4.0214957
