Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003850509_Example01P.zmx
Title:	US 3,850,509 Example 1 (Olympus 16mm f3.5 Zuiko Auto-Fisheye)
Date:	11/7/2025 4:57:09 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in degrees.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.83641852      0.97868895      0.86542309      0.62609796
       6.3840000      0.82042259      0.95287885      0.85065799      0.61553196
       12.768000      0.77082765      0.87469499      0.80323864      0.58079531
       19.152000      0.68779735      0.75048756      0.71652687      0.51501538
       25.536000      0.59515855      0.63533827      0.59231573      0.41764523
       31.920000      0.59302326      0.71382685      0.48341312      0.33460180
       38.304000      0.82381354       1.1259742      0.56526627      0.42475101
       44.688000       1.2805592       1.7913691      0.91933329      0.73326191
       51.072000       1.8833605       2.6203525       1.4355100       1.1622651
       57.456000       2.5562672       3.5321461       2.0193234       1.6395700
       63.840000       3.2093115       4.4222244       2.5796449       2.0896513
       70.224000       3.7265523       5.1500807       3.0035130       2.4155015
       76.608000       3.9680147       5.5389274       3.1531807       2.4989601
       82.992000       3.7901095       5.3869819       2.8801560       2.2187354
       89.376000       3.1226753       4.5008128       2.0889732       1.5438682
       95.760000       2.3685339       2.8327483       1.3230201       1.3356932
