Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\CN209606699_Example01P.zmx
Title:	CN 209606699 U Example 1 (Viltrox MF 20mm F1.8 FE)
Date:	11/7/2025 3:43:02 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------
      0.00000000    -0.043548673  4.7332032E-003     0.051089628
     0.010000000    -0.043546813  4.7292204E-003     0.051083869
     0.020000000    -0.043539384  4.7132764E-003     0.051060821
     0.030000000    -0.043527045  4.6866567E-003     0.051022361
     0.040000000    -0.043509860  4.6492921E-003     0.050968419
     0.050000000    -0.043487918  4.6010854E-003     0.050898895
     0.060000000    -0.043461336  4.5419115E-003     0.050813663
     0.070000000    -0.043430254  4.4716173E-003     0.050712566
     0.080000000    -0.043394841  4.3900215E-003     0.050595421
     0.090000000    -0.043355289  4.2969145E-003     0.050462014
      0.10000000    -0.043311821  4.1920580E-003     0.050312104
      0.11000000    -0.043264682  4.0751850E-003     0.050145420
      0.12000000    -0.043214148  3.9459994E-003     0.049961660
      0.13000000    -0.043160519  3.8041760E-003     0.049760495
      0.14000000    -0.043104127  3.6493596E-003     0.049541563
      0.15000000    -0.043045328  3.4811654E-003     0.049304476
      0.16000000    -0.042984510  3.2991778E-003     0.049048811
      0.17000000    -0.042922087  3.1029510E-003     0.048774117
      0.18000000    -0.042858505  2.8920074E-003     0.048479910
      0.19000000    -0.042794240  2.6658382E-003     0.048165674
      0.20000000    -0.042729797  2.4239022E-003     0.047830863
      0.21000000    -0.042665715  2.1656255E-003     0.047474894
      0.22000000    -0.042602563  1.8904010E-003     0.047097155
      0.23000000    -0.042540943  1.5975877E-003     0.046696998
      0.24000000    -0.042481492  1.2865100E-003     0.046273741
      0.25000000    -0.042424880  9.5645713E-004     0.045826666
      0.26000000    -0.042371813  6.0668244E-004     0.045355021
      0.27000000    -0.042323033  2.3640251E-004     0.044858017
      0.28000000    -0.042279319 -1.5520358E-004     0.044334826
      0.29000000    -0.042241489 -5.6899508E-004     0.043784584
      0.30000000    -0.042210400 -1.0058705E-003     0.043206388
      0.31000000    -0.042186947 -1.4667685E-003     0.042599295
      0.32000000    -0.042172071 -1.9526689E-003     0.041962322
      0.33000000    -0.042166753 -2.4645938E-003     0.041294445
      0.34000000    -0.042172019 -3.0036084E-003     0.040594595
      0.35000000    -0.042188941 -3.5708226E-003     0.039861664
      0.36000000    -0.042218639 -4.1673917E-003     0.039094496
      0.37000000    -0.042262280 -4.7945179E-003     0.038291891
      0.38000000    -0.042321084 -5.4534515E-003     0.037452602
      0.39000000    -0.042396320 -6.1454925E-003     0.036575334
      0.40000000    -0.042489315 -6.8719916E-003     0.035658743
      0.41000000    -0.042601448 -7.6343522E-003     0.034701436
      0.42000000    -0.042734161 -8.4340313E-003     0.033701966
      0.43000000    -0.042888952 -9.2725419E-003     0.032658834
      0.44000000    -0.043067384    -0.010151454     0.031570486
      0.45000000    -0.043271084    -0.011072397     0.030435314
      0.46000000    -0.043501748    -0.012037060     0.029251649
      0.47000000    -0.043761141    -0.013047197     0.028017766
      0.48000000    -0.044051100    -0.014104625     0.026731876
      0.49000000    -0.044373540    -0.015211228     0.025392131
      0.50000000    -0.044730453    -0.016368959     0.023996616
      0.51000000    -0.045123916    -0.017579842     0.022543354
      0.52000000    -0.045556089    -0.018845977     0.021030293
      0.53000000    -0.046029223    -0.020169537     0.019455315
      0.54000000    -0.046545660    -0.021552772     0.017816233
      0.55000000    -0.047107841    -0.022998017     0.016110783
      0.56000000    -0.047718307    -0.024507687     0.014336626
      0.57000000    -0.048379706    -0.026084286     0.012491345
      0.58000000    -0.049094794    -0.027730404     0.010572443
      0.59000000    -0.049866443    -0.029448727  8.5773398E-003
      0.60000000    -0.050697646    -0.031242033  6.5033730E-003
      0.61000000    -0.051591521    -0.033113199  4.3477923E-003
      0.62000000    -0.052551316    -0.035065204  2.1077592E-003
      0.63000000    -0.053580417    -0.037101128 -2.1965360E-004
      0.64000000    -0.054682355    -0.039224168 -2.6374744E-003
      0.65000000    -0.055860810    -0.041437623 -5.1488181E-003
      0.66000000    -0.057119618    -0.043744910 -7.7569001E-003
      0.67000000    -0.058462779    -0.046149567    -0.010465035
      0.68000000    -0.059894469    -0.048655246    -0.013276636
      0.69000000    -0.061419040    -0.051265739    -0.016195229
      0.70000000    -0.063041036    -0.053984957    -0.019224437
      0.71000000    -0.064765198    -0.056816948    -0.022367993
      0.72000000    -0.066596475    -0.059765896    -0.025629737
      0.73000000    -0.068540034    -0.062836128    -0.029013621
      0.74000000    -0.070601272    -0.066032114    -0.032523708
      0.75000000    -0.072785823    -0.069358476    -0.036164171
      0.76000000    -0.075099578    -0.072819986    -0.039939297
      0.77000000    -0.077548688    -0.076421574    -0.043853487
      0.78000000    -0.080139587    -0.080168329    -0.047911251
      0.79000000    -0.082879000    -0.084065504    -0.052117212
      0.80000000    -0.085773959    -0.088118520    -0.056476106
      0.81000000    -0.088831824    -0.092332966    -0.060992772
      0.82000000    -0.092060295    -0.096714605    -0.065672157
      0.83000000    -0.095467430     -0.10126937    -0.070519311
      0.84000000    -0.099061671     -0.10600339    -0.075539377
      0.85000000     -0.10285186     -0.11092295    -0.080737592
      0.86000000     -0.10684725     -0.11603452    -0.086119273
      0.87000000     -0.11105757     -0.12134476    -0.091689816
      0.88000000     -0.11549299     -0.12686051    -0.097454676
      0.89000000     -0.12016421     -0.13258878     -0.10341936
      0.90000000     -0.12508242     -0.13853676     -0.10958942
      0.91000000     -0.13025942     -0.14471182     -0.11597042
      0.92000000     -0.13570756     -0.15112148     -0.12256792
      0.93000000     -0.14143987     -0.15777344     -0.12938745
      0.94000000     -0.14747002     -0.16467556     -0.13643451
      0.95000000     -0.15381241     -0.17183581     -0.14371451
      0.96000000     -0.16048220     -0.17926232     -0.15123270
      0.97000000     -0.16749538     -0.18696333     -0.15899422
      0.98000000     -0.17486881     -0.19494718     -0.16700398
      0.99000000     -0.18262029     -0.20322226     -0.17526661
       1.0000000       68.848086       70.646930       71.413494
