Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20180246292_Example01P.zmx
Title:	US 2018/0246292 Example 1 (Fujifilm Fujinon XF80mm F2.8 R LM OIS WR Macro)
Date:	11/7/2025 5:15:07 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.20905666      0.18840297     0.093745936      0.29466944
      0.94666667      0.21393980      0.18935048     0.096706263      0.29332414
       1.8933333      0.22853464      0.19462508      0.10719366      0.28956208
       2.8400000      0.25239768      0.21051962      0.12844707      0.28371932
       3.7866667      0.28431317      0.24376334      0.16262399      0.27486851
       4.7333333      0.32325894      0.29758077      0.21104237      0.26102155
       5.6800000      0.36792818      0.36437998      0.26996278      0.24710935
       6.6266667      0.39350709      0.38586162      0.28677524      0.25594406
       7.5733333      0.67158729      0.66225117      0.53430408      0.62484159
       8.5200000       2.4789682       2.7318433       2.3191911       2.2591772
       9.4666667       6.6320364       7.4644745       6.3461368       5.8881402
       10.413333       13.784407       15.627252       13.258068       12.108298
       11.360000       24.317218       27.675820       23.415191       21.242005
       12.306667       38.196414       43.582481       36.768894       33.241748
       13.253333       55.478965       63.398458       53.367261       48.149577
       14.200000       76.774997       87.806247       73.796277       66.491396
