Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP1982-108817_Example01P.zmx
Title:	JP 1982-108817 Example 1 (Konica Minolta Hexanon 50mm F1.8)
Date:	11/7/2025 3:44:18 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------
      0.00000000    -0.073065452 -3.1009490E-004     0.063370150
     0.010000000    -0.073081105 -3.3151696E-004     0.063346842
     0.020000000    -0.073143677 -4.1716657E-004     0.063253651
     0.030000000    -0.073247820 -5.5977853E-004     0.063098467
     0.040000000    -0.073393320 -7.5914669E-004     0.062881497
     0.050000000    -0.073579878 -1.0149824E-003     0.062603025
     0.060000000    -0.073807107 -1.3269143E-003     0.062263421
     0.070000000    -0.074074536 -1.6944888E-003     0.061863134
     0.080000000    -0.074381607 -2.1171684E-003     0.061402698
     0.090000000    -0.074727676 -2.5943332E-003     0.060882726
      0.10000000    -0.075112010 -3.1252803E-003     0.060303917
      0.11000000    -0.075533794 -3.7092230E-003     0.059667050
      0.12000000    -0.075992122 -4.3452911E-003     0.058972988
      0.13000000    -0.076486003 -5.0325306E-003     0.058222677
      0.14000000    -0.077014356 -5.7699030E-003     0.057417147
      0.15000000    -0.077576014 -6.5562858E-003     0.056557511
      0.16000000    -0.078169722 -7.3904712E-003     0.055644967
      0.17000000    -0.078794134 -8.2711668E-003     0.054680796
      0.18000000    -0.079447816 -9.1969942E-003     0.053666364
      0.19000000    -0.080129246    -0.010166489     0.052603124
      0.20000000    -0.080836810    -0.011178102     0.051492612
      0.21000000    -0.081568802    -0.012230196     0.050336451
      0.22000000    -0.082323430    -0.013321045     0.049136351
      0.23000000    -0.083098805    -0.014448840     0.047894107
      0.24000000    -0.083892948    -0.015611679     0.046611603
      0.25000000    -0.084703788    -0.016807574     0.045290809
      0.26000000    -0.085529160    -0.018034449     0.043933785
      0.27000000    -0.086366805    -0.019290136     0.042542678
      0.28000000    -0.087214369    -0.020572377     0.041119725
      0.29000000    -0.088069402    -0.021878826     0.039667254
      0.30000000    -0.088929361    -0.023207044     0.038187679
      0.31000000    -0.089791603    -0.024554499     0.036683510
      0.32000000    -0.090653389    -0.025918569     0.035157344
      0.33000000    -0.091511884    -0.027296538     0.033611873
      0.34000000    -0.092364150    -0.028685598     0.032049878
      0.35000000    -0.093207153    -0.030082845     0.030474236
      0.36000000    -0.094037758    -0.031485281     0.028887915
      0.37000000    -0.094852729    -0.032889814     0.027293977
      0.38000000    -0.095648727    -0.034293257     0.025695581
      0.39000000    -0.096422313    -0.035692325     0.024095977
      0.40000000    -0.097169943    -0.037083638     0.022498512
      0.41000000    -0.097887970    -0.038463717     0.020906629
      0.42000000    -0.098572644    -0.039828990     0.019323865
      0.43000000    -0.099220107    -0.041175782     0.017753856
      0.44000000    -0.099826399    -0.042500323     0.016200332
      0.45000000     -0.10038745    -0.043798743     0.014667122
      0.46000000     -0.10089908    -0.045067078     0.013158148
      0.47000000     -0.10135702    -0.046301259     0.011677433
      0.48000000     -0.10175687    -0.047497122     0.010229095
      0.49000000     -0.10209414    -0.048650402  8.8173505E-003
      0.50000000     -0.10236421    -0.049756739  7.4465105E-003
      0.51000000     -0.10256238    -0.050811669  6.1209836E-003
      0.52000000     -0.10268382    -0.051810635  4.8452740E-003
      0.53000000     -0.10272359    -0.052748981  3.6239810E-003
      0.54000000     -0.10267666    -0.053621952  2.4617986E-003
      0.55000000     -0.10253788    -0.054424699  1.3635156E-003
      0.56000000     -0.10230199    -0.055152278  3.3400977E-004
      0.57000000     -0.10196363    -0.055799650 -6.2174693E-004
      0.58000000     -0.10151733    -0.056361685 -1.4986939E-003
      0.59000000     -0.10095751    -0.056833160 -2.2916831E-003
      0.60000000     -0.10027850    -0.057208767 -2.9954809E-003
      0.61000000    -0.099474501    -0.057483107 -3.6047710E-003
      0.62000000    -0.098539645    -0.057650702 -4.1141568E-003
      0.63000000    -0.097467945    -0.057705990 -4.5181652E-003
      0.64000000    -0.096253326    -0.057643334 -4.8112499E-003
      0.65000000    -0.094889618    -0.057457022 -4.9877960E-003
      0.66000000    -0.093370561    -0.057141277 -5.0421243E-003
      0.67000000    -0.091689811    -0.056690254 -4.9684970E-003
      0.68000000    -0.089840941    -0.056098054 -4.7611238E-003
      0.69000000    -0.087817450    -0.055358725 -4.4141681E-003
      0.70000000    -0.085612765    -0.054466271 -3.9217551E-003
      0.71000000    -0.083220252    -0.053414661 -3.2779798E-003
      0.72000000    -0.080633217    -0.052197835 -2.4769165E-003
      0.73000000    -0.077844922    -0.050809718 -1.5126292E-003
      0.74000000    -0.074848587    -0.049244228 -3.7918310E-004
      0.75000000    -0.071637405    -0.047495290  9.2934236E-004
      0.76000000    -0.068204554    -0.045556849  2.4188395E-003
      0.77000000    -0.064543206    -0.043422886  4.0951565E-003
      0.78000000    -0.060646545    -0.041087434  5.9640799E-003
      0.79000000    -0.056507781    -0.038544598  8.0313151E-003
      0.80000000    -0.052120170    -0.035788574     0.010302465
      0.81000000    -0.047477033    -0.032813674     0.012783007
      0.82000000    -0.042571776    -0.029614352     0.015478265
      0.83000000    -0.037397919    -0.026185228     0.018393382
      0.84000000    -0.031949121    -0.022521124     0.021533287
      0.85000000    -0.026219208    -0.018617096     0.024902662
      0.86000000    -0.020202210    -0.014468472     0.028505900
      0.87000000    -0.013892398    -0.010070897     0.032347061
      0.88000000 -7.2843231E-003 -5.4203729E-003     0.036429831
      0.89000000 -3.7286338E-004 -5.1331780E-004     0.040757461
      0.90000000  6.8467257E-003  4.6533827E-003     0.045332715
      0.91000000     0.014378755     0.010082311     0.050157801
      0.92000000     0.022227042     0.015775448     0.055234307
      0.93000000     0.030394839     0.021734099     0.060563116
      0.94000000     0.038884758     0.027958806     0.066144324
      0.95000000     0.047698692     0.034449256     0.071977144
      0.96000000     0.056837715     0.041204179     0.078059801
      0.97000000     0.066301985     0.048221234     0.084389416
      0.98000000     0.076090627     0.055496884     0.090961878
      0.99000000     0.086201620     0.063026259     0.097771708
       1.0000000     0.096631614     0.070802982      0.10481188
