file,n_rows
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note05Fig2_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note06Fig1_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note07Fig1_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note10Fig1_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note11-Fig1_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note12Fig1_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note14-Fig1_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note16-Fig1b_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note16-Fig1_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note17-Fig1_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note19-Fig1_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note20-Fig1_LensData.csv,23
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note21-Fig1_LensData.csv,9
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note23-Fig1_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note24-Fig2_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note24-Fig3_LensData.csv,11
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note24-Fig4_LensData.csv,10
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note26-Fig1_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note27-Fig1_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note28-Fig1_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note30-Fig1_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note31-Fig1_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note32-Fig1_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note32-Fig2_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note33-Fig1_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note34-Fig1_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note36-Fig1_LensData.csv,11
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note37-Fig1_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note38-Fig1_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note38-Fig2_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note38-Fig3_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note40-Fig1_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note41-Fig1_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note43-Fig1_LensData.csv,10
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note44-Fig1_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note45-Fig1_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note48-Fig1_LensData.csv,10
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note50-Fig1_LensData.csv,11
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note53-Fig1_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note57-Fig1_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note59-Fig1_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Note60-Fig1_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Samy&Gao-1(220deg)_LensData.csv,25
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\Samy&Gao-2(220deg)_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US00252682-1_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002645973_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002645974_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002645975_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002681594_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002720140_Example03P_LensData.csv,11
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002721499_Example02_Tale01_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002724994_Example02P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002779239_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002838978_Example01P_LensData.csv,10
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002854890_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002896506_Example01_Tale03_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US002995980_Example01P_LensData.csv,11
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003037426_Example01P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003038380_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003108152_Example02P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003376091_Example01P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003410632_Example02P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003459468_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003467462_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003490825_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003502393_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003502394_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003506336_Example01P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003506339_Example01P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003507558_Example01P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003515462_Example01P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003524697_Example01P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003524697_Example01_Tale06_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003536379_Example01P_LensData.csv,7
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003545845_Example01P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003549241_Example02P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003552833_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003560079_Example01_Tale44_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003576360_Example01_Tale27_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003584935_Example01P_LensData.csv,28
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003589798_Example02P_LensData.csv,24
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003615126_Example01P_LensData.csv,10
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003622227_Example01_Tale14_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003649104_Example03P_LensData.csv,11
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003663095_Example02P_LensData.csv,32
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003731989_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003736049_Example01P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003738736_Example03P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003740120_Example03P_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003743384_Example01P_LensData.csv,35
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003748022_Example01P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003749478_Example02P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003774991_Example03P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003804494_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003817603_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003819253_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003827781_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003830559_Example01P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003838911_Example01P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003844640_Example01P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003848972_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003850509_Example01P_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003862794_Example02P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003864027_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003874770_Example01_Tale38_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003874771_Example05P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003883229_Example02P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003884556_Example03P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003884556_Example04P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003884557_Example01P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003915558_Example08P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003936153_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003938883_Example01P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003973832_Example02P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003975089_Example01P_LensData.csv,24
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003992085_Example01P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003994576_Example01P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US003997247_Example11P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004029397_Example02P_LensData.csv,25
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004045128_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004046459_Example02P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004057330_Example02P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004062630_Example05_Tale30_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004063802_Example01P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004094588_Example01P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004099843_Example06P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004099850_Example05P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004123144_Example08P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004124276_Example03P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004143944_Example01P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004147410_Example01P_LensData.csv,27
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004154508_Example02MLP_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004154508_Example02P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004154508_Example11_Tale73_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004154509_Example01P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004170403_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004176913_Example02_Tale31_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004192577_Example01P_LensData.csv,25
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004206971_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004206971_ExampleMLP_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004210388_Example01P_LensData.csv,23
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004214816_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004234242_Example03_Tale60_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004241983_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004251133_Example03P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004260223_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004266860_Example02P_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004277149_Example07P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004289385_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004293197_Example01P_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004303312_Example01P_LensData.csv,30
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004303314_Example01_Tale80_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004303314_Example03_Tale76_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004324458_Example03P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004333714_Example01P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004338001_Example02_Tale10_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004392724_Example01P_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004396256_Example01P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004435049_Example05P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004437734_Example01_Tale69_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004447137_Example02P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004448497_Example01P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004457596_Example01_Tale33_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004477153_Example01P_LensData.csv,25
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004487485_Example01P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004493536_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004514051_Example01P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004514051_ExampleML01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004514051_ExampleML02P_LensData.csv,14
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004545654_Example05P_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004550987_Example01P_LensData.csv,15
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004560253_Example02P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004568150_Example04P_LensData.csv,28
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004621909_Example03_Tale16_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004660940_Example03P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004666260_Example01P_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004673258_Example01P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004690513_Example04P_LensData.csv,32
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004690517_Example01P_LensData.csv,24
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004708445_Example06P_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004728179_ExampleMLP_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004732459_Example04P_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004764000_Example08P_LensData.csv,19
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004770509_Example04P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004770516_Example05P_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004792215_Example03P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004792219_Example03P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004793698_Example01P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004806003_Example02P_LensData.csv,21
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004826301_Example04P_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004904070_Example01P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004908639_Example02_Tale32_LensData.csv,16
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004923292_Example02P_LensData.csv,18
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004934797_Example03P_LensData.csv,24
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004948236_Example03P_LensData.csv,10
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US004986643_Example05_Tale72_LensData.csv,20
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005000550_Example01P_LensData.csv,30
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005144488_Example01P_LensData.csv,30
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005161060_Example01P_LensData.csv,17
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005233474_Example01P_LensData.csv,13
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005249079_Example01P_LensData.csv,29
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005257137_Example01P_LensData.csv,22
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005267086_Example01P_LensData.csv,12
C:\Users\Ruth\Documents\GitHub\2.156-Lens-Project\Prime Lenses + Data\LensDataExports\US005325234_Example03P_LensData.csv,20
