Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003994576_Example01P.zmx
Title:	US 3,994,576 Example 1 (Zeiss Sonnar 40mm F2.8 Rollei)
Date:	11/7/2025 4:57:36 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.64848595      0.75160932      0.62186117      0.55675328
       1.4400000      0.67967346      0.78725464      0.65135314      0.58315749
       2.8800000      0.76770246      0.88811488      0.73480217      0.65786954
       4.3200000      0.89913986       1.0392487      0.85984620      0.76982166
       5.7600000       1.0573723       1.2218299       1.0109089      0.90506835
       7.2000000       1.2246179       1.4154073       1.1710696       1.0484605
       8.6400000       1.3825877       1.5987690       1.3227781       1.1842853
       10.080000       1.5130881       1.7507122       1.4484918       1.2968370
       11.520000       1.5983355       1.8504348       1.5309996       1.3707063
       12.960000       1.6204181       1.8769353       1.5529254       1.3903366
       14.400000       1.5608062       1.8085040       1.4963072       1.3396462
       15.840000       1.4094615       1.6333840       1.3514177       1.2099264
       17.280000       1.2419544       1.4390684       1.1906462       1.0659874
       18.720000       1.5239492       1.7638777       1.4593846       1.3065893
       20.160000       2.9563147       3.4167894       2.8269589       2.5309807
       21.600000       5.9669739       6.8867985       5.6979503       5.1013839
