Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US004770509_Example04P.zmx
Title:	US 4,770,509 Example 4 (Nikon AF Zoom-Nikkor 35-70mm f/3.3-4.5)
Date:	11/7/2025 5:00:08 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.6279382       1.9264208       1.6562754       1.2231938
       1.4400000       1.6402639       1.9451073       1.6656435       1.2298113
       2.8800000       1.6750530       1.9984569       1.6917939       1.2479536
       4.3200000       1.7258704       2.0785216       1.7288959       1.2725114
       5.7600000       1.7823904       2.1725822       1.7673508       1.2950713
       7.2000000       1.8309393       2.2637601       1.7940467       1.3041727
       8.6400000       1.8553157       2.3317812       1.7928842       1.2859109
       10.080000       1.8382807       2.3541748       1.7458947       1.2253733
       11.520000       1.7648713       2.3087197       1.6359069       1.1105488
       12.960000       1.6309707       2.1794141       1.4541013      0.94524258
       14.400000       1.4676207       1.9731071       1.2255364      0.79718348
       15.840000       1.4007679       1.7680826       1.0933764      0.89378820
       17.280000       1.6786714       1.8096494       1.3788236       1.4199114
       18.720000       2.4517710       2.4247178       2.2027251       2.3143752
       20.160000       3.6927914       3.6779818       3.4697634       3.5370515
       21.600000       5.3768607       5.5030416       5.1484090       5.1017905
