Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,7239458.233416611,130819.68004041509,nan,12861.682062363132,0,,,,,,,,
1,Standard,,106.149,9.0,"1.49,70.2",33.795,0,,,,,,,,
2,Standard,,-290.997,0.5,"1.49,70.2",33.46,0,,,,,,,,
3,Standard,,51.2440000000001,9.5,"1.50,81.5",29.665,0,,,,,,,,
4,Standard,,231.499,3.0,"1.50,81.5",28.985,0,,,,,,,,
5,Standard,,-630.036,3.5,"1.83,37.2",28.72,0,,,,,,,,
6,Standard,,93.2500000000003,2.5,"1.83,37.2",26.87,0,,,,,,,,
7,Standard,,60.0049999999999,8.0,"1.50,81.5",26.105,0,,,,,,,,
8,Standard,,-624.746000000001,0.5,"1.50,81.5",25.7,0,,,,,,,,
9,Standard,,29.265,3.2,"1.72,29.5",21.16,0,,,,,,,,
10,Standard,,24.308,12.5,"1.72,29.5",18.98,0,,,,,,,,
11,Standard,,7239458.233416611,2.28,"1.72,29.5",17.755,0,,,,,,,,
12,Standard,,-2278.322,4.5,"1.85,23.9",16.95,0,,,,,,,,
13,Standard,,-55.7869999999998,2.0,"1.85,23.9",16.575,0,,,,,,,,
14,Standard,,41.821,22.52,"1.72,50.2",14.935,0,,,,,,,,
15,Standard,,-30.566,2.5,"1.74,27.8",12.97,0,,,,,,,,
16,Standard,,196.247,8.5,"1.74,27.8",14.46,0,,,,,,,,
17,Standard,,-39.608,0.5,"1.77,49.6",16.11,0,,,,,,,,
18,Standard,,106.631,6.0,"1.83,37.2",17.745,0,,,,,,,,
19,Standard,,-195.173,54.12,"1.83,37.2",18.035,0,,,,,,,,
20,Standard,,7239458.233416611,130819.68004041509,"1.83,37.2",21.64,0,,,,,,,,
