File Name,Tan Shift,Sag Shift,Long_0.4861,Long_0.5876,Long_0.6563,Poly,RMS_0.4861,RMS_0.5876,RMS_0.6563,Rel. Ill,Effective F/#
JP2014-145954_Example01P_LensData_14.2_2.8_60,-0.013628556,-0.013628556,-0.013630628,0.0015996499,0.044605935,0.19229389,0.26224049,0.16481219,0.12246504,1.0,3.0656399
JP2015-041003_Example01MLP_LensData_21.6_1.4_50,-0.027910053,-0.027910053,-0.027917781,-0.0026311795,0.042858194,1.9347307,2.226965,2.2577306,1.0829717,1.0,1.5261105
JP2015-041012_Example01P_LensData_21.6_2.8_35,0.42524173,0.42524173,0.42524011,0.47051766,0.51465733,,,,,1.0,2.9851843
JP2015-075501_Example01P_LensData_10.8_1.8_25,0.0046911286,0.0046911286,0.0046933946,0.00026184342,0.014732226,,,,,1.0,1.9099494
JP2015-096915_Example02P_LensData_21.63_85_18,-0.084861479,-0.084861479,-0.084858876,-0.042844468,0.020149773,0.68828844,0.99638948,0.44041839,0.48421337,1.0,1.9373775
JP2015-102734_Example01MLP_LensData_21.63_2.8_300,0.25474224,0.25474224,0.25474583,-0.13725695,0.30852584,1.0407883,1.3479798,0.10448975,1.192373,1.0,4.791407
JP2015-102734_Example01TCP_LensData_NA_NA_NA,-163.72158,-163.72158,-163.72158,-165.15506,-165.79368,5.2432647,6.0598331,5.0359219,4.5159039,1.0,35.853297
JP2015-111192_Example01P_LensData_13.66_2.8_24,-0.0042266374,-0.0042266374,-0.0042221711,0.0067279482,0.041210186,0.18021677,0.10324512,0.050840685,0.29015499,1.0,3.019141
JP2015-114366_Example01P_LensData_21.6_1.4_50,-0.029139109,-0.029139109,-0.029136193,0.0003921608,0.047684422,,,,,1.0,1.529618
JP2015-161792_Example01P_LensData_14_2.8_50,0.16890411,0.16890411,0.1689,0.08651,0.09324,0.087,0.135,0.0283,0.0606,0.993933,6.226905
JP2015-215560_Example01P_LensData_21.63_4_500,0.31962694,0.31962694,0.31962715,-0.0002008055,0.33346091,1.0945742,1.4917807,0.068424302,1.167984,1.0,4.3214553
JP2016-012034_Example01P_LensData_21.6_1.4_24,-0.042660393,-0.042660393,-0.042659279,0.0011464611,0.048833795,,,,,1.0,1.5406906
JP2016-021011_Example04P_LensData_21.6_1.8_20,-0.037032287,-0.037032287,-0.037026892,0.00067776558,0.051832167,,,,,1.0,1.9414111
JP2016-099362_Example06P_LensData_11.15_3.5_30,-0.026456938,-0.026456938,-0.026455259,-0.024725517,0.0041093135,0.09380522,0.095183817,0.1278916,0.031337473,1.0,3.7347588
JP2016-184136_Example07P_LensData_11.6_1.8_8,-0.041253232,-0.041253232,-0.041264247,-2.7201306e-05,0.037064511,1.9896863,2.7750675,1.7563433,1.0444199,1.0,1.9702283
JP2016-188967_Example01P_LensData_21.6_18_28,-0.0066123768,-0.0066123768,-0.0066083652,-0.023207582,0.015058877,0.16394807,0.12435636,0.057212878,0.24879527,1.0,3.0090111
JP2016-191761_MLP_LensData_21.6_2.8_400,0.25926707,0.25926707,0.25926721,0.025693267,0.27364552,1.7155128,2.3302653,0.19264633,1.8334949,1.0,3.0709931
JP2017-003807_Example04P_LensData_21.6_1.8_24,-0.045874023,-0.045874023,-0.045871433,-0.013385746,0.037248391,,,,,1.0,1.9724476
