Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP1979-055423_Example01P.zmx
Title:	JP 1979-055423 Example 1 (Konica Minolta Hexanon AR 135mm F3.5)
Date:	11/7/2025 5:24:51 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000     -0.10756592     -0.10756592      0.00000000      0.00000000      0.00000000
     0.090642806     -0.10756420     -0.10757868      0.21369909      0.21369884  1.1446759E-004
      0.18128561     -0.10755568     -0.10761698      0.42739988      0.42739876  2.6385378E-004
      0.27192842     -0.10754044     -0.10768079      0.64110409      0.64110081  5.1275747E-004
      0.36257123     -0.10751863     -0.10777007      0.85481343      0.85480607  8.6106866E-004
      0.45321403     -0.10749046     -0.10788477       1.0685296       1.0685156  1.3086333E-003
      0.54385684     -0.10745620     -0.10802482       1.2822543       1.2822305  1.8552530E-003
      0.63449964     -0.10741620     -0.10819015       1.4959892       1.4959518  2.5006855E-003
      0.72514245     -0.10737085     -0.10838066       1.7097361       1.7096806  3.2446438E-003
      0.81578526     -0.10732061     -0.10859623       1.9234966       1.9234180  4.0867966E-003
      0.90642806     -0.10726602     -0.10883675       2.1372724       2.1371649  5.0267754E-003
      0.99707087     -0.10720766     -0.10910208       2.3510652       2.3509226  6.0641438E-003
       1.0877137     -0.10714620     -0.10939206       2.5648767       2.5646921  7.1984434E-003
       1.1783565     -0.10708235     -0.10970651       2.7787086       2.7784744  8.4291629E-003
       1.2689993     -0.10701690     -0.11004527       2.9925625       2.9922706  9.7557451E-003
       1.3596421     -0.10695071     -0.11040812       3.2064402       3.2060818     0.011177587
       1.4502849     -0.10688471     -0.11079486       3.4203432       3.4199091     0.012694040
       1.5409277     -0.10681989     -0.11120526       3.6342732       3.6337534     0.014304408
       1.6315705     -0.10675730     -0.11163907       3.8482319       3.8476160     0.016007948
       1.7222133     -0.10669809     -0.11209604       4.0622210       4.0614979     0.017803871
       1.8128561     -0.10664346     -0.11257589       4.2762420       4.2754001     0.019691340
       1.9034989     -0.10659469     -0.11307833       4.4902965       4.4893237     0.021669468
       1.9941417     -0.10655314     -0.11360306       4.7043863       4.7032699     0.023737322
       2.0847845     -0.10652023     -0.11414976       4.9185128       4.9172396     0.025893917
       2.1754274     -0.10649747     -0.11471809       5.1326777       5.1312339     0.028138223
       2.2660702     -0.10648644     -0.11530771       5.3468826       5.3452540     0.030469155
       2.3567130     -0.10648882     -0.11591825       5.5611290       5.5593008     0.032885580
       2.4473558     -0.10650635     -0.11654932       5.7754186       5.7733756     0.035386314
       2.5379986     -0.10654086     -0.11720054       5.9897527       5.9874793     0.037970121
       2.6286414     -0.10659427     -0.11787149       6.2041331       6.2016130     0.040635710
       2.7192842     -0.10666858     -0.11856174       6.4185611       6.4157778     0.043381740
       2.8099270     -0.10676588     -0.11927085       6.6330383       6.6299748     0.046206814
       2.9005698     -0.10688837     -0.11999835       6.8475663       6.8442051     0.049109483
       2.9912126     -0.10703831     -0.12074378       7.0621464       7.0584698     0.052088241
       3.0818554     -0.10721807     -0.12150663       7.2767801       7.2727698     0.055141524
       3.1724982     -0.10743014     -0.12228641       7.4914689       7.4871064     0.058267715
       3.2631410     -0.10767707     -0.12308259       7.7062143       7.7014805     0.061465136
       3.3537838     -0.10796154     -0.12389463       7.9210175       7.9158934     0.064732052
       3.4444266     -0.10828633     -0.12472196       8.1358800       8.1303460     0.068066667
       3.5350694     -0.10865432     -0.12556402       8.3508032       8.3448394     0.071467128
       3.6257123     -0.10906849     -0.12642021       8.5657885       8.5593748     0.074931515
       3.7163551     -0.10953197     -0.12728994       8.7808370       8.7739532     0.078457850
       3.8069979     -0.11004797     -0.12817256       8.9959503       8.9885757     0.082044089
       3.8976407     -0.11061983     -0.12906745       9.2111294       9.2032433     0.085688125
       3.9882835     -0.11125102     -0.12997393       9.4263758       9.4179573     0.089387784
       4.0789263     -0.11194511     -0.13089135       9.6416906       9.6327186     0.093140825
       4.1695691     -0.11270583     -0.13181900       9.8570751       9.8475284     0.096944940
       4.2602119     -0.11353702     -0.13275617       10.072530       10.062388      0.10079775
       4.3508547     -0.11444266     -0.13370213       10.288058       10.277298      0.10469681
       4.4414975     -0.11542687     -0.13465613       10.503658       10.492260      0.10863959
       4.5321403     -0.11649391     -0.13561742       10.719333       10.707274      0.11262351
       4.6227831     -0.11764818     -0.13658521       10.935083       10.922343      0.11664589
       4.7134259     -0.11889424     -0.13755869       11.150910       11.137466      0.12070399
       4.8040687     -0.12023680     -0.13853704       11.366813       11.352646      0.12479498
       4.8947115     -0.12168073     -0.13951944       11.582796       11.567883      0.12891597
       4.9853543     -0.12323104     -0.14050501       11.798857       11.783178      0.13306397
       5.0759972     -0.12489293     -0.14149289       12.014999       11.998533      0.13723592
       5.1666400     -0.12667178     -0.14248218       12.231222       12.213948      0.14142866
       5.2572828     -0.12857310     -0.14347196       12.447527       12.429425      0.14563897
       5.3479256     -0.13060263     -0.14446130       12.663914       12.644964      0.14986351
       5.4385684     -0.13276626     -0.14544925       12.880386       12.860568      0.15409889
       5.5292112     -0.13507008     -0.14643482       13.096941       13.076236      0.15834159
       5.6198540     -0.13752038     -0.14741704       13.313582       13.291970      0.16258802
       5.7104968     -0.14012364     -0.14839487       13.530308       13.507772      0.16683448
       5.8011396     -0.14288655     -0.14936730       13.747120       13.723642      0.17107719
       5.8917824     -0.14581600     -0.15033326       13.964019       13.939581      0.17531226
       5.9824252     -0.14891911     -0.15129167       14.181005       14.155591      0.17953569
       6.0730680     -0.15220321     -0.15224145       14.398080       14.371673      0.18374340
       6.1637108     -0.15567585     -0.15318147       14.615242       14.587827      0.18793118
       6.2543536     -0.15934484     -0.15411059       14.832493       14.804055      0.19209472
       6.3449964     -0.16321819     -0.15502766       15.049832       15.020358      0.19622960
       6.4356392     -0.16730420     -0.15593148       15.267261       15.236737      0.20033129
       6.5262821     -0.17161137     -0.15682085       15.484779       15.453194      0.20439513
       6.6169249     -0.17614849     -0.15769455       15.702387       15.669728      0.20841636
       6.7075677     -0.18092461     -0.15855132       15.920084       15.886343      0.21239008
       6.7982105     -0.18594905     -0.15938990       16.137870       16.103038      0.21631128
       6.8888533     -0.19123140     -0.16020898       16.355746       16.319814      0.22017482
       6.9794961     -0.19678153     -0.16100725       16.573712       16.536674      0.22397541
       7.0701389     -0.20260961     -0.16178336       16.791767       16.753617      0.22770766
       7.1607817     -0.20872611     -0.16253594       17.009910       16.970646      0.23136601
       7.2514245     -0.21514180     -0.16326362       17.228143       17.187761      0.23494478
       7.3420673     -0.22186777     -0.16396496       17.446464       17.404963      0.23843815
       7.4327101     -0.22891541     -0.16463854       17.664872       17.622254      0.24184014
       7.5233529     -0.23629647     -0.16528289       17.883368       17.839635      0.24514461
       7.6139957     -0.24402301     -0.16589651       18.101951       18.057107      0.24834529
       7.7046385     -0.25210744     -0.16647790       18.320619       18.274670      0.25143575
       7.7952813     -0.26056253     -0.16702552       18.539373       18.492327      0.25440938
       7.8859242     -0.26940139     -0.16753780       18.758211       18.710078      0.25725940
       7.9765670     -0.27863752     -0.16801315       18.977133       18.927924      0.25997890
       8.0672098     -0.28828479     -0.16844995       19.196137       19.145868      0.26256074
       8.1578526     -0.29835745     -0.16884656       19.415222       19.363908      0.26499765
       8.2484954     -0.30887014     -0.16920130       19.634387       19.582048      0.26728214
       8.3391382     -0.31983791     -0.16951248       19.853631       19.800288      0.26940656
       8.4297810     -0.33127622     -0.16977838       20.072952       20.018629      0.27136305
       8.5204238     -0.34320093     -0.16999723       20.292349       20.237072      0.27314354
       8.6110666     -0.35562836     -0.17016727       20.511819       20.455619      0.27473980
       8.7017094     -0.36857523     -0.17028667       20.731362       20.674271      0.27614334
       8.7923522     -0.38205874     -0.17035361       20.950975       20.893029      0.27734549
       8.8829950     -0.39609652     -0.17036622       21.170656       21.111894      0.27833734
       8.9736378     -0.41070668     -0.17032260       21.390403       21.330867      0.27910978
       9.0642806     -0.42590777     -0.17022082       21.610214       21.549949      0.27965345

Table series: Data for wavelength : 0.587562 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
