Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US02760406-1(1).ZMX
Title:	us pat 2760406
Date:	11/7/2025 5:05:33 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in degrees.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4360          0.5890          0.6800
  --------------  --------------  --------------  --------------  --------------
      0.00000000       29.054878       36.554247       25.110233       23.786995
       1.1666667       29.261599       36.801821       25.305048       23.957151
       2.3333333       29.878806       37.540410       25.887696       24.465931
       3.5000000       30.895511       38.754959       26.850431       25.306428
       4.6666667       32.287416       40.412855       28.173678       26.461831
       5.8333333       34.011118       42.456580       29.819437       27.899993
       7.0000000       36.000827       44.799504       31.727005       29.569614
       8.1666667       38.170170       47.328099       33.813271       31.399872
       9.3333333       40.421253       49.913514       35.979071       33.304829
       10.500000       42.663749       52.436203       38.123408       35.194077
       11.666667       44.848357       54.829534       40.168725       36.992086
       12.833333       47.020534       57.150749       42.102316       38.670195
       14.000000       49.398589       59.686064       44.039491       40.296023
       15.166667       52.466739       63.079774       46.308160       42.101860
       16.333333       57.036772       68.428043       49.532029       44.559192
       17.500000       64.172921       77.203236       54.646829       48.413832
