Results for:	Relative Illumination Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US02760406-1(1).ZMX
Title:	us pat 2760406
Date:	11/7/2025 4:21:33 PM

0 message(s) in output.
Wavelength: 0.589000 µm
Field values are in degrees
Relative Illumination values are dimensionless.
1 series table(s) in output.

Table series: See program documentation for a discussion of Effective F/#.
         Y Field        Rel. Ill   Effective F/#
  --------------  --------------  --------------
      0.00000000      1.00000000       2.0791854
      0.87500000      0.99338281       2.0860989
       1.7500000      0.99200574       2.0875463
       2.6250000      0.98993125       2.0897325
       3.5000000      0.98553463       2.0943886
       4.3750000      0.97149052       2.1094728
       5.2500000      0.95841071       2.1238184
       6.1250000      0.93056478       2.1553604
       7.0000000      0.89212520       2.2013055
       7.8750000      0.88092031       2.2152610
       8.7500000      0.86807482       2.2315912
       9.6250000      0.84389084       2.2633415
       10.500000      0.82289592       2.2920324
       11.375000      0.78249586       2.3504563
       12.250000      0.77176836       2.3667355
       13.125000      0.72208473       2.4468037
       14.000000      0.67897834       2.5232789
       14.875000      0.62446050       2.6311204
       15.750000      0.60527974       2.6724842
       16.625000      0.57838563       2.7339116
       17.500000      0.54788175       2.8089874
