Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.11017721,-0.11017721,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.11017721,-0.11017721,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,-0.11016432,-0.11017932,0.21013015,0.21012988,1.3268949E-004,0.486133 µm.
0.21000000,-0.11016432,-0.11017932,0.21013015,0.21012988,1.3268949E-004,0.486133 µm.
0.42000000,-0.11012812,-0.11018567,0.42026115,0.42025975,3.3286010E-004,0.486133 µm.
0.42000000,-0.11012812,-0.11018567,0.42026115,0.42025975,3.3286010E-004,0.486133 µm.
0.63000000,-0.11006856,-0.11019621,0.63039383,0.63038963,6.6647791E-004,0.486133 µm.
0.63000000,-0.11006856,-0.11019621,0.63039383,0.63038963,6.6647791E-004,0.486133 µm.
0.84000000,-0.10998562,-0.11021094,0.84052903,0.84051950,1.1335431E-003,0.486133 µm.
0.84000000,-0.10998562,-0.11021094,0.84052903,0.84051950,1.1335431E-003,0.486133 µm.
1.0500000,-0.10987923,-0.11022981,1.0506676,1.0506494,1.7340558E-003,0.486133 µm.
1.0500000,-0.10987923,-0.11022981,1.0506676,1.0506494,1.7340558E-003,0.486133 µm.
1.2600000,-0.10974930,-0.11025277,1.2608104,1.2607793,2.4680165E-003,0.486133 µm.
1.2600000,-0.10974930,-0.11025277,1.2608104,1.2607793,2.4680165E-003,0.486133 µm.
1.4700000,-0.10959575,-0.11027975,1.4709582,1.4709091,3.3354399E-003,0.486133 µm.
1.4700000,-0.10959575,-0.11027975,1.4709582,1.4709091,3.3354399E-003,0.486133 µm.
1.6800000,-0.10941846,-0.11031068,1.6811119,1.6810390,4.3362975E-003,0.486133 µm.
1.6800000,-0.10941846,-0.11031068,1.6811119,1.6810390,4.3362975E-003,0.486133 µm.
1.8900000,-0.10921730,-0.11034548,1.8912723,1.8911689,5.4706044E-003,0.486133 µm.
1.8900000,-0.10921730,-0.11034548,1.8912723,1.8911689,5.4706044E-003,0.486133 µm.
2.1000000,-0.10899211,-0.11038404,2.1014404,2.1012988,6.7383611E-003,0.486133 µm.
2.1000000,-0.10899211,-0.11038404,2.1014404,2.1012988,6.7383611E-003,0.486133 µm.
2.3100000,-0.10874274,-0.11042625,2.3116168,2.3114286,8.1395684E-003,0.486133 µm.
2.3100000,-0.10874274,-0.11042625,2.3116168,2.3114286,8.1395684E-003,0.486133 µm.
2.5200000,-0.10846900,-0.11047201,2.5218025,2.5215585,9.6742269E-003,0.486133 µm.
2.5200000,-0.10846900,-0.11047201,2.5218025,2.5215585,9.6742269E-003,0.486133 µm.
2.7300000,-0.10817068,-0.11052116,2.7319982,2.7316884,0.011342338,0.486133 µm.
2.7300000,-0.10817068,-0.11052116,2.7319982,2.7316884,0.011342338,0.486133 µm.
2.9400000,-0.10784756,-0.11057358,2.9422049,2.9418183,0.013143901,0.486133 µm.
2.9400000,-0.10784756,-0.11057358,2.9422049,2.9418183,0.013143901,0.486133 µm.
3.1500000,-0.10749941,-0.11062909,3.1524234,3.1519481,0.015078919,0.486133 µm.
3.1500000,-0.10749941,-0.11062909,3.1524234,3.1519481,0.015078919,0.486133 µm.
3.3600000,-0.10712597,-0.11068755,3.3626545,3.3620780,0.017147393,0.486133 µm.
3.3600000,-0.10712597,-0.11068755,3.3626545,3.3620780,0.017147393,0.486133 µm.
3.5700000,-0.10672696,-0.11074876,3.5728991,3.5722079,0.019349322,0.486133 µm.
3.5700000,-0.10672696,-0.11074876,3.5728991,3.5722079,0.019349322,0.486133 µm.
3.7800000,-0.10630211,-0.11081254,3.7831580,3.7823378,0.021684710,0.486133 µm.
3.7800000,-0.10630211,-0.11081254,3.7831580,3.7823378,0.021684710,0.486133 µm.
3.9900000,-0.10585109,-0.11087868,3.9934320,3.9924676,0.024153557,0.486133 µm.
3.9900000,-0.10585109,-0.11087868,3.9934320,3.9924676,0.024153557,0.486133 µm.
4.2000000,-0.10537358,-0.11094697,4.2037220,4.2025975,0.026755865,0.486133 µm.
4.2000000,-0.10537358,-0.11094697,4.2037220,4.2025975,0.026755865,0.486133 µm.
4.4100000,-0.10486924,-0.11101718,4.4140288,4.4127274,0.029491636,0.486133 µm.
4.4100000,-0.10486924,-0.11101718,4.4140288,4.4127274,0.029491636,0.486133 µm.
4.6200000,-0.10433771,-0.11108908,4.6243533,4.6228573,0.032360871,0.486133 µm.
4.6200000,-0.10433771,-0.11108908,4.6243533,4.6228573,0.032360871,0.486133 µm.
4.8300000,-0.10377860,-0.11116242,4.8346963,4.8329871,0.035363573,0.486133 µm.
4.8300000,-0.10377860,-0.11116242,4.8346963,4.8329871,0.035363573,0.486133 µm.
5.0400000,-0.10319152,-0.11123693,5.0450586,5.0431170,0.038499744,0.486133 µm.
5.0400000,-0.10319152,-0.11123693,5.0450586,5.0431170,0.038499744,0.486133 µm.
5.2500000,-0.10257606,-0.11131234,5.2554411,5.2532469,0.041769385,0.486133 µm.
5.2500000,-0.10257606,-0.11131234,5.2554411,5.2532469,0.041769385,0.486133 µm.
5.4600000,-0.10193178,-0.11138836,5.4658447,5.4633768,0.045172501,0.486133 µm.
5.4600000,-0.10193178,-0.11138836,5.4658447,5.4633768,0.045172501,0.486133 µm.
5.6700000,-0.10125823,-0.11146471,5.6762702,5.6735066,0.048709092,0.486133 µm.
5.6700000,-0.10125823,-0.11146471,5.6762702,5.6735066,0.048709092,0.486133 µm.
5.8800000,-0.10055494,-0.11154106,5.8867183,5.8836365,0.052379163,0.486133 µm.
5.8800000,-0.10055494,-0.11154106,5.8867183,5.8836365,0.052379163,0.486133 µm.
6.0900000,-0.099821440,-0.11161709,6.0971900,6.0937664,0.056182715,0.486133 µm.
6.0900000,-0.099821440,-0.11161709,6.0971900,6.0937664,0.056182715,0.486133 µm.
6.3000000,-0.099057212,-0.11169248,6.3076862,6.3038963,0.060119753,0.486133 µm.
6.3000000,-0.099057212,-0.11169248,6.3076862,6.3038963,0.060119753,0.486133 µm.
6.5100000,-0.098261741,-0.11176687,6.5182075,6.5140261,0.064190280,0.486133 µm.
6.5100000,-0.098261741,-0.11176687,6.5182075,6.5140261,0.064190280,0.486133 µm.
6.7200000,-0.097434487,-0.11183991,6.7287550,6.7241560,0.068394300,0.486133 µm.
6.7200000,-0.097434487,-0.11183991,6.7287550,6.7241560,0.068394300,0.486133 µm.
6.9300000,-0.096574894,-0.11191122,6.9393293,6.9342859,0.072731816,0.486133 µm.
6.9300000,-0.096574894,-0.11191122,6.9393293,6.9342859,0.072731816,0.486133 µm.
7.1400000,-0.095682390,-0.11198043,7.1499315,7.1444158,0.077202833,0.486133 µm.
7.1400000,-0.095682390,-0.11198043,7.1499315,7.1444158,0.077202833,0.486133 µm.
7.3500000,-0.094756383,-0.11204713,7.3605622,7.3545457,0.081807355,0.486133 µm.
7.3500000,-0.094756383,-0.11204713,7.3605622,7.3545457,0.081807355,0.486133 µm.
7.5600000,-0.093796264,-0.11211092,7.5712224,7.5646755,0.086545387,0.486133 µm.
7.5600000,-0.093796264,-0.11211092,7.5712224,7.5646755,0.086545387,0.486133 µm.
7.7700000,-0.092801407,-0.11217138,7.7819129,7.7748054,0.091416934,0.486133 µm.
7.7700000,-0.092801407,-0.11217138,7.7819129,7.7748054,0.091416934,0.486133 µm.
7.9800000,-0.091771168,-0.11222808,7.9926345,7.9849353,0.096422002,0.486133 µm.
7.9800000,-0.091771168,-0.11222808,7.9926345,7.9849353,0.096422002,0.486133 µm.
8.1900000,-0.090704885,-0.11228056,8.2033881,8.1950652,0.10156060,0.486133 µm.
8.1900000,-0.090704885,-0.11228056,8.2033881,8.1950652,0.10156060,0.486133 µm.
8.4000000,-0.089601879,-0.11232837,8.4141745,8.4051950,0.10683272,0.486133 µm.
8.4000000,-0.089601879,-0.11232837,8.4141745,8.4051950,0.10683272,0.486133 µm.
