Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,0.055372759,0.055372759,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,0.055372759,0.055372759,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,0.055322932,0.055320087,0.20964563,0.20964550,6.4697795E-005,0.486133 µm.
0.21000000,0.055322932,0.055320087,0.20964563,0.20964550,6.4697795E-005,0.486133 µm.
0.42000000,0.055171022,0.055162109,0.41929197,0.41929099,2.3217062E-004,0.486133 µm.
0.42000000,0.055171022,0.055162109,0.41929197,0.41929099,2.3217062E-004,0.486133 µm.
0.63000000,0.054917397,0.054898947,0.62893971,0.62893649,5.1137274E-004,0.486133 µm.
0.63000000,0.054917397,0.054898947,0.62893971,0.62893649,5.1137274E-004,0.486133 µm.
0.84000000,0.054562668,0.054530800,0.83858956,0.83858199,9.0240955E-004,0.486133 µm.
0.84000000,0.054562668,0.054530800,0.83858956,0.83858199,9.0240955E-004,0.486133 µm.
1.0500000,0.054107689,0.054057949,1.0482422,1.0482275,1.4054534E-003,0.486133 µm.
1.0500000,0.054107689,0.054057949,1.0482422,1.0482275,1.4054534E-003,0.486133 µm.
1.2600000,0.053553554,0.053480754,1.2578984,1.2578730,2.0207075E-003,0.486133 µm.
1.2600000,0.053553554,0.053480754,1.2578984,1.2578730,2.0207075E-003,0.486133 µm.
1.4700000,0.052901603,0.052799655,1.4675588,1.4675185,2.7484307E-003,0.486133 µm.
1.4700000,0.052901603,0.052799655,1.4675588,1.4675185,2.7484307E-003,0.486133 µm.
1.6800000,0.052153415,0.052015174,1.6772242,1.6771640,3.5889255E-003,0.486133 µm.
1.6800000,0.052153415,0.052015174,1.6772242,1.6771640,3.5889255E-003,0.486133 µm.
1.8900000,0.051310810,0.051127911,1.8868952,1.8868095,4.5425406E-003,0.486133 µm.
1.8900000,0.051310810,0.051127911,1.8868952,1.8868095,4.5425406E-003,0.486133 µm.
2.1000000,0.050375852,0.050138544,2.0965726,2.0964550,5.6096715E-003,0.486133 µm.
2.1000000,0.050375852,0.050138544,2.0965726,2.0964550,5.6096715E-003,0.486133 µm.
2.3100000,0.049350842,0.049047835,2.3062571,2.3061005,6.7907596E-003,0.486133 µm.
2.3100000,0.049350842,0.049047835,2.3062571,2.3061005,6.7907596E-003,0.486133 µm.
2.5200000,0.048238323,0.047856621,2.5159494,2.5157460,8.0862932E-003,0.486133 µm.
2.5200000,0.048238323,0.047856621,2.5159494,2.5157460,8.0862932E-003,0.486133 µm.
2.7300000,0.047041076,0.046565822,2.7256503,2.7253915,9.4968066E-003,0.486133 µm.
2.7300000,0.047041076,0.046565822,2.7256503,2.7253915,9.4968066E-003,0.486133 µm.
2.9400000,0.045762123,0.045176436,2.9353605,2.9350370,0.011022881,0.486133 µm.
2.9400000,0.045762123,0.045176436,2.9353605,2.9350370,0.011022881,0.486133 µm.
3.1500000,0.044404720,0.043689538,3.1450807,3.1446825,0.012665143,0.486133 µm.
3.1500000,0.044404720,0.043689538,3.1450807,3.1446825,0.012665143,0.486133 µm.
3.3600000,0.042972361,0.042106285,3.3548118,3.3543280,0.014424265,0.486133 µm.
3.3600000,0.042972361,0.042106285,3.3548118,3.3543280,0.014424265,0.486133 µm.
3.5700000,0.041468778,0.040427911,3.5645544,3.5639735,0.016300968,0.486133 µm.
3.5700000,0.041468778,0.040427911,3.5645544,3.5639735,0.016300968,0.486133 µm.
3.7800000,0.039897933,0.038655729,3.7743094,3.7736190,0.018296017,0.486133 µm.
3.7800000,0.039897933,0.038655729,3.7743094,3.7736190,0.018296017,0.486133 µm.
3.9900000,0.038264025,0.036791131,3.9840774,3.9832645,0.020410224,0.486133 µm.
3.9900000,0.038264025,0.036791131,3.9840774,3.9832645,0.020410224,0.486133 µm.
4.2000000,0.036571483,0.034835584,4.1938594,4.1929099,0.022644445,0.486133 µm.
4.2000000,0.036571483,0.034835584,4.1938594,4.1929099,0.022644445,0.486133 µm.
4.4100000,0.034824966,0.032790637,4.4036561,4.4025554,0.024999586,0.486133 µm.
4.4100000,0.034824966,0.032790637,4.4036561,4.4025554,0.024999586,0.486133 µm.
4.6200000,0.033029362,0.030657912,4.6134682,4.6122009,0.027476594,0.486133 µm.
4.6200000,0.033029362,0.030657912,4.6134682,4.6122009,0.027476594,0.486133 µm.
4.8300000,0.031189784,0.028439113,4.8232967,4.8218464,0.030076464,0.486133 µm.
4.8300000,0.031189784,0.028439113,4.8232967,4.8218464,0.030076464,0.486133 µm.
5.0400000,0.029311571,0.026136015,5.0331423,5.0314919,0.032800237,0.486133 µm.
5.0400000,0.029311571,0.026136015,5.0331423,5.0314919,0.032800237,0.486133 µm.
5.2500000,0.027400283,0.023750475,5.2430058,5.2411374,0.035648998,0.486133 µm.
5.2500000,0.027400283,0.023750475,5.2430058,5.2411374,0.035648998,0.486133 µm.
5.4600000,0.025461700,0.021284422,5.4528882,5.4507829,0.038623878,0.486133 µm.
5.4600000,0.025461700,0.021284422,5.4528882,5.4507829,0.038623878,0.486133 µm.
5.6700000,0.023501819,0.018739862,5.6627903,5.6604284,0.041726055,0.486133 µm.
5.6700000,0.023501819,0.018739862,5.6627903,5.6604284,0.041726055,0.486133 µm.
5.8800000,0.021526849,0.016118876,5.8727129,5.8700739,0.044956748,0.486133 µm.
5.8800000,0.021526849,0.016118876,5.8727129,5.8700739,0.044956748,0.486133 µm.
6.0900000,0.019543210,0.013423620,6.0826570,6.0797194,0.048317223,0.486133 µm.
6.0900000,0.019543210,0.013423620,6.0826570,6.0797194,0.048317223,0.486133 µm.
6.3000000,0.017557529,0.010656324,6.2926234,6.2893649,0.051808790,0.486133 µm.
6.3000000,0.017557529,0.010656324,6.2926234,6.2893649,0.051808790,0.486133 µm.
6.5100000,0.015576636,7.8192903E-003,6.5026130,6.4990104,0.055432803,0.486133 µm.
6.5100000,0.015576636,7.8192903E-003,6.5026130,6.4990104,0.055432803,0.486133 µm.
6.7200000,0.013607557,4.9148954E-003,6.7126268,6.7086559,0.059190661,0.486133 µm.
6.7200000,0.013607557,4.9148954E-003,6.7126268,6.7086559,0.059190661,0.486133 µm.
6.9300000,0.011657513,1.9455876E-003,6.9226657,6.9183014,0.063083805,0.486133 µm.
6.9300000,0.011657513,1.9455876E-003,6.9226657,6.9183014,0.063083805,0.486133 µm.
7.1400000,9.7339126E-003,-1.0861133E-003,7.1327307,7.1279469,0.067113720,0.486133 µm.
7.1400000,9.7339126E-003,-1.0861133E-003,7.1327307,7.1279469,0.067113720,0.486133 µm.
7.3500000,7.8443471E-003,-4.1776164E-003,7.3428228,7.3375924,0.071281935,0.486133 µm.
7.3500000,7.8443471E-003,-4.1776164E-003,7.3428228,7.3375924,0.071281935,0.486133 µm.
7.5600000,5.9965835E-003,-7.3262610E-003,7.5529429,7.5472379,0.075590020,0.486133 µm.
7.5600000,5.9965835E-003,-7.3262610E-003,7.5529429,7.5472379,0.075590020,0.486133 µm.
7.7700000,4.1985579E-003,-0.010529317,7.7630920,7.7568834,0.080039587,0.486133 µm.
7.7700000,4.1985579E-003,-0.010529317,7.7630920,7.7568834,0.080039587,0.486133 µm.
7.9800000,2.4583685E-003,-0.013783986,7.9732712,7.9665289,0.084632290,0.486133 µm.
7.9800000,2.4583685E-003,-0.013783986,7.9732712,7.9665289,0.084632290,0.486133 µm.
