Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,1.7849768E-004,1.7849768E-004,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,1.7849768E-004,1.7849768E-004,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,1.8382598E-004,1.7155826E-004,0.20995060,0.20995046,6.5816022E-005,0.486133 µm.
0.21000000,1.8382598E-004,1.7155826E-004,0.20995060,0.20995046,6.5816022E-005,0.486133 µm.
0.42000000,1.9655653E-004,1.5074743E-004,0.41990202,0.41990092,2.6368458E-004,0.486133 µm.
0.42000000,1.9655653E-004,1.5074743E-004,0.41990202,0.41990092,2.6368458E-004,0.486133 µm.
0.63000000,2.1670343E-004,1.1608741E-004,0.62985511,0.62985137,5.9341850E-004,0.486133 µm.
0.63000000,2.1670343E-004,1.1608741E-004,0.62985511,0.62985137,5.9341850E-004,0.486133 µm.
0.84000000,2.4429058E-004,6.7615279E-005,0.83981069,0.83980183,1.0549472E-003,0.486133 µm.
0.84000000,2.4429058E-004,6.7615279E-005,0.83981069,0.83980183,1.0549472E-003,0.486133 µm.
1.0500000,2.7935151E-004,5.3829172E-006,1.0497696,1.0497523,1.6481717E-003,0.486133 µm.
1.0500000,2.7935151E-004,5.3829172E-006,1.0497696,1.0497523,1.6481717E-003,0.486133 µm.
1.2600000,3.2192927E-004,-7.0542960E-005,1.2597326,1.2597027,2.3729648E-003,0.486133 µm.
1.2600000,3.2192927E-004,-7.0542960E-005,1.2597326,1.2597027,2.3729648E-003,0.486133 µm.
1.4700000,3.7207627E-004,-1.6008082E-004,1.4697007,1.4696532,3.2291703E-003,0.486133 µm.
1.4700000,3.7207627E-004,-1.6008082E-004,1.4697007,1.4696532,3.2291703E-003,0.486133 µm.
1.6800000,4.2985411E-004,-2.6313426E-004,1.6796745,1.6796037,4.2166036E-003,0.486133 µm.
1.6800000,4.2985411E-004,-2.6313426E-004,1.6796745,1.6796037,4.2166036E-003,0.486133 µm.
