Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.20212577,-0.20212577,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.20212577,-0.20212577,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.10800000,-0.20213017,-0.20212760,0.10805882,0.10805882,4.4919224E-006,0.486133 µm.
0.10800000,-0.20213017,-0.20212760,0.10805882,0.10805882,4.4919224E-006,0.486133 µm.
0.21600000,-0.20214488,-0.20213307,0.21611767,0.21611763,1.7967147E-005,0.486133 µm.
0.21600000,-0.20214488,-0.20213307,0.21611767,0.21611763,1.7967147E-005,0.486133 µm.
0.32400000,-0.20216991,-0.20214218,0.32417658,0.32417645,4.0424001E-005,0.486133 µm.
0.32400000,-0.20216991,-0.20214218,0.32417658,0.32417645,4.0424001E-005,0.486133 µm.
0.43200000,-0.20220526,-0.20215494,0.43223558,0.43223527,7.1859704E-005,0.486133 µm.
0.43200000,-0.20220526,-0.20215494,0.43223558,0.43223527,7.1859704E-005,0.486133 µm.
0.54000000,-0.20225093,-0.20217134,0.54029469,0.54029408,1.1227036E-004,0.486133 µm.
0.54000000,-0.20225093,-0.20217134,0.54029469,0.54029408,1.1227036E-004,0.486133 µm.
0.64800000,-0.20230692,-0.20219137,0.64835395,0.64835290,1.6165097E-004,0.486133 µm.
0.64800000,-0.20230692,-0.20219137,0.64835395,0.64835290,1.6165097E-004,0.486133 µm.
0.75600000,-0.20237322,-0.20221505,0.75641338,0.75641171,2.1999540E-004,0.486133 µm.
0.75600000,-0.20237322,-0.20221505,0.75641338,0.75641171,2.1999540E-004,0.486133 µm.
0.86400000,-0.20244984,-0.20224235,0.86447301,0.86447053,2.8729643E-004,0.486133 µm.
0.86400000,-0.20244984,-0.20224235,0.86447301,0.86447053,2.8729643E-004,0.486133 µm.
0.97200000,-0.20253677,-0.20227327,0.97253288,0.97252935,3.6354571E-004,0.486133 µm.
0.97200000,-0.20253677,-0.20227327,0.97253288,0.97252935,3.6354571E-004,0.486133 µm.
1.0800000,-0.20263402,-0.20230782,1.0805930,1.0805882,4.4873377E-004,0.486133 µm.
1.0800000,-0.20263402,-0.20230782,1.0805930,1.0805882,4.4873377E-004,0.486133 µm.
1.1880000,-0.20274159,-0.20234598,1.1886534,1.1886470,5.4285003E-004,0.486133 µm.
1.1880000,-0.20274159,-0.20234598,1.1886534,1.1886470,5.4285003E-004,0.486133 µm.
1.2960000,-0.20285947,-0.20238774,1.2967142,1.2967058,6.4588280E-004,0.486133 µm.
1.2960000,-0.20285947,-0.20238774,1.2967142,1.2967058,6.4588280E-004,0.486133 µm.
1.4040000,-0.20298766,-0.20243310,1.4047753,1.4047646,7.5781927E-004,0.486133 µm.
1.4040000,-0.20298766,-0.20243310,1.4047753,1.4047646,7.5781927E-004,0.486133 µm.
1.5120000,-0.20312617,-0.20248205,1.5128367,1.5128234,8.7864549E-004,0.486133 µm.
1.5120000,-0.20312617,-0.20248205,1.5128367,1.5128234,8.7864549E-004,0.486133 µm.
1.6200000,-0.20327498,-0.20253458,1.6208986,1.6208822,1.0083464E-003,0.486133 µm.
1.6200000,-0.20327498,-0.20253458,1.6208986,1.6208822,1.0083464E-003,0.486133 µm.
1.7280000,-0.20343411,-0.20259068,1.7289609,1.7289411,1.1469059E-003,0.486133 µm.
1.7280000,-0.20343411,-0.20259068,1.7289609,1.7289411,1.1469059E-003,0.486133 µm.
1.8360000,-0.20360355,-0.20265034,1.8370237,1.8369999,1.2943066E-003,0.486133 µm.
1.8360000,-0.20360355,-0.20265034,1.8370237,1.8369999,1.2943066E-003,0.486133 µm.
1.9440000,-0.20378329,-0.20271355,1.9450869,1.9450587,1.4505301E-003,0.486133 µm.
1.9440000,-0.20378329,-0.20271355,1.9450869,1.9450587,1.4505301E-003,0.486133 µm.
2.0520000,-0.20397334,-0.20278030,2.0531507,2.0531175,1.6155569E-003,0.486133 µm.
2.0520000,-0.20397334,-0.20278030,2.0531507,2.0531175,1.6155569E-003,0.486133 µm.
2.1600000,-0.20417370,-0.20285057,2.1612150,2.1611763,1.7893663E-003,0.486133 µm.
2.1600000,-0.20417370,-0.20285057,2.1612150,2.1611763,1.7893663E-003,0.486133 µm.
2.2680000,-0.20438437,-0.20292435,2.2692799,2.2692351,1.9719365E-003,0.486133 µm.
2.2680000,-0.20438437,-0.20292435,2.2692799,2.2692351,1.9719365E-003,0.486133 µm.
2.3760000,-0.20460534,-0.20300163,2.3773454,2.3772940,2.1632446E-003,0.486133 µm.
2.3760000,-0.20460534,-0.20300163,2.3773454,2.3772940,2.1632446E-003,0.486133 µm.
2.4840000,-0.20483661,-0.20308239,2.4854115,2.4853528,2.3632665E-003,0.486133 µm.
2.4840000,-0.20483661,-0.20308239,2.4854115,2.4853528,2.3632665E-003,0.486133 µm.
2.5920000,-0.20507818,-0.20316662,2.5934783,2.5934116,2.5719769E-003,0.486133 µm.
2.5920000,-0.20507818,-0.20316662,2.5934783,2.5934116,2.5719769E-003,0.486133 µm.
2.7000000,-0.20533006,-0.20325430,2.7015458,2.7014704,2.7893497E-003,0.486133 µm.
2.7000000,-0.20533006,-0.20325430,2.7015458,2.7014704,2.7893497E-003,0.486133 µm.
2.8080000,-0.20559223,-0.20334541,2.8096139,2.8095292,3.0153572E-003,0.486133 µm.
2.8080000,-0.20559223,-0.20334541,2.8096139,2.8095292,3.0153572E-003,0.486133 µm.
2.9160000,-0.20586470,-0.20343994,2.9176829,2.9175880,3.2499709E-003,0.486133 µm.
2.9160000,-0.20586470,-0.20343994,2.9176829,2.9175880,3.2499709E-003,0.486133 µm.
3.0240000,-0.20614747,-0.20353788,3.0257526,3.0256469,3.4931611E-003,0.486133 µm.
3.0240000,-0.20614747,-0.20353788,3.0257526,3.0256469,3.4931611E-003,0.486133 µm.
3.1320000,-0.20644054,-0.20363919,3.1338230,3.1337057,3.7448967E-003,0.486133 µm.
3.1320000,-0.20644054,-0.20363919,3.1338230,3.1337057,3.7448967E-003,0.486133 µm.
3.2400000,-0.20674389,-0.20374386,3.2418943,3.2417645,4.0051458E-003,0.486133 µm.
3.2400000,-0.20674389,-0.20374386,3.2418943,3.2417645,4.0051458E-003,0.486133 µm.
3.3480000,-0.20705755,-0.20385187,3.3499665,3.3498233,4.2738752E-003,0.486133 µm.
3.3480000,-0.20705755,-0.20385187,3.3499665,3.3498233,4.2738752E-003,0.486133 µm.
3.4560000,-0.20738149,-0.20396321,3.4580395,3.4578821,4.5510505E-003,0.486133 µm.
3.4560000,-0.20738149,-0.20396321,3.4580395,3.4578821,4.5510505E-003,0.486133 µm.
3.5640000,-0.20771573,-0.20407784,3.5661134,3.5659409,4.8366362E-003,0.486133 µm.
3.5640000,-0.20771573,-0.20407784,3.5661134,3.5659409,4.8366362E-003,0.486133 µm.
3.6720000,-0.20806025,-0.20419575,3.6741883,3.6739998,5.1305957E-003,0.486133 µm.
