Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.22804068,-0.22804068,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.22804068,-0.22804068,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,-0.22804045,-0.22805938,0.21003004,0.21002992,5.7167254E-005,0.486133 µm.
0.21000000,-0.22804045,-0.22805938,0.21003004,0.21002992,5.7167254E-005,0.486133 µm.
0.42000000,-0.22803593,-0.22811546,0.42006080,0.42005984,2.2865080E-004,0.486133 µm.
0.42000000,-0.22803593,-0.22811546,0.42006080,0.42005984,2.2865080E-004,0.486133 µm.
0.63000000,-0.22802714,-0.22820886,0.63009300,0.63008976,5.1439543E-004,0.486133 µm.
0.63000000,-0.22802714,-0.22820886,0.63009300,0.63008976,5.1439543E-004,0.486133 µm.
0.84000000,-0.22801404,-0.22833948,0.84012736,0.84011968,9.1430916E-004,0.486133 µm.
0.84000000,-0.22801404,-0.22833948,0.84012736,0.84011968,9.1430916E-004,0.486133 µm.
1.0500000,-0.22799663,-0.22850720,1.0501646,1.0501496,1.4282631E-003,0.486133 µm.
1.0500000,-0.22799663,-0.22850720,1.0501646,1.0501496,1.4282631E-003,0.486133 µm.
1.2600000,-0.22797489,-0.22871186,1.2602054,1.2601795,2.0560916E-003,0.486133 µm.
1.2600000,-0.22797489,-0.22871186,1.2602054,1.2601795,2.0560916E-003,0.486133 µm.
1.4700000,-0.22794879,-0.22895323,1.4702506,1.4702094,2.7975916E-003,0.486133 µm.
1.4700000,-0.22794879,-0.22895323,1.4702506,1.4702094,2.7975916E-003,0.486133 µm.
1.6800000,-0.22791829,-0.22923108,1.6803007,1.6802394,3.6525231E-003,0.486133 µm.
1.6800000,-0.22791829,-0.22923108,1.6803007,1.6802394,3.6525231E-003,0.486133 µm.
1.8900000,-0.22788338,-0.22954513,1.8903566,1.8902693,4.6206087E-003,0.486133 µm.
1.8900000,-0.22788338,-0.22954513,1.8903566,1.8902693,4.6206087E-003,0.486133 µm.
2.1000000,-0.22784400,-0.22989506,2.1004190,2.1002992,5.7015334E-003,0.486133 µm.
2.1000000,-0.22784400,-0.22989506,2.1004190,2.1002992,5.7015334E-003,0.486133 µm.
2.3100000,-0.22780013,-0.23028051,2.3104884,2.3103291,6.8949446E-003,0.486133 µm.
2.3100000,-0.22780013,-0.23028051,2.3104884,2.3103291,6.8949446E-003,0.486133 µm.
2.5200000,-0.22775172,-0.23070108,2.5205657,2.5203591,8.2004517E-003,0.486133 µm.
2.5200000,-0.22775172,-0.23070108,2.5205657,2.5203591,8.2004517E-003,0.486133 µm.
2.7300000,-0.22769872,-0.23115635,2.7306516,2.7303890,9.6176257E-003,0.486133 µm.
2.7300000,-0.22769872,-0.23115635,2.7306516,2.7303890,9.6176257E-003,0.486133 µm.
2.9400000,-0.22764109,-0.23164584,2.9407466,2.9404189,0.011145999,0.486133 µm.
2.9400000,-0.22764109,-0.23164584,2.9407466,2.9404189,0.011145999,0.486133 µm.
3.1500000,-0.22757876,-0.23216904,3.1508516,3.1504488,0.012785066,0.486133 µm.
3.1500000,-0.22757876,-0.23216904,3.1508516,3.1504488,0.012785066,0.486133 µm.
3.3600000,-0.22751170,-0.23272540,3.3609672,3.3604787,0.014534282,0.486133 µm.
3.3600000,-0.22751170,-0.23272540,3.3609672,3.3604787,0.014534282,0.486133 µm.
3.5700000,-0.22743983,-0.23331434,3.5710940,3.5705087,0.016393061,0.486133 µm.
3.5700000,-0.22743983,-0.23331434,3.5710940,3.5705087,0.016393061,0.486133 µm.
3.7800000,-0.22736311,-0.23393524,3.7812327,3.7805386,0.018360778,0.486133 µm.
3.7800000,-0.22736311,-0.23393524,3.7812327,3.7805386,0.018360778,0.486133 µm.
3.9900000,-0.22728147,-0.23458741,3.9913840,3.9905685,0.020436769,0.486133 µm.
3.9900000,-0.22728147,-0.23458741,3.9913840,3.9905685,0.020436769,0.486133 µm.
4.2000000,-0.22719485,-0.23527017,4.2015486,4.2005984,0.022620329,0.486133 µm.
4.2000000,-0.22719485,-0.23527017,4.2015486,4.2005984,0.022620329,0.486133 µm.
4.4100000,-0.22710319,-0.23598276,4.4117271,4.4106283,0.024910710,0.486133 µm.
4.4100000,-0.22710319,-0.23598276,4.4117271,4.4106283,0.024910710,0.486133 µm.
4.6200000,-0.22700643,-0.23672441,4.6219200,4.6206583,0.027307124,0.486133 µm.
4.6200000,-0.22700643,-0.23672441,4.6219200,4.6206583,0.027307124,0.486133 µm.
4.8300000,-0.22690449,-0.23749429,4.8321281,4.8306882,0.029808741,0.486133 µm.
4.8300000,-0.22690449,-0.23749429,4.8321281,4.8306882,0.029808741,0.486133 µm.
5.0400000,-0.22679732,-0.23829154,5.0423520,5.0407181,0.032414686,0.486133 µm.
5.0400000,-0.22679732,-0.23829154,5.0423520,5.0407181,0.032414686,0.486133 µm.
5.2500000,-0.22668486,-0.23911525,5.2525923,5.2507480,0.035124043,0.486133 µm.
5.2500000,-0.22668486,-0.23911525,5.2525923,5.2507480,0.035124043,0.486133 µm.
5.4600000,-0.22656703,-0.23996447,5.4628495,5.4607779,0.037935852,0.486133 µm.
5.4600000,-0.22656703,-0.23996447,5.4628495,5.4607779,0.037935852,0.486133 µm.
5.6700000,-0.22644379,-0.24083823,5.6731243,5.6708079,0.040849107,0.486133 µm.
5.6700000,-0.22644379,-0.24083823,5.6731243,5.6708079,0.040849107,0.486133 µm.
