Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.044305581,-0.044305581,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.044305581,-0.044305581,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,-0.044310172,-0.044336404,0.21005232,0.21005229,1.7065092E-005,0.486133 µm.
0.21000000,-0.044310172,-0.044336404,0.21005232,0.21005229,1.7065092E-005,0.486133 µm.
0.42000000,-0.044319423,-0.044428836,0.42010387,0.42010458,-1.6721216E-004,0.486133 µm.
0.42000000,-0.044319423,-0.044428836,0.42010387,0.42010458,-1.6721216E-004,0.486133 µm.
0.63000000,-0.044333276,-0.044582769,0.63015387,0.63015686,-4.7445363E-004,0.486133 µm.
0.63000000,-0.044333276,-0.044582769,0.63015387,0.63015686,-4.7445363E-004,0.486133 µm.
0.84000000,-0.044351640,-0.044798022,0.84020155,0.84020915,-9.0482837E-004,0.486133 µm.
0.84000000,-0.044351640,-0.044798022,0.84020155,0.84020915,-9.0482837E-004,0.486133 µm.
1.0500000,-0.044374383,-0.045074342,1.0502461,1.0502614,-1.4585730E-003,0.486133 µm.
1.0500000,-0.044374383,-0.045074342,1.0502461,1.0502614,-1.4585730E-003,0.486133 µm.
1.2600000,-0.044401339,-0.045411404,1.2602868,1.2603137,-2.1359918E-003,0.486133 µm.
1.2600000,-0.044401339,-0.045411404,1.2602868,1.2603137,-2.1359918E-003,0.486133 µm.
1.4700000,-0.044432306,-0.045808811,1.4703228,1.4703660,-2.9374563E-003,0.486133 µm.
1.4700000,-0.044432306,-0.045808811,1.4703228,1.4703660,-2.9374563E-003,0.486133 µm.
1.6800000,-0.044467046,-0.046266093,1.6803534,1.6804183,-3.8633940E-003,0.486133 µm.
1.6800000,-0.044467046,-0.046266093,1.6803534,1.6804183,-3.8633940E-003,0.486133 µm.
1.8900000,-0.044505289,-0.046782708,1.8903777,1.8904706,-4.9143347E-003,0.486133 µm.
1.8900000,-0.044505289,-0.046782708,1.8903777,1.8904706,-4.9143347E-003,0.486133 µm.
2.1000000,-0.044546731,-0.047358043,2.1003949,2.1005229,-6.0908403E-003,0.486133 µm.
2.1000000,-0.044546731,-0.047358043,2.1003949,2.1005229,-6.0908403E-003,0.486133 µm.
2.3100000,-0.044591037,-0.047991414,2.3104043,2.3105752,-7.3935517E-003,0.486133 µm.
2.3100000,-0.044591037,-0.047991414,2.3104043,2.3105752,-7.3935517E-003,0.486133 µm.
2.5200000,-0.044637844,-0.048682062,2.5204051,2.5206275,-8.8231769E-003,0.486133 µm.
2.5200000,-0.044637844,-0.048682062,2.5204051,2.5206275,-8.8231769E-003,0.486133 µm.
2.7300000,-0.044686758,-0.049429160,2.7303963,2.7306797,-0.010380491,0.486133 µm.
2.7300000,-0.044686758,-0.049429160,2.7303963,2.7306797,-0.010380491,0.486133 µm.
2.9400000,-0.044737361,-0.050231807,2.9403772,2.9407320,-0.012066334,0.486133 µm.
2.9400000,-0.044737361,-0.050231807,2.9403772,2.9407320,-0.012066334,0.486133 µm.
3.1500000,-0.044789208,-0.051089032,3.1503469,3.1507843,-0.013881617,0.486133 µm.
3.1500000,-0.044789208,-0.051089032,3.1503469,3.1507843,-0.013881617,0.486133 µm.
3.3600000,-0.044841834,-0.051999793,3.3603047,3.3608366,-0.015827312,0.486133 µm.
3.3600000,-0.044841834,-0.051999793,3.3603047,3.3608366,-0.015827312,0.486133 µm.
3.5700000,-0.044894753,-0.052962977,3.5702495,3.5708889,-0.017904462,0.486133 µm.
