Y Angle (deg),Tan Shift,Sag Shift,Real Cosine,Ref. Cosine,Distortion,Wavelength
7.2602753,-6.9829010,-6.8926966,0.12651719,0.12613433,0.30353234,0.587562 µm.
7.2602753,-6.9829010,-6.8926966,0.12651719,0.12613433,0.30353234,0.587562 µm.
7.4252816,-6.9869506,-6.8924712,0.12944326,0.12903301,0.31794485,0.587562 µm.
7.4252816,-6.9869506,-6.8924712,0.12944326,0.12903301,0.31794485,0.587562 µm.
7.5902878,-6.9911046,-6.8922414,0.13237284,0.13193386,0.33272482,0.587562 µm.
7.5902878,-6.9911046,-6.8922414,0.13237284,0.13193386,0.33272482,0.587562 µm.
7.7552941,-6.9953641,-6.8920075,0.13530601,0.13483695,0.34787544,0.587562 µm.
7.7552941,-6.9953641,-6.8920075,0.13530601,0.13483695,0.34787544,0.587562 µm.
7.9203003,-6.9997303,-6.8917693,0.13824286,0.13774231,0.36339997,0.587562 µm.
7.9203003,-6.9997303,-6.8917693,0.13824286,0.13774231,0.36339997,0.587562 µm.
8.0853066,-7.0042042,-6.8915270,0.14118348,0.14065000,0.37930181,0.587562 µm.
8.0853066,-7.0042042,-6.8915270,0.14118348,0.14065000,0.37930181,0.587562 µm.
8.2503129,-7.0087872,-6.8912806,0.14412797,0.14356007,0.39558444,0.587562 µm.
8.2503129,-7.0087872,-6.8912806,0.14412797,0.14356007,0.39558444,0.587562 µm.
8.4153191,-7.0134803,-6.8910303,0.14707640,0.14647257,0.41225146,0.587562 µm.
8.4153191,-7.0134803,-6.8910303,0.14707640,0.14647257,0.41225146,0.587562 µm.
8.5803254,-7.0182850,-6.8907761,0.15002888,0.14938755,0.42930659,0.587562 µm.
8.5803254,-7.0182850,-6.8907761,0.15002888,0.14938755,0.42930659,0.587562 µm.
8.7453316,-7.0232026,-6.8905181,0.15298550,0.15230507,0.44675365,0.587562 µm.
8.7453316,-7.0232026,-6.8905181,0.15298550,0.15230507,0.44675365,0.587562 µm.
8.9103379,-7.0282346,-6.8902564,0.15594635,0.15522518,0.46459660,0.587562 µm.
8.9103379,-7.0282346,-6.8902564,0.15594635,0.15522518,0.46459660,0.587562 µm.
9.0753441,-7.0333824,-6.8899911,0.15891152,0.15814792,0.48283950,0.587562 µm.
9.0753441,-7.0333824,-6.8899911,0.15891152,0.15814792,0.48283950,0.587562 µm.
9.2403504,-7.0386475,-6.8897223,0.16188112,0.16107336,0.50148655,0.587562 µm.
9.2403504,-7.0386475,-6.8897223,0.16188112,0.16107336,0.50148655,0.587562 µm.
9.4053567,-7.0440316,-6.8894501,0.16485523,0.16400153,0.52054208,0.587562 µm.
9.4053567,-7.0440316,-6.8894501,0.16485523,0.16400153,0.52054208,0.587562 µm.
9.5703629,-7.0495363,-6.8891747,0.16783396,0.16693250,0.54001056,0.587562 µm.
9.5703629,-7.0495363,-6.8891747,0.16783396,0.16693250,0.54001056,0.587562 µm.
9.7353692,-7.0551634,-6.8888961,0.17081740,0.16986632,0.55989656,0.587562 µm.
9.7353692,-7.0551634,-6.8888961,0.17081740,0.16986632,0.55989656,0.587562 µm.
9.9003754,-7.0609147,-6.8886145,0.17380565,0.17280304,0.58020485,0.587562 µm.
9.9003754,-7.0609147,-6.8886145,0.17380565,0.17280304,0.58020485,0.587562 µm.
10.065382,-7.0667921,-6.8883300,0.17679882,0.17574271,0.60094029,0.587562 µm.
10.065382,-7.0667921,-6.8883300,0.17679882,0.17574271,0.60094029,0.587562 µm.
10.230388,-7.0727976,-6.8880427,0.17979701,0.17868540,0.62210793,0.587562 µm.
10.230388,-7.0727976,-6.8880427,0.17979701,0.17868540,0.62210793,0.587562 µm.
10.395394,-7.0789332,-6.8877528,0.18280032,0.18163114,0.64371296,0.587562 µm.
10.395394,-7.0789332,-6.8877528,0.18280032,0.18163114,0.64371296,0.587562 µm.
10.560400,-7.0852011,-6.8874605,0.18580885,0.18457999,0.66576072,0.587562 µm.
10.560400,-7.0852011,-6.8874605,0.18580885,0.18457999,0.66576072,0.587562 µm.
10.725407,-7.0916035,-6.8871658,0.18882272,0.18753201,0.68825674,0.587562 µm.
10.725407,-7.0916035,-6.8871658,0.18882272,0.18753201,0.68825674,0.587562 µm.
10.890413,-7.0981428,-6.8868691,0.19184202,0.19048726,0.71120668,0.587562 µm.
10.890413,-7.0981428,-6.8868691,0.19184202,0.19048726,0.71120668,0.587562 µm.
11.055419,-7.1048214,-6.8865704,0.19486687,0.19344578,0.73461642,0.587562 µm.
11.055419,-7.1048214,-6.8865704,0.19486687,0.19344578,0.73461642,0.587562 µm.
11.220425,-7.1116418,-6.8862699,0.19789737,0.19640764,0.75849200,0.587562 µm.
11.220425,-7.1116418,-6.8862699,0.19789737,0.19640764,0.75849200,0.587562 µm.
11.385432,-7.1186067,-6.8859679,0.20093365,0.19937288,0.78283964,0.587562 µm.
11.385432,-7.1186067,-6.8859679,0.20093365,0.19937288,0.78283964,0.587562 µm.
11.550438,-7.1257189,-6.8856646,0.20397580,0.20234156,0.80766577,0.587562 µm.
11.550438,-7.1257189,-6.8856646,0.20397580,0.20234156,0.80766577,0.587562 µm.
11.715444,-7.1329812,-6.8853600,0.20702395,0.20531374,0.83297701,0.587562 µm.
11.715444,-7.1329812,-6.8853600,0.20702395,0.20531374,0.83297701,0.587562 µm.
11.880451,-7.1403967,-6.8850546,0.21007821,0.20828947,0.85878020,0.587562 µm.
11.880451,-7.1403967,-6.8850546,0.21007821,0.20828947,0.85878020,0.587562 µm.
12.045457,-7.1479684,-6.8847485,0.21313871,0.21126880,0.88508237,0.587562 µm.
12.045457,-7.1479684,-6.8847485,0.21313871,0.21126880,0.88508237,0.587562 µm.
12.210463,-7.1556998,-6.8844420,0.21620555,0.21425181,0.91189080,0.587562 µm.
12.210463,-7.1556998,-6.8844420,0.21620555,0.21425181,0.91189080,0.587562 µm.
12.375469,-7.1635943,-6.8841353,0.21927886,0.21723853,0.93921298,0.587562 µm.
12.375469,-7.1635943,-6.8841353,0.21927886,0.21723853,0.93921298,0.587562 µm.
12.540476,-7.1716553,-6.8838287,0.22235877,0.22022903,0.96705666,0.587562 µm.
12.540476,-7.1716553,-6.8838287,0.22235877,0.22022903,0.96705666,0.587562 µm.
12.705482,-7.1798867,-6.8835225,0.22544539,0.22322336,0.99542981,0.587562 µm.
12.705482,-7.1798867,-6.8835225,0.22544539,0.22322336,0.99542981,0.587562 µm.
12.870488,-7.1882924,-6.8832170,0.22853886,0.22622159,1.0243407,0.587562 µm.
12.870488,-7.1882924,-6.8832170,0.22853886,0.22622159,1.0243407,0.587562 µm.
13.035494,-7.1968765,-6.8829125,0.23163931,0.22922376,1.0537978,0.587562 µm.
13.035494,-7.1968765,-6.8829125,0.23163931,0.22922376,1.0537978,0.587562 µm.
13.200501,-7.2056432,-6.8826093,0.23474687,0.23222994,1.0838099,0.587562 µm.
13.200501,-7.2056432,-6.8826093,0.23474687,0.23222994,1.0838099,0.587562 µm.
13.365507,-7.2145970,-6.8823079,0.23786166,0.23524018,1.1143860,0.587562 µm.
13.365507,-7.2145970,-6.8823079,0.23786166,0.23524018,1.1143860,0.587562 µm.
13.530513,-7.2237427,-6.8820085,0.24098384,0.23825454,1.1455356,0.587562 µm.
13.530513,-7.2237427,-6.8820085,0.24098384,0.23825454,1.1455356,0.587562 µm.
13.695519,-7.2330850,-6.8817115,0.24411352,0.24127309,1.1772684,0.587562 µm.
13.695519,-7.2330850,-6.8817115,0.24411352,0.24127309,1.1772684,0.587562 µm.
13.860526,-7.2426291,-6.8814174,0.24725087,0.24429588,1.2095942,0.587562 µm.
13.860526,-7.2426291,-6.8814174,0.24725087,0.24429588,1.2095942,0.587562 µm.
14.025532,-7.2523803,-6.8811266,0.25039601,0.24732296,1.2425235,0.587562 µm.
14.025532,-7.2523803,-6.8811266,0.25039601,0.24732296,1.2425235,0.587562 µm.
14.190538,-7.2623443,-6.8808394,0.25354910,0.25035441,1.2760669,0.587562 µm.
14.190538,-7.2623443,-6.8808394,0.25354910,0.25035441,1.2760669,0.587562 µm.
14.355544,-7.2725269,-6.8805564,0.25671028,0.25339027,1.3102354,0.587562 µm.
14.355544,-7.2725269,-6.8805564,0.25671028,0.25339027,1.3102354,0.587562 µm.
14.520551,-7.2829342,-6.8802781,0.25987970,0.25643061,1.3450406,0.587562 µm.
14.520551,-7.2829342,-6.8802781,0.25987970,0.25643061,1.3450406,0.587562 µm.
14.685557,-7.2935727,-6.8800050,0.26305753,0.25947549,1.3804941,0.587562 µm.
14.685557,-7.2935727,-6.8800050,0.26305753,0.25947549,1.3804941,0.587562 µm.
14.850563,-7.3044490,-6.8797375,0.26624392,0.26252497,1.4166083,0.587562 µm.
14.850563,-7.3044490,-6.8797375,0.26624392,0.26252497,1.4166083,0.587562 µm.
15.015569,-7.3155702,-6.8794763,0.26943902,0.26557911,1.4533956,0.587562 µm.
15.015569,-7.3155702,-6.8794763,0.26943902,0.26557911,1.4533956,0.587562 µm.
15.180576,-7.3269438,-6.8792220,0.27264301,0.26863797,1.4908693,0.587562 µm.
15.180576,-7.3269438,-6.8792220,0.27264301,0.26863797,1.4908693,0.587562 µm.
15.345582,-7.3385773,-6.8789751,0.27585605,0.27170162,1.5290429,0.587562 µm.
15.345582,-7.3385773,-6.8789751,0.27585605,0.27170162,1.5290429,0.587562 µm.
15.510588,-7.3504789,-6.8787363,0.27907831,0.27477011,1.5679303,0.587562 µm.
15.510588,-7.3504789,-6.8787363,0.27907831,0.27477011,1.5679303,0.587562 µm.
15.675594,-7.3626572,-6.8785063,0.28230997,0.27784351,1.6075462,0.587562 µm.
15.675594,-7.3626572,-6.8785063,0.28230997,0.27784351,1.6075462,0.587562 µm.
15.840601,-7.3751209,-6.8782857,0.28555121,0.28092189,1.6479055,0.587562 µm.
15.840601,-7.3751209,-6.8782857,0.28555121,0.28092189,1.6479055,0.587562 µm.
16.005607,-7.3878794,-6.8780755,0.28880221,0.28400529,1.6890239,0.587562 µm.
16.005607,-7.3878794,-6.8780755,0.28880221,0.28400529,1.6890239,0.587562 µm.
16.170613,-7.4009425,-6.8778762,0.29206316,0.28709380,1.7309176,0.587562 µm.
16.170613,-7.4009425,-6.8778762,0.29206316,0.28709380,1.7309176,0.587562 µm.
16.335619,-7.4143204,-6.8776888,0.29533425,0.29018747,1.7736032,0.587562 µm.
16.335619,-7.4143204,-6.8776888,0.29533425,0.29018747,1.7736032,0.587562 µm.
16.500626,-7.4280239,-6.8775141,0.29861567,0.29328637,1.8170983,0.587562 µm.
16.500626,-7.4280239,-6.8775141,0.29861567,0.29328637,1.8170983,0.587562 µm.
0.00000000,-6.8809663,-6.8809663,0.00000000,0.00000000,0.00000000,0.656273 µm.
0.00000000,-6.8809663,-6.8809663,0.00000000,0.00000000,0.00000000,0.656273 µm.
0.16500626,-6.8810091,-6.8809638,2.8490859E-003,2.8490816E-003,1.5158012E-004,0.656273 µm.
0.16500626,-6.8810091,-6.8809638,2.8490859E-003,2.8490816E-003,1.5158012E-004,0.656273 µm.
0.33001251,-6.8811375,-6.8809562,5.6982449E-003,5.6982104E-003,6.0634989E-004,0.656273 µm.
0.33001251,-6.8811375,-6.8809562,5.6982449E-003,5.6982104E-003,6.0634989E-004,0.656273 µm.
0.49501877,-6.8813515,-6.8809436,8.5475503E-003,8.5474337E-003,1.3643932E-003,0.656273 µm.
0.49501877,-6.8813515,-6.8809436,8.5475503E-003,8.5474337E-003,1.3643932E-003,0.656273 µm.
0.66002503,-6.8816512,-6.8809260,0.011397075,0.011396799,2.4258507E-003,0.656273 µm.
0.66002503,-6.8816512,-6.8809260,0.011397075,0.011396799,2.4258507E-003,0.656273 µm.
0.82503129,-6.8820366,-6.8809033,0.014246893,0.014246353,3.7909194E-003,0.656273 µm.
0.82503129,-6.8820366,-6.8809033,0.014246893,0.014246353,3.7909194E-003,0.656273 µm.
0.99003754,-6.8825078,-6.8808756,0.017097077,0.017096144,5.4598528E-003,0.656273 µm.
0.99003754,-6.8825078,-6.8808756,0.017097077,0.017096144,5.4598528E-003,0.656273 µm.
1.1550438,-6.8830649,-6.8808428,0.019947700,0.019946218,7.4329610E-003,0.656273 µm.
1.1550438,-6.8830649,-6.8808428,0.019947700,0.019946218,7.4329610E-003,0.656273 µm.
1.3200501,-6.8837079,-6.8808051,0.022798837,0.022796623,9.7106110E-003,0.656273 µm.
1.3200501,-6.8837079,-6.8808051,0.022798837,0.022796623,9.7106110E-003,0.656273 µm.
1.4850563,-6.8844370,-6.8807623,0.025650560,0.025647407,0.012293227,0.656273 µm.
1.4850563,-6.8844370,-6.8807623,0.025650560,0.025647407,0.012293227,0.656273 µm.
1.6500626,-6.8852523,-6.8807145,0.028502942,0.028498616,0.015181290,0.656273 µm.
1.6500626,-6.8852523,-6.8807145,0.028502942,0.028498616,0.015181290,0.656273 µm.
1.8150688,-6.8861540,-6.8806616,0.031356059,0.031350298,0.018375338,0.656273 µm.
1.8150688,-6.8861540,-6.8806616,0.031356059,0.031350298,0.018375338,0.656273 µm.
1.9800751,-6.8871422,-6.8806038,0.034209983,0.034202501,0.021875970,0.656273 µm.
1.9800751,-6.8871422,-6.8806038,0.034209983,0.034202501,0.021875970,0.656273 µm.
2.1450813,-6.8882172,-6.8805410,0.037064790,0.037055272,0.025683840,0.656273 µm.
2.1450813,-6.8882172,-6.8805410,0.037064790,0.037055272,0.025683840,0.656273 µm.
2.3100876,-6.8893790,-6.8804732,0.039920552,0.039908659,0.029799661,0.656273 µm.
2.3100876,-6.8893790,-6.8804732,0.039920552,0.039908659,0.029799661,0.656273 µm.
2.4750939,-6.8906279,-6.8804004,0.042777344,0.042762708,0.034224207,0.656273 µm.
2.4750939,-6.8906279,-6.8804004,0.042777344,0.042762708,0.034224207,0.656273 µm.
2.6401001,-6.8919642,-6.8803227,0.045635241,0.045617469,0.038958310,0.656273 µm.
2.6401001,-6.8919642,-6.8803227,0.045635241,0.045617469,0.038958310,0.656273 µm.
2.8051064,-6.8933881,-6.8802399,0.048494317,0.048472987,0.044002862,0.656273 µm.
2.8051064,-6.8933881,-6.8802399,0.048494317,0.048472987,0.044002862,0.656273 µm.
2.9701126,-6.8948998,-6.8801523,0.051354647,0.051329312,0.049358818,0.656273 µm.
2.9701126,-6.8948998,-6.8801523,0.051354647,0.051329312,0.049358818,0.656273 µm.
3.1351189,-6.8964997,-6.8800597,0.054216307,0.054186490,0.055027191,0.656273 µm.
3.1351189,-6.8964997,-6.8800597,0.054216307,0.054186490,0.055027191,0.656273 µm.
3.3001251,-6.8981881,-6.8799622,0.057079372,0.057044570,0.061009058,0.656273 µm.
3.3001251,-6.8981881,-6.8799622,0.057079372,0.057044570,0.061009058,0.656273 µm.
3.4651314,-6.8999652,-6.8798598,0.059943918,0.059903599,0.067305558,0.656273 µm.
3.4651314,-6.8999652,-6.8798598,0.059943918,0.059903599,0.067305558,0.656273 µm.
3.6301377,-6.9018314,-6.8797526,0.062810019,0.062763626,0.073917892,0.656273 µm.
3.6301377,-6.9018314,-6.8797526,0.062810019,0.062763626,0.073917892,0.656273 µm.
3.7951439,-6.9037871,-6.8796404,0.065677753,0.065624697,0.080847328,0.656273 µm.
3.7951439,-6.9037871,-6.8796404,0.065677753,0.065624697,0.080847328,0.656273 µm.
3.9601502,-6.9058326,-6.8795234,0.068547196,0.068486863,0.088095196,0.656273 µm.
3.9601502,-6.9058326,-6.8795234,0.068547196,0.068486863,0.088095196,0.656273 µm.
4.1251564,-6.9079684,-6.8794016,0.071418425,0.071350169,0.095662893,0.656273 µm.
4.1251564,-6.9079684,-6.8794016,0.071418425,0.071350169,0.095662893,0.656273 µm.
4.2901627,-6.9101949,-6.8792750,0.074291516,0.074214666,0.10355188,0.656273 µm.
4.2901627,-6.9101949,-6.8792750,0.074291516,0.074214666,0.10355188,0.656273 µm.
4.4551689,-6.9125125,-6.8791435,0.077166548,0.077080400,0.11176369,0.656273 µm.
4.4551689,-6.9125125,-6.8791435,0.077166548,0.077080400,0.11176369,0.656273 µm.
4.6201752,-6.9149216,-6.8790074,0.080043597,0.079947421,0.12029993,0.656273 µm.
4.6201752,-6.9149216,-6.8790074,0.080043597,0.079947421,0.12029993,0.656273 µm.
4.7851815,-6.9174229,-6.8788664,0.082922743,0.082815776,0.12916226,0.656273 µm.
4.7851815,-6.9174229,-6.8788664,0.082922743,0.082815776,0.12916226,0.656273 µm.
4.9501877,-6.9200168,-6.8787208,0.085804063,0.085685515,0.13835241,0.656273 µm.
4.9501877,-6.9200168,-6.8787208,0.085804063,0.085685515,0.13835241,0.656273 µm.
5.1151940,-6.9227037,-6.8785705,0.088687637,0.088556686,0.14787221,0.656273 µm.
5.1151940,-6.9227037,-6.8785705,0.088687637,0.088556686,0.14787221,0.656273 µm.
5.2802002,-6.9254844,-6.8784155,0.091573543,0.091429337,0.15772354,0.656273 µm.
5.2802002,-6.9254844,-6.8784155,0.091573543,0.091429337,0.15772354,0.656273 µm.
5.4452065,-6.9283594,-6.8782559,0.094461862,0.094303519,0.16790835,0.656273 µm.
5.4452065,-6.9283594,-6.8782559,0.094461862,0.094303519,0.16790835,0.656273 µm.
5.6102127,-6.9313293,-6.8780917,0.097352674,0.097179278,0.17842868,0.656273 µm.
5.6102127,-6.9313293,-6.8780917,0.097352674,0.097179278,0.17842868,0.656273 µm.
5.7752190,-6.9343947,-6.8779230,0.10024606,0.10005667,0.18928664,0.656273 µm.
5.7752190,-6.9343947,-6.8779230,0.10024606,0.10005667,0.18928664,0.656273 µm.
5.9402253,-6.9375563,-6.8777497,0.10314210,0.10293573,0.20048442,0.656273 µm.
5.9402253,-6.9375563,-6.8777497,0.10314210,0.10293573,0.20048442,0.656273 µm.
6.1052315,-6.9408149,-6.8775719,0.10604088,0.10581652,0.21202430,0.656273 µm.
6.1052315,-6.9408149,-6.8775719,0.10604088,0.10581652,0.21202430,0.656273 µm.
6.2702378,-6.9441711,-6.8773898,0.10894247,0.10869908,0.22390861,0.656273 µm.
6.2702378,-6.9441711,-6.8773898,0.10894247,0.10869908,0.22390861,0.656273 µm.
6.4352440,-6.9476258,-6.8772032,0.11184697,0.11158347,0.23613981,0.656273 µm.
6.4352440,-6.9476258,-6.8772032,0.11184697,0.11158347,0.23613981,0.656273 µm.
6.6002503,-6.9511797,-6.8770123,0.11475445,0.11446974,0.24872040,0.656273 µm.
6.6002503,-6.9511797,-6.8770123,0.11475445,0.11446974,0.24872040,0.656273 µm.
6.7652565,-6.9548337,-6.8768170,0.11766500,0.11735793,0.26165299,0.656273 µm.
6.7652565,-6.9548337,-6.8768170,0.11766500,0.11735793,0.26165299,0.656273 µm.
6.9302628,-6.9585886,-6.8766176,0.12057870,0.12024809,0.27494028,0.656273 µm.
6.9302628,-6.9585886,-6.8766176,0.12057870,0.12024809,0.27494028,0.656273 µm.
7.0952691,-6.9624453,-6.8764139,0.12349564,0.12314028,0.28858506,0.656273 µm.
7.0952691,-6.9624453,-6.8764139,0.12349564,0.12314028,0.28858506,0.656273 µm.
7.2602753,-6.9664049,-6.8762061,0.12641591,0.12603454,0.30259020,0.656273 µm.
7.2602753,-6.9664049,-6.8762061,0.12641591,0.12603454,0.30259020,0.656273 µm.
7.4252816,-6.9704682,-6.8759942,0.12933958,0.12893092,0.31695867,0.656273 µm.
7.4252816,-6.9704682,-6.8759942,0.12933958,0.12893092,0.31695867,0.656273 µm.
7.5902878,-6.9746363,-6.8757783,0.13226675,0.13182948,0.33169355,0.656273 µm.
7.5902878,-6.9746363,-6.8757783,0.13226675,0.13182948,0.33169355,0.656273 µm.
7.7552941,-6.9789103,-6.8755584,0.13519751,0.13473027,0.34679801,0.656273 µm.
7.7552941,-6.9789103,-6.8755584,0.13519751,0.13473027,0.34679801,0.656273 µm.
7.9203003,-6.9832912,-6.8753347,0.13813195,0.13763333,0.36227532,0.656273 µm.
7.9203003,-6.9832912,-6.8753347,0.13813195,0.13763333,0.36227532,0.656273 µm.
8.0853066,-6.9877803,-6.8751071,0.14107014,0.14053872,0.37812886,0.656273 µm.
8.0853066,-6.9877803,-6.8751071,0.14107014,0.14053872,0.37812886,0.656273 µm.
8.2503129,-6.9923788,-6.8748759,0.14401219,0.14344649,0.39436210,0.656273 µm.
8.2503129,-6.9923788,-6.8748759,0.14401219,0.14344649,0.39436210,0.656273 µm.
8.4153191,-6.9970879,-6.8746409,0.14695818,0.14635669,0.41097865,0.656273 µm.
8.4153191,-6.9970879,-6.8746409,0.14695818,0.14635669,0.41097865,0.656273 µm.
8.5803254,-7.0019089,-6.8744025,0.14990821,0.14926937,0.42798221,0.656273 µm.
8.5803254,-7.0019089,-6.8744025,0.14990821,0.14926937,0.42798221,0.656273 µm.
8.7453316,-7.0068431,-6.8741605,0.15286237,0.15218458,0.44537661,0.656273 µm.
8.7453316,-7.0068431,-6.8741605,0.15286237,0.15218458,0.44537661,0.656273 µm.
8.9103379,-7.0118921,-6.8739152,0.15582076,0.15510237,0.46316577,0.656273 µm.
8.9103379,-7.0118921,-6.8739152,0.15582076,0.15510237,0.46316577,0.656273 µm.
9.0753441,-7.0170573,-6.8736665,0.15878345,0.15802281,0.48135378,0.656273 µm.
9.0753441,-7.0170573,-6.8736665,0.15878345,0.15802281,0.48135378,0.656273 µm.
9.2403504,-7.0223403,-6.8734148,0.16175057,0.16094592,0.49994482,0.656273 µm.
9.2403504,-7.0223403,-6.8734148,0.16175057,0.16094592,0.49994482,0.656273 µm.
9.4053567,-7.0277426,-6.8731599,0.16472219,0.16387178,0.51894320,0.656273 µm.
9.4053567,-7.0277426,-6.8731599,0.16472219,0.16387178,0.51894320,0.656273 µm.
9.5703629,-7.0332659,-6.8729021,0.16769841,0.16680044,0.53835339,0.656273 µm.
9.5703629,-7.0332659,-6.8729021,0.16769841,0.16680044,0.53835339,0.656273 µm.
9.7353692,-7.0389120,-6.8726414,0.17067934,0.16973193,0.55817996,0.656273 µm.
9.7353692,-7.0389120,-6.8726414,0.17067934,0.16973193,0.55817996,0.656273 µm.
9.9003754,-7.0446828,-6.8723781,0.17366508,0.17266633,0.57842766,0.656273 µm.
9.9003754,-7.0446828,-6.8723781,0.17366508,0.17266633,0.57842766,0.656273 µm.
10.065382,-7.0505800,-6.8721122,0.17665572,0.17560368,0.59910135,0.656273 µm.
10.065382,-7.0505800,-6.8721122,0.17665572,0.17560368,0.59910135,0.656273 µm.
10.230388,-7.0566057,-6.8718438,0.17965137,0.17854403,0.62020606,0.656273 µm.
10.230388,-7.0566057,-6.8718438,0.17965137,0.17854403,0.62020606,0.656273 µm.
10.395394,-7.0627619,-6.8715732,0.18265213,0.18148744,0.64174698,0.656273 µm.
10.395394,-7.0627619,-6.8715732,0.18265213,0.18148744,0.64174698,0.656273 µm.
10.560400,-7.0690508,-6.8713004,0.18565811,0.18443396,0.66372944,0.656273 µm.
10.560400,-7.0690508,-6.8713004,0.18565811,0.18443396,0.66372944,0.656273 µm.
10.725407,-7.0754747,-6.8710257,0.18866940,0.18738365,0.68615894,0.656273 µm.
10.725407,-7.0754747,-6.8710257,0.18866940,0.18738365,0.68615894,0.656273 µm.
10.890413,-7.0820359,-6.8707492,0.19168612,0.19033656,0.70904116,0.656273 µm.
10.890413,-7.0820359,-6.8707492,0.19168612,0.19033656,0.70904116,0.656273 µm.
11.055419,-7.0887367,-6.8704711,0.19470838,0.19329274,0.73238195,0.656273 µm.
11.055419,-7.0887367,-6.8704711,0.19470838,0.19329274,0.73238195,0.656273 µm.
11.220425,-7.0955798,-6.8701915,0.19773629,0.19625225,0.75618734,0.656273 µm.
11.220425,-7.0955798,-6.8701915,0.19773629,0.19625225,0.75618734,0.656273 µm.
11.385432,-7.1025679,-6.8699107,0.20076995,0.19921515,0.78046355,0.656273 µm.
11.385432,-7.1025679,-6.8699107,0.20076995,0.19921515,0.78046355,0.656273 µm.
11.550438,-7.1097036,-6.8696289,0.20380948,0.20218148,0.80521698,0.656273 µm.
11.550438,-7.1097036,-6.8696289,0.20380948,0.20218148,0.80521698,0.656273 µm.
11.715444,-7.1169899,-6.8693462,0.20685499,0.20515131,0.83045425,0.656273 µm.
11.715444,-7.1169899,-6.8693462,0.20685499,0.20515131,0.83045425,0.656273 µm.
11.880451,-7.1244298,-6.8690630,0.20990661,0.20812468,0.85618217,0.656273 µm.
11.880451,-7.1244298,-6.8690630,0.20990661,0.20812468,0.85618217,0.656273 µm.
12.045457,-7.1320264,-6.8687794,0.21296444,0.21110166,0.88240778,0.656273 µm.
12.045457,-7.1320264,-6.8687794,0.21296444,0.21110166,0.88240778,0.656273 µm.
12.210463,-7.1397830,-6.8684957,0.21602861,0.21408230,0.90913833,0.656273 µm.
12.210463,-7.1397830,-6.8684957,0.21602861,0.21408230,0.90913833,0.656273 µm.
12.375469,-7.1477031,-6.8682122,0.21909924,0.21706666,0.93638130,0.656273 µm.
12.375469,-7.1477031,-6.8682122,0.21909924,0.21706666,0.93638130,0.656273 µm.
12.540476,-7.1557903,-6.8679292,0.22217644,0.22005480,0.96414441,0.656273 µm.
12.540476,-7.1557903,-6.8679292,0.22217644,0.22005480,0.96414441,0.656273 µm.
12.705482,-7.1640483,-6.8676468,0.22526036,0.22304676,0.99243564,0.656273 µm.
12.705482,-7.1640483,-6.8676468,0.22526036,0.22304676,0.99243564,0.656273 µm.
12.870488,-7.1724809,-6.8673655,0.22835110,0.22604261,1.0212632,0.656273 µm.
12.870488,-7.1724809,-6.8673655,0.22835110,0.22604261,1.0212632,0.656273 µm.
13.035494,-7.1810924,-6.8670856,0.23144881,0.22904241,1.0506356,0.656273 µm.
13.035494,-7.1810924,-6.8670856,0.23144881,0.22904241,1.0506356,0.656273 µm.
13.200501,-7.1898869,-6.8668073,0.23455361,0.23204621,1.0805616,0.656273 µm.
13.200501,-7.1898869,-6.8668073,0.23455361,0.23204621,1.0805616,0.656273 µm.
13.365507,-7.1988690,-6.8665311,0.23766564,0.23505407,1.1110502,0.656273 µm.
13.365507,-7.1988690,-6.8665311,0.23766564,0.23505407,1.1110502,0.656273 µm.
13.530513,-7.2080433,-6.8662572,0.24078503,0.23806605,1.1421108,0.656273 µm.
13.530513,-7.2080433,-6.8662572,0.24078503,0.23806605,1.1421108,0.656273 µm.
13.695519,-7.2174147,-6.8659861,0.24391192,0.24108221,1.1737530,0.656273 µm.
13.695519,-7.2174147,-6.8659861,0.24391192,0.24108221,1.1737530,0.656273 µm.
13.860526,-7.2269883,-6.8657182,0.24704645,0.24410261,1.2059869,0.656273 µm.
13.860526,-7.2269883,-6.8657182,0.24704645,0.24410261,1.2059869,0.656273 µm.
14.025532,-7.2367694,-6.8654539,0.25018877,0.24712730,1.2388226,0.656273 µm.
14.025532,-7.2367694,-6.8654539,0.25018877,0.24712730,1.2388226,0.656273 µm.
14.190538,-7.2467637,-6.8651937,0.25333901,0.25015634,1.2722710,0.656273 µm.
14.190538,-7.2467637,-6.8651937,0.25333901,0.25015634,1.2722710,0.656273 µm.
14.355544,-7.2569770,-6.8649379,0.25649733,0.25318980,1.3063430,0.656273 µm.
14.355544,-7.2569770,-6.8649379,0.25649733,0.25318980,1.3063430,0.656273 µm.
14.520551,-7.2674155,-6.8646872,0.25966388,0.25622774,1.3410499,0.656273 µm.
14.520551,-7.2674155,-6.8646872,0.25966388,0.25622774,1.3410499,0.656273 µm.
14.685557,-7.2780854,-6.8644419,0.26283881,0.25927021,1.3764036,0.656273 µm.
14.685557,-7.2780854,-6.8644419,0.26283881,0.25927021,1.3764036,0.656273 µm.
14.850563,-7.2889936,-6.8642027,0.26602229,0.26231727,1.4124163,0.656273 µm.
14.850563,-7.2889936,-6.8642027,0.26602229,0.26231727,1.4124163,0.656273 µm.
15.015569,-7.3001471,-6.8639701,0.26921446,0.26536900,1.4491005,0.656273 µm.
15.015569,-7.3001471,-6.8639701,0.26921446,0.26536900,1.4491005,0.656273 µm.
