Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,0.37801561,0.37801561,0.00000000,0.00000000,0.00000000,0.550000 µm.
0.00000000,0.37801561,0.37801561,0.00000000,0.00000000,0.00000000,0.550000 µm.
0.24000000,0.37779099,0.37778621,0.23915572,0.23915571,3.3963677E-006,0.550000 µm.
0.24000000,0.37779099,0.37778621,0.23915572,0.23915571,3.3963677E-006,0.550000 µm.
0.48000000,0.37710281,0.37709804,0.47831149,0.47831142,1.3580210E-005,0.550000 µm.
0.48000000,0.37710281,0.37709804,0.47831149,0.47831142,1.3580210E-005,0.550000 µm.
0.72000000,0.37595130,0.37595117,0.71746736,0.71746714,3.0535710E-005,0.550000 µm.
0.72000000,0.37595130,0.37595117,0.71746736,0.71746714,3.0535710E-005,0.550000 µm.
0.96000000,0.37433683,0.37434574,0.95662337,0.95662285,5.4236505E-005,0.550000 µm.
0.96000000,0.37433683,0.37434574,0.95662337,0.95662285,5.4236505E-005,0.550000 µm.
1.2000000,0.37225992,0.37228193,1.1957796,1.1957786,8.4645677E-005,0.550000 µm.
1.2000000,0.37225992,0.37228193,1.1957796,1.1957786,8.4645677E-005,0.550000 µm.
1.4400000,0.36972126,0.36975998,1.4349360,1.4349343,1.2171574E-004,0.550000 µm.
1.4400000,0.36972126,0.36975998,1.4349360,1.4349343,1.2171574E-004,0.550000 µm.
1.6800000,0.36672167,0.36678017,1.6740928,1.6740900,1.6538864E-004,0.550000 µm.
1.6800000,0.36672167,0.36678017,1.6740928,1.6740900,1.6538864E-004,0.550000 µm.
1.9200000,0.36326212,0.36334285,1.9132498,1.9132457,2.1559570E-004,0.550000 µm.
1.9200000,0.36326212,0.36334285,1.9132498,1.9132457,2.1559570E-004,0.550000 µm.
2.1600000,0.35934373,0.35944840,2.1524073,2.1524014,2.7225764E-004,0.550000 µm.
2.1600000,0.35934373,0.35944840,2.1524073,2.1524014,2.7225764E-004,0.550000 µm.
2.4000000,0.35496779,0.35509728,2.3915651,2.3915571,3.3528454E-004,0.550000 µm.
2.4000000,0.35496779,0.35509728,2.3915651,2.3915571,3.3528454E-004,0.550000 µm.
2.6400000,0.35013571,0.35028998,2.6307235,2.6307128,4.0457581E-004,0.550000 µm.
2.6400000,0.35013571,0.35028998,2.6307235,2.6307128,4.0457581E-004,0.550000 µm.
2.8800000,0.34484907,0.34502704,2.8698823,2.8698685,4.8002015E-004,0.550000 µm.
2.8800000,0.34484907,0.34502704,2.8698823,2.8698685,4.8002015E-004,0.550000 µm.
3.1200000,0.33910959,0.33930908,3.1090417,3.1090243,5.6149555E-004,0.550000 µm.
3.1200000,0.33910959,0.33930908,3.1090417,3.1090243,5.6149555E-004,0.550000 µm.
3.3600000,0.33291915,0.33313675,3.3482017,3.3481800,6.4886920E-004,0.550000 µm.
3.3600000,0.33291915,0.33313675,3.3482017,3.3481800,6.4886920E-004,0.550000 µm.
3.6000000,0.32627976,0.32651075,3.5873623,3.5873357,7.4199751E-004,0.550000 µm.
3.6000000,0.32627976,0.32651075,3.5873623,3.5873357,7.4199751E-004,0.550000 µm.
3.8400000,0.31919361,0.31943185,3.8265236,3.8264914,8.4072602E-004,0.550000 µm.
3.8400000,0.31919361,0.31943185,3.8265236,3.8264914,8.4072602E-004,0.550000 µm.
4.0800000,0.31166300,0.31190084,4.0656855,4.0656471,9.4488938E-004,0.550000 µm.
4.0800000,0.31166300,0.31190084,4.0656855,4.0656471,9.4488938E-004,0.550000 µm.
4.3200000,0.30369042,0.30391861,4.3048482,4.3048028,1.0543113E-003,0.550000 µm.
4.3200000,0.30369042,0.30391861,4.3048482,4.3048028,1.0543113E-003,0.550000 µm.
4.5600000,0.29527848,0.29548606,4.5440116,4.5439585,1.1688044E-003,0.550000 µm.
4.5600000,0.29527848,0.29548606,4.5440116,4.5439585,1.1688044E-003,0.550000 µm.
4.8000000,0.28642994,0.28660416,4.7831759,4.7831142,1.2881704E-003,0.550000 µm.
4.8000000,0.28642994,0.28660416,4.7831759,4.7831142,1.2881704E-003,0.550000 µm.
5.0400000,0.27714775,0.27727392,5.0223409,5.0222700,1.4121998E-003,0.550000 µm.
5.0400000,0.27714775,0.27727392,5.0223409,5.0222700,1.4121998E-003,0.550000 µm.
5.2800000,0.26743494,0.26749643,5.2615067,5.2614257,1.5406718E-003,0.550000 µm.
5.2800000,0.26743494,0.26749643,5.2615067,5.2614257,1.5406718E-003,0.550000 µm.
5.5200000,0.25729476,0.25727281,5.5006734,5.5005814,1.6733546E-003,0.550000 µm.
5.5200000,0.25729476,0.25727281,5.5006734,5.5005814,1.6733546E-003,0.550000 µm.
5.7600000,0.24673056,0.24660423,5.7398410,5.7397371,1.8100049E-003,0.550000 µm.
5.7600000,0.24673056,0.24660423,5.7398410,5.7397371,1.8100049E-003,0.550000 µm.
6.0000000,0.23574585,0.23549191,5.9790094,5.9788928,1.9503680E-003,0.550000 µm.
6.0000000,0.23574585,0.23549191,5.9790094,5.9788928,1.9503680E-003,0.550000 µm.
6.2400000,0.22434430,0.22393714,6.2181787,6.2180485,2.0941778E-003,0.550000 µm.
6.2400000,0.22434430,0.22393714,6.2181787,6.2180485,2.0941778E-003,0.550000 µm.
6.4800000,0.21252973,0.21194125,6.4573489,6.4572042,2.2411565E-003,0.550000 µm.
6.4800000,0.21252973,0.21194125,6.4573489,6.4572042,2.2411565E-003,0.550000 µm.
6.7200000,0.20030609,0.19950563,6.6965200,6.6963599,2.3910148E-003,0.550000 µm.
6.7200000,0.20030609,0.19950563,6.6965200,6.6963599,2.3910148E-003,0.550000 µm.
6.9600000,0.18767750,0.18663170,6.9356920,6.9355156,2.5434514E-003,0.550000 µm.
6.9600000,0.18767750,0.18663170,6.9356920,6.9355156,2.5434514E-003,0.550000 µm.
7.2000000,0.17464820,0.17332096,7.1748649,7.1746714,2.6981535E-003,0.550000 µm.
7.2000000,0.17464820,0.17332096,7.1748649,7.1746714,2.6981535E-003,0.550000 µm.
7.4400000,0.16122262,0.15957493,7.4140387,7.4138271,2.8547961E-003,0.550000 µm.
7.4400000,0.16122262,0.15957493,7.4140387,7.4138271,2.8547961E-003,0.550000 µm.
7.6800000,0.14740530,0.14539523,7.6532134,7.6529828,3.0130421E-003,0.550000 µm.
7.6800000,0.14740530,0.14539523,7.6532134,7.6529828,3.0130421E-003,0.550000 µm.
7.9200000,0.13320094,0.13078347,7.8923889,7.8921385,3.1725424E-003,0.550000 µm.
7.9200000,0.13320094,0.13078347,7.8923889,7.8921385,3.1725424E-003,0.550000 µm.
8.1600000,0.11861440,0.11574136,8.1315652,8.1312942,3.3329356E-003,0.550000 µm.
8.1600000,0.11861440,0.11574136,8.1315652,8.1312942,3.3329356E-003,0.550000 µm.
8.4000000,0.10365068,0.10027065,8.3707424,8.3704499,3.4938478E-003,0.550000 µm.
8.4000000,0.10365068,0.10027065,8.3707424,8.3704499,3.4938478E-003,0.550000 µm.
8.6400000,0.088314909,0.084373119,8.6099203,8.6096056,3.6548925E-003,0.550000 µm.
8.6400000,0.088314909,0.084373119,8.6099203,8.6096056,3.6548925E-003,0.550000 µm.
8.8800000,0.072612396,0.068050626,8.8490990,8.8487613,3.8156708E-003,0.550000 µm.
8.8800000,0.072612396,0.068050626,8.8490990,8.8487613,3.8156708E-003,0.550000 µm.
