Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US08164678-1.ZMX
Title:	
Date:	11/7/2025 5:49:46 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000    -0.029262949    -0.029262949      0.00000000      0.00000000      0.00000000
      0.32300000    -0.033813773    -0.031532724     0.019864372     0.019886056     -0.10904343
      0.64600000    -0.037906660    -0.033705162     0.039689599     0.039773376     -0.21063518
      0.96900000    -0.041479258    -0.035744910     0.059481882     0.059663225     -0.30394426
       1.2920000    -0.044518462    -0.037638162     0.079247856     0.079556867     -0.38841503
       1.6150000    -0.047000280    -0.039374302     0.098994442     0.099455568     -0.46365035
       1.9380000    -0.048910292    -0.040945639      0.11872869      0.11936060     -0.52940560
       2.2610000    -0.050249320    -0.042347462      0.13845766      0.13927322     -0.58558097
       2.5840000    -0.051031933    -0.043577974      0.15818826      0.15919471     -0.63221213
       2.9070000    -0.051284878    -0.044638123      0.17792716      0.17912634     -0.66945949
       3.2300000    -0.051045457    -0.045531376      0.19768068      0.19906938     -0.69759611
       3.5530000    -0.050359842    -0.046263465      0.21745472      0.21902512     -0.71699467
       3.8760000    -0.049281354    -0.046842098      0.23725468      0.23899483     -0.72811372
       4.1990000    -0.047868705    -0.047276666      0.25708541      0.25897981     -0.73148338
       4.5220000    -0.046184248    -0.047577943      0.27695121      0.27898133     -0.72769097
       4.8450000    -0.044292236    -0.047757781      0.29685577      0.29900070     -0.71736683
       5.1680000    -0.042257141    -0.047828815      0.31680220      0.31903921     -0.70117045
       5.4910000    -0.040142051    -0.047804176      0.33679305      0.33909816     -0.67977736
       5.8140000    -0.038007199    -0.047697222      0.35683032      0.35917887     -0.65386695
       6.1370000    -0.035908642    -0.047521287      0.37691550      0.37928264     -0.62411122
       6.4600000    -0.033897125    -0.047289448      0.39704963      0.39941080     -0.59116495
       6.7830000    -0.032017160    -0.047014326      0.41723334      0.41956468     -0.55565694
       7.1060000    -0.030306335    -0.046707907      0.43746691      0.43974560     -0.51818277
       7.4290000    -0.028794856    -0.046381394      0.45775034      0.45995490     -0.47929881
       7.7520000    -0.027505332    -0.046045087      0.47808340      0.48019394     -0.43951765
       8.0750000    -0.026452792    -0.045708289      0.49846569      0.50046407     -0.39930469
       8.3980000    -0.025644911    -0.045379246      0.51889669      0.52076664     -0.35907609
       8.7210000    -0.025082433    -0.045065105      0.53937585      0.54110304     -0.31919769
       9.0440000    -0.024759749    -0.044771898      0.55990260      0.56147464     -0.27998504
       9.3670000    -0.024665615    -0.044504554      0.58047640      0.58188284     -0.24170433
       9.6900000    -0.024783959    -0.044266925      0.60109682      0.60232903     -0.20457405
       10.013000    -0.025094757    -0.044061826      0.62176351      0.62281461     -0.16876740
       10.336000    -0.025574940    -0.043891100      0.64247628      0.64334102     -0.13441528
       10.659000    -0.026199301    -0.043755685      0.66323509      0.66390969     -0.10160967
       10.982000    -0.026941390    -0.043655695      0.68404009      0.68452204    -0.070407525
       11.305000    -0.027774352    -0.043590509      0.70489159      0.70517955    -0.040834837
       11.628000    -0.028671725    -0.043558859      0.72579010      0.72588367    -0.012890972
       11.951000    -0.029608126    -0.043558931      0.74673628      0.74663588     0.013446870
       12.274000    -0.030559925    -0.043588453      0.76773099      0.76743768     0.038219141
       12.597000    -0.031505753    -0.043644796      0.78877520      0.78829056     0.061479414
       12.920000    -0.032426977    -0.043725064      0.80987004      0.80919606     0.083289916
       13.243000    -0.033308055    -0.043826179      0.83101670      0.83015569      0.10371716
       13.566000    -0.034136816    -0.043944969      0.85221649      0.85117101      0.12282776
       13.889000    -0.034904642    -0.044078246      0.87347070      0.87224359      0.14068440
       14.212000    -0.035606569    -0.044222871      0.89478065      0.89337500      0.15734211
       14.535000    -0.036241297    -0.044375827      0.91614761      0.91456683      0.17284483
       14.858000    -0.036811129    -0.044534268      0.93757277      0.93582071      0.18722230
