Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20200319427_Example01P.zmx
Title:	US 2020/0319427 Example 1 (Hasselblad XCD 2.8 65)
Date:	11/7/2025 4:00:08 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------
      0.00000000    -0.048926210  2.4356497E-003     0.063017148
     0.010000000    -0.048935555  2.4250654E-003     0.063006344
     0.020000000    -0.048972920  2.3827452E-003     0.062963144
     0.030000000    -0.049035135  2.3122723E-003     0.062891205
     0.040000000    -0.049122110  2.2137377E-003     0.062790620
     0.050000000    -0.049233721  2.0872687E-003     0.062661517
     0.060000000    -0.049369807  1.9330294E-003     0.062504063
     0.070000000    -0.049530169  1.7512202E-003     0.062318460
     0.080000000    -0.049714576  1.5420783E-003     0.062104948
     0.090000000    -0.049922757  1.3058775E-003     0.061863804
      0.10000000    -0.050154408  1.0429283E-003     0.061595343
      0.11000000    -0.050409187  7.5357840E-004     0.061299916
      0.12000000    -0.050686715  4.3821225E-004     0.060977912
      0.13000000    -0.050986580  9.7251225E-005     0.060629757
      0.14000000    -0.051308328 -2.6884497E-004     0.060255918
      0.15000000    -0.051651473 -6.5958015E-004     0.059856895
      0.16000000    -0.052015489 -1.0744202E-003     0.059433229
      0.17000000    -0.052399814 -1.5127931E-003     0.058985500
      0.18000000    -0.052803849 -1.9740888E-003     0.058514325
      0.19000000    -0.053226957 -2.4576592E-003     0.058020359
      0.20000000    -0.053668463 -2.9628174E-003     0.057504297
      0.21000000    -0.054127654 -3.4888381E-003     0.056966875
      0.22000000    -0.054603779 -4.0349567E-003     0.056408865
      0.23000000    -0.055096050 -4.6003696E-003     0.055831080
      0.24000000    -0.055603637 -5.1842337E-003     0.055234376
      0.25000000    -0.056125673 -5.7856658E-003     0.054619645
      0.26000000    -0.056661253 -6.4037429E-003     0.053987821
      0.27000000    -0.057209429 -7.0375013E-003     0.053339882
      0.28000000    -0.057769215 -7.6859366E-003     0.052676842
      0.29000000    -0.058339584 -8.3480032E-003     0.051999761
      0.30000000    -0.058919470 -9.0226140E-003     0.051309739
      0.31000000    -0.059507765 -9.7086399E-003     0.050607920
      0.32000000    -0.060103318    -0.010404910     0.049895490
      0.33000000    -0.060704938    -0.011110209     0.049173678
      0.34000000    -0.061311390    -0.011823280     0.048443759
      0.35000000    -0.061921400    -0.012542823     0.047707047
      0.36000000    -0.062533648    -0.013267493     0.046964907
      0.37000000    -0.063146771    -0.013995899     0.046218745
      0.38000000    -0.063759361    -0.014726608     0.045470016
      0.39000000    -0.064369967    -0.015458139     0.044720217
      0.40000000    -0.064977093    -0.016188966     0.043970896
      0.41000000    -0.065579196    -0.016917516     0.043223646
      0.42000000    -0.066174690    -0.017642168     0.042480110
      0.43000000    -0.066761938    -0.018361255     0.041741976
      0.44000000    -0.067339260    -0.019073060     0.041010985
      0.45000000    -0.067904925    -0.019775818     0.040288926
      0.46000000    -0.068457156    -0.020467713     0.039577638
      0.47000000    -0.068994127    -0.021146881     0.038879013
      0.48000000    -0.069513960    -0.021811404     0.038194994
      0.49000000    -0.070014729    -0.022459314     0.037527575
      0.50000000    -0.070494457    -0.023088592     0.036878805
      0.51000000    -0.070951114    -0.023697162     0.036250788
      0.52000000    -0.071382620    -0.024282898     0.035645681
      0.53000000    -0.071786838    -0.024843618     0.035065697
      0.54000000    -0.072161583    -0.025377083     0.034513106
      0.55000000    -0.072504610    -0.025880999     0.033990236
      0.56000000    -0.072813621    -0.026353016     0.033499471
      0.57000000    -0.073086264    -0.026790725     0.033043256
      0.58000000    -0.073320127    -0.027191657     0.032624096
      0.59000000    -0.073512741    -0.027553285     0.032244555
      0.60000000    -0.073661579    -0.027873020     0.031907262
      0.61000000    -0.073764056    -0.028148214     0.031614906
      0.62000000    -0.073817523    -0.028376152     0.031370241
      0.63000000    -0.073819274    -0.028554061     0.031176086
      0.64000000    -0.073766539    -0.028679099     0.031035326
      0.65000000    -0.073656483    -0.028748361     0.030950911
      0.66000000    -0.073486211    -0.028758873     0.030925863
      0.67000000    -0.073252760    -0.028707597     0.030963269
      0.68000000    -0.072953103    -0.028591423     0.031066289
      0.69000000    -0.072584145    -0.028407173     0.031238154
      0.70000000    -0.072142723    -0.028151598     0.031482167
      0.71000000    -0.071625606    -0.027821375     0.031801704
      0.72000000    -0.071029492    -0.027413109     0.032200219
      0.73000000    -0.070351009    -0.026923333     0.032681240
      0.74000000    -0.069586712    -0.026348501     0.033248373
      0.75000000    -0.068733082    -0.025684990     0.033905302
      0.76000000    -0.067786529    -0.024929103     0.034655793
      0.77000000    -0.066743384    -0.024077059     0.035503693
      0.78000000    -0.065599903    -0.023124998     0.036452932
      0.79000000    -0.064352265    -0.022068981     0.037507522
      0.80000000    -0.062996570    -0.020904981     0.038671563
      0.81000000    -0.061528837    -0.019628889     0.039949242
      0.82000000    -0.059945005    -0.018236512     0.041344833
      0.83000000    -0.058240931    -0.016723567     0.042862700
      0.84000000    -0.056412389    -0.015085683     0.044507300
      0.85000000    -0.054455068    -0.013318401     0.046283182
      0.86000000    -0.052364571    -0.011417169     0.048194986
      0.87000000    -0.050136418 -9.3773443E-003     0.050247453
      0.88000000    -0.047766036 -7.1941889E-003     0.052445416
      0.89000000    -0.045248769 -4.8628706E-003     0.054793810
      0.90000000    -0.042579867 -2.3784609E-003     0.057297669
      0.91000000    -0.039754491  2.6406660E-004     0.059962127
      0.92000000    -0.036767711  3.0698371E-003     0.062792422
      0.93000000    -0.033614505  6.0440758E-003     0.065793895
      0.94000000    -0.030289752  9.1921125E-003     0.068971999
      0.95000000    -0.026788249     0.012519370     0.072332280
      0.96000000    -0.023104688     0.016031384     0.075880404
      0.97000000    -0.019233667     0.019733792     0.079622143
      0.98000000    -0.015169690     0.023632337     0.083563380
      0.99000000    -0.010907164     0.027732869     0.087710108
       1.0000000 -6.4403971E-003     0.032041345     0.092068437
