Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US07633690-1.ZMX
Title:	U.S. Patent 7633690 - Samsung
Date:	11/7/2025 5:48:40 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000    -0.016151186    -0.016151186      0.00000000      0.00000000      0.00000000
      0.32000000    -0.016069287    -0.016132244     0.020270327     0.020270304  1.1547960E-004
      0.64000000    -0.015829828    -0.016075766     0.040542056     0.040541872  4.5362274E-004
      0.96000000    -0.015438602    -0.015982778     0.060816572     0.060815970  9.8973452E-004
       1.2800000    -0.014905058    -0.015854974     0.081095228     0.081093863  1.6833322E-003
       1.6000000    -0.014242068    -0.015694679      0.10137933      0.10137682  2.4791353E-003
       1.9200000    -0.013465590    -0.015504805      0.12167013      0.12166610  3.3084174E-003
       2.2400000    -0.012594269    -0.015288800      0.14196879      0.14196299  4.0906816E-003
       2.5600000    -0.011648959    -0.015050583      0.16227642      0.16226874  4.7356184E-003
       2.8800000    -0.010652198    -0.014794468      0.18259403      0.18258464  5.1452938E-003
       3.2000000 -9.6276289E-003    -0.014525091      0.20292254      0.20291195  5.2165145E-003
       3.5200000 -8.5994091E-003    -0.014247325      0.22326278      0.22325197  4.8433108E-003
       3.8400000 -7.5916013E-003    -0.013966191      0.24361551      0.24360596  3.9194762E-003
       4.1600000 -6.6275755E-003    -0.013686775      0.26398141      0.26397523  2.3411056E-003
       4.4800000 -5.7294350E-003    -0.013414139      0.28436107      0.28436104  9.0719800E-006
       4.8000000 -4.9174836E-003    -0.013153235      0.30475506      0.30476471 -3.1686130E-003
       5.1200000 -4.2097482E-003    -0.012908828      0.32516387      0.32518753 -7.2746054E-003
       5.4400000 -3.6215707E-003    -0.012685421      0.34558800      0.34563079    -0.012380247
       5.7600000 -3.1652791E-003    -0.012487185      0.36602793      0.36609582    -0.018543834
       6.0800000 -2.8499462E-003    -0.012317901      0.38648414      0.38658391    -0.025809166
       6.4000000 -2.6812399E-003    -0.012180913      0.40695715      0.40709640    -0.034204402
       6.7200000 -2.6613681E-003    -0.012079079      0.42744755      0.42763460    -0.043741241
       7.0400000 -2.7891150E-003    -0.012014750      0.44795597      0.44819986    -0.054414423
       7.3600000 -3.0599657E-003    -0.011989743      0.46848315      0.46879350    -0.066201572
       7.6800000 -3.4663112E-003    -0.012005335      0.48902992      0.48941687    -0.079063359
       8.0000000 -3.9977250E-003    -0.012062262      0.50959726      0.51007134    -0.092943983
       8.3200000 -4.6412997E-003    -0.012160728      0.53018625      0.53075825     -0.10777194
       8.6400000 -5.3820322E-003    -0.012300427      0.55079813      0.55147899     -0.12346110
       8.9600000 -6.2032444E-003    -0.012480568      0.57143430      0.57223492     -0.13991196
       9.2800000 -7.0870269E-003    -0.012699908      0.59209632      0.59302745     -0.15701321
       9.6000000 -8.0146932E-003    -0.012956799      0.61278589      0.61385795     -0.17464343
       9.9200000 -8.9672330E-003    -0.013249228      0.63350491      0.63472785     -0.19267296
       10.240000 -9.9257543E-003    -0.013574868      0.65425539      0.65563856     -0.21096587
       10.560000    -0.010871905    -0.013931135      0.67503953      0.67659151     -0.22938210
       10.880000    -0.011788266    -0.014315239      0.69585966      0.69758814     -0.24777951
       11.200000    -0.012658712    -0.014724239      0.71671822      0.71862989     -0.26601614
       11.520000    -0.013468726    -0.015155103      0.73761779      0.73971824     -0.28395230
       11.840000    -0.014205681    -0.015604753      0.75856103      0.76085465     -0.30145274
       12.160000    -0.014859064    -0.016070125      0.77955068      0.78204061     -0.31838865
       12.480000    -0.015420664    -0.016548211      0.80058954      0.80327763     -0.33463969
       12.800000    -0.015884699    -0.017036104      0.82168044      0.82456722     -0.35009583
       13.120000    -0.016247904    -0.017531040      0.84282621      0.84591090     -0.36465906
       13.440000    -0.016509563    -0.018030426      0.86402967      0.86731023     -0.37824497
       13.760000    -0.016671501    -0.018531877      0.88529359      0.88876675     -0.39078420
       14.080000    -0.016738016    -0.019033230      0.90662068      0.91028205     -0.40222359
       14.400000    -0.016715775    -0.019532566      0.92801354      0.93185771     -0.41252725
       14.720000    -0.016613665    -0.020028218      0.94947466      0.95349534     -0.42167739
       15.040000    -0.016442591    -0.020518778      0.97100638      0.97519656     -0.42967491
       15.360000    -0.016215245    -0.021003090      0.99261087      0.99696301     -0.43653976
       15.680000    -0.015945832    -0.021480246       1.0142901       1.0187964     -0.44231114
       16.000000    -0.015649752    -0.021949572       1.0360459       1.0406983     -0.44704736
       16.320000    -0.015343269    -0.022410608       1.0578797       1.0626704     -0.45082556
       16.640000    -0.015043133    -0.022863082       1.0797928       1.0847146     -0.45374111
       16.960000    -0.014766194    -0.023306888       1.1017863       1.1068325     -0.45590685
       17.280000    -0.014528994    -0.023742049       1.1238611       1.1290258     -0.45745194
       17.600000    -0.014347349    -0.024168683       1.1460175       1.1512964     -0.45852065
       17.920000    -0.014235935    -0.024586965       1.1682559       1.1736461     -0.45927078
       18.240000    -0.014207877    -0.024997090       1.1905762       1.1960766     -0.45987183
       18.560000    -0.014274356    -0.025399229       1.2129782       1.2185899     -0.46050304
       18.880000    -0.014444240    -0.025793490       1.2354615       1.2411877     -0.46135109
       19.200000    -0.014723758    -0.026179879       1.2580253       1.2638721     -0.46260762
       19.520000    -0.015116210    -0.026558259       1.2806688       1.2866448     -0.46446656
       19.840000    -0.015621745    -0.026928319       1.3033909       1.3095079     -0.46712127
       20.160000    -0.016237191    -0.027289534       1.3261906       1.3324634     -0.47076142
       20.480000    -0.016955968    -0.027641142       1.3490667       1.3555131     -0.47556989
       20.800000    -0.017768077    -0.027982123       1.3720180       1.3786593     -0.48171939
       21.120000    -0.018660180    -0.028311174       1.3950434       1.4019038     -0.48936913
       21.440000    -0.019615770    -0.028626710       1.4181417       1.4252489     -0.49866144
       21.760000    -0.020615433    -0.028926854       1.4413123       1.4486966     -0.50971837
       22.080000    -0.021637220    -0.029209448       1.4645546       1.4722491     -0.52263849
       22.400000    -0.022657113    -0.029472075       1.4878681       1.4959085     -0.53749382
       22.720000    -0.023649599    -0.029712080       1.5112532       1.5196772     -0.55432705
