Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\GB0978797_Example01P.zmx
Title:	GB 978,797 Example 1 (Zeiss Flektogon 20mm F4)
Date:	11/7/2025 4:47:06 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.74712182      0.99221538      0.69628959      0.45305907
       1.4400000      0.75504704      0.99979864      0.69552024      0.45517035
       2.8800000      0.78929577       1.0360878      0.70639593      0.47720662
       4.3200000      0.87939773       1.1389606      0.76787180      0.56056979
       5.7600000       1.0640182       1.3568902      0.93096112      0.74546024
       7.2000000       1.3753289       1.7274172       1.2301103       1.0482382
       8.6400000       1.8344342       2.2709120       1.6775529       1.4737781
       10.080000       2.4586972       3.0011282       2.2802450       2.0297259
       11.520000       3.2680337       3.9342899       3.0496935       2.7290813
       12.960000       4.2864368       5.0913380       4.0025823       3.5887068
       14.400000       5.5401139       6.4955609       5.1576369       4.6263547
       15.840000       7.0511200       8.1646344       6.5281503       5.8539907
       17.280000       8.8193380       10.088600       8.1024888       7.2600050
       18.720000       10.770439       12.167303       9.7892200       8.7587884
       20.160000       12.601710       14.028324       11.256524       10.042723
       21.600000       13.342311       14.514088       11.475015       10.160932
