Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US005899585_Example01P.zmx
Title:	US 5,899,585 Example 1 (Canon EF28-80mm f3.5-5.6 II)
Date:	11/7/2025 5:01:00 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.81095845       1.1038754      0.77340600      0.39530133
       1.4400000      0.82150995       1.1037927      0.76868308      0.38991215
       2.8800000      0.84956933       1.1031479      0.75390674      0.37354646
       4.3200000      0.88644310       1.1013385      0.72789634      0.34688461
       5.7600000      0.92325414       1.0995824      0.69133565      0.31689588
       7.2000000      0.95694749       1.1050974      0.65284888      0.31038578
       8.6400000      0.99765096       1.1378345      0.64119620      0.38090583
       10.080000       1.0769189       1.2366387      0.71458637      0.56486734
       11.520000       1.2483482       1.4545060      0.93241577      0.86390089
       12.960000       1.5680540       1.8386629       1.3154164       1.2787787
       14.400000       2.0705088       2.4165364       1.8624225       1.8169064
       15.840000       2.7677722       3.2001777       2.5730470       2.4874154
       17.280000       3.6601278       4.1931533       3.4482443       3.2966115
       18.720000       4.7388915       5.3892405       4.4835386       4.2432184
       20.160000       5.9794468       6.7624651       5.6592400       5.3110108
       21.600000       7.3233577       8.2447121       6.9231367       6.4543817
