Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,inf,inf,"1.61,59.8",inf,0,,,,,,,,
1,Standard,,63.1700000000002,2.22,"1.61,59.8",23.49,0,,,,,,,,
2,Standard,,29.42,32.61,"1.61,59.8",21.3,0,,,,,,,,
3,Standard,,40.04,3.19,"1.62,46.8",11.42,0,,,,,,,,
4,Standard,,-144.29,0.18,"1.62,46.8",10.93,0,,,,,,,,
5,Standard,,24.21,6.03,"1.62,53.0",10.0,0,,,,,,,,
6,Standard,,83.1099999999999,1.69,"1.62,53.0",8.3,0,,,,,,,,
7,Standard,,inf,1.5,"1.62,53.0",7.751,0,,,,,,,,
8,Standard,,-32.72,1.51,"1.61,37.0",7.585,0,,,,,,,,
9,Standard,,17.69,3.55,"1.61,37.0",8.69,0,,,,,,,,
10,Standard,,141.55,0.8,"1.63,35.3",8.14,0,,,,,,,,
11,Standard,,13.56,5.67,"1.63,35.3",8.74,0,,,,,,,,
12,Standard,,-19.32,37.07,"1.64,55.8",8.74,0,,,,,,,,
13,Standard,,inf,inf,"1.64,55.8",21.6,0,,,,,,,,
