Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,inf,inf,"1.67,32.2",inf,0,,,,,,,,
1,Standard,,102.284,5.096,"1.67,32.2",23.83,0,,,,,,,,
2,Standard,,1960.0,0.196,"1.67,32.2",23.83,0,,,,,,,,
3,Standard,,67.1999999999999,1.652,"1.62,60.1",19.2,0,,,,,,,,
4,Standard,,17.36,25.76,"1.62,60.1",14.085,0,,,,,,,,
5,Standard,,17.976,3.332,"1.64,55.3",6.57,0,,,,,,,,
6,Standard,,-365.176,3.296,"1.64,55.3",5.895,0,,,,,,,,
7,Standard,,inf,1.8,"1.64,55.3",5.315,0,,,,,,,,
8,Standard,,-16.94,0.868,"1.67,32.2",5.245,0,,,,,,,,
9,Standard,,29.4,1.484,"1.67,32.2",5.705,0,,,,,,,,
10,Standard,,-112.588,2.548,"1.66,50.8",6.075,0,,,,,,,,
11,Standard,,-14.784,0.196,"1.66,50.8",6.075,0,,,,,,,,
12,Standard,,59.6399999999998,1.764,"1.52,64.0",6.515,0,,,,,,,,
13,Standard,,-56.14,37.1,"1.52,64.0",6.515,0,,,,,,,,
14,Standard,,inf,inf,"1.52,64.0",21.6,0,,,,,,,,
