Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,inf,inf,"1.66,50.9",inf,0,,,,,,,,
1,Standard,,65.3400000000001,2.7,"1.66,50.9",23.9,0,,,,,,,,
2,Standard,,36.74,1.2,"1.66,50.9",22.3,0,,,,,,,,
3,Standard,,36.68,5.0,"1.79,43.9",22.3,0,,,,,,,,
4,Standard,,49.84,41.91508,"1.79,43.9",21.5,0,,,,,,,,
5,Standard,,49.84,5.2,"1.92,20.9",17.1,0,,,,,,,,
6,Standard,,inf,0.261807,"1.92,20.9",16.75,0,,,,,,,,
7,Standard,,37.81,6.926214,"1.50,81.6",15.57,0,,,,,,,,
8,Standard,,-125.84,2.0,"1.50,81.6",14.57,0,,,,,,,,
9,Standard,,30.0,1.676098,"1.85,23.8",13.04,0,,,,,,,,
10,Standard,,59.26,7.5,"1.49,70.4",13.03,0,,,,,,,,
11,Standard,,-27.51,2.0,"1.49,70.4",12.64,0,,,,,,,,
12,Standard,,-112.49,1.742473,"1.85,23.8",12.78,0,,,,,,,,
13,Standard,,-37.42,2.0,"1.69,31.2",12.78,0,,,,,,,,
14,Standard,,556.290000000001,5.7,"1.69,31.2",13.53,0,,,,,,,,
15,Standard,,-35.53,0.1,"1.81,25.5",13.95,0,,,,,,,,
16,Standard,,138.12,4.5,"1.72,50.3",13.74,0,,,,,,,,
17,Standard,,-138.12,0.202,"1.72,50.3",13.5,0,,,,,,,,
18,Standard,,inf,3.0,"1.72,50.3",11.93,0,,,,,,,,
19,Standard,,80.3600000000001,2.0,"1.70,41.1",10.7,0,,,,,,,,
20,Standard,,26.24,8.201572,"1.70,41.1",9.91,0,,,,,,,,
21,Standard,,-76.9,2.0,"1.49,70.4",9.7,0,,,,,,,,
22,Standard,,76.9,5.0,"1.49,70.4",10.4,0,,,,,,,,
23,Standard,,58.9300000000001,5.767684,"1.83,37.4",13.0,0,,,,,,,,
24,Standard,,-39.09,0.390847,"1.83,37.4",13.23,0,,,,,,,,
25,Standard,,-51.6299999999999,2.0,"1.52,64.2",13.13,0,,,,,,,,
26,Standard,,-619.72,2.514227,"1.52,64.2",13.23,0,,,,,,,,
27,Standard,,-35.0299999999999,2.0,"1.73,28.3",13.23,0,,,,,,,,
28,Standard,,-74.0400000000002,40.64,"1.73,28.3",13.85,0,,,,,,,,
29,Standard,,inf,inf,"1.73,28.3",21.63,0,,,,,,,,
