Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US006115188_Example22P.zmx
Title:	US 6,115,188 Example 22 (Canon EF600mm f4L IS USM)
Date:	11/7/2025 5:01:05 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.3557031       1.8530197     0.032565467       1.4418911
       1.4426667       1.3594412       1.8529027     0.032328892       1.4416770
       2.8853333       1.3706269       1.8525654     0.031630505       1.4410557
       4.3280000       1.3891763       1.8520484     0.030510092       1.4400907
       5.7706667       1.4149575       1.8514178     0.029058028       1.4388862
       7.2133333       1.4478009       1.8507641     0.027469455       1.4375863
       8.6560000       1.4875119       1.8501992     0.026154685       1.4363728
       10.098667       1.5338845       1.8498547     0.025897826       1.4354631
       11.541333       1.5867146       1.8498798     0.027882995       1.4351083
       12.984000       1.6458120       1.8504397     0.033273280       1.4355907
       14.426667       1.7110111       1.8517160     0.042686848       1.4372227
       15.869333       1.7821803       1.8539086     0.056309243       1.4403455
       17.312000       1.8592298       1.8572411     0.074282033       1.4453290
       18.754667       1.9421187       1.8619693     0.096855617       1.4525724
       20.197333       2.0308615       1.8683944      0.12436969       1.4625057
       21.640000       2.1255356       1.8768811      0.15719518       1.4755922
