Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\HandbookCamFig13.ZMX
Title:	
Date:	11/7/2025 5:23:57 PM

0 message(s) in output.
5 series table(s) in output.

Table series: Data for wavelength : 0.558000 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000     -0.19341192     -0.19341192      0.00000000      0.00000000      0.00000000
     0.038850428     -0.19340573     -0.19341173      0.20848182      0.20848169  6.2486769E-005
     0.077700856     -0.19337863     -0.19341114      0.41696461      0.41696356  2.5008854E-004
      0.11655128     -0.19333061     -0.19341015      0.62544935      0.62544583  5.6275314E-004
      0.15540171     -0.19326163     -0.19340873      0.83393701      0.83392866  1.0004731E-003
      0.19425214     -0.19317166     -0.19340685       1.0424286       1.0424123  1.5632378E-003
      0.23310257     -0.19306065     -0.19340445       1.2509250       1.2508968  2.2510337E-003
      0.27195300     -0.19292853     -0.19340150       1.4594273       1.4593825  3.0638445E-003
      0.31080342     -0.19277525     -0.19339792       1.6679363       1.6678696  4.0016829E-003
      0.34965385     -0.19260070     -0.19339365       1.8764532       1.8763582  5.0644615E-003
      0.38850428     -0.19240481     -0.19338860       2.0849788       2.0848485  6.2521873E-003
      0.42735471     -0.19218747     -0.19338267       2.2935142       2.2933407  7.5648320E-003
      0.46620514     -0.19194857     -0.19337578       2.5020603       2.5018351  9.0023641E-003
      0.50505556     -0.19168797     -0.19336780       2.7106180       2.7103317     0.010564749
      0.54390599     -0.19140555     -0.19335862       2.9191885       2.9188308     0.012251950
      0.58275642     -0.19110116     -0.19334810       3.1277725       3.1273327     0.014063927
      0.62160685     -0.19077464     -0.19333611       3.3363711       3.3358374     0.016000635
      0.66045727     -0.19042583     -0.19332249       3.5449853       3.5443451     0.018062030
      0.69930770     -0.19005456     -0.19330709       3.7536160       3.7528561     0.020248063
      0.73815813     -0.18966064     -0.19328973       3.9622642       3.9613706     0.022558681
      0.77700856     -0.18924388     -0.19327024       4.1709309       4.1698887     0.024993830
      0.81585899     -0.18880408     -0.19324843       4.3796171       4.3784107     0.027553453
      0.85470941     -0.18834103     -0.19322410       4.5883236       4.5869367     0.030237488
      0.89355984     -0.18785451     -0.19319705       4.7970516       4.7954668     0.033045874
      0.93241027     -0.18734429     -0.19316704       5.0058018       5.0040015     0.035978544
      0.97126070     -0.18681014     -0.19313387       5.2145754       5.2125407     0.039035429
       1.0101111     -0.18625182     -0.19309729       5.4233733       5.4210847     0.042216458
       1.0489616     -0.18566908     -0.19305705       5.6321964       5.6296337     0.045521558
       1.0878120     -0.18506166     -0.19301290       5.8410457       5.8381878     0.048950651
       1.1266624     -0.18442931     -0.19296457       6.0499221       6.0467474     0.052503658
       1.1655128     -0.18377175     -0.19291179       6.2588267       6.2553125     0.056180497
       1.2043633     -0.18308872     -0.19285428       6.4677604       6.4638833     0.059981084
       1.2432137     -0.18237992     -0.19279173       6.6767242       6.6724601     0.063905331
