Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20160103303_Example01P.zmx
Title:	US 2016/0103303 Example 1 (Ricoh HD Pentax-D FA 70-200mm F2.8ED DC AW)
Date:	11/7/2025 5:14:12 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.37786833      0.23514930      0.56409351      0.23421516
       1.4426667      0.38871731      0.23939720      0.56841597      0.22966940
       2.8853333      0.41953734      0.25167794      0.58097920      0.21641354
       4.3280000      0.46615998      0.27066250      0.60059220      0.19561592
       5.7706667      0.52378834      0.29431156      0.62534189      0.16934551
       7.2133333      0.58804335      0.32008730      0.65270293      0.14093433
       8.6560000      0.65516320      0.34520113      0.67969299      0.11588555
       10.098667      0.72187345      0.36687604      0.70307109      0.10278199
       11.541333      0.78521630      0.38255346      0.71957210      0.10917886
       12.984000      0.84237092      0.38988597      0.72617478      0.13277617
       14.426667      0.89041503      0.38630574      0.72045704      0.16543660
       15.869333      0.92611585      0.36832657      0.70137541      0.20139936
       17.312000      0.94650608      0.33341277      0.67193464      0.23995905
       18.754667      0.95335861      0.30225189      0.64895600      0.29233865
       20.197333      0.97194621      0.40235315      0.69081508      0.39916371
       21.640000       1.1040212      0.81274642      0.92510208      0.64224995
