Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US004029397_Example02P.zmx
Title:	US 4,029,397 Example 2 (Olympus 18mm f3.5 Zuiko MC Auto-W)
Date:	11/7/2025 3:51:12 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------
      0.00000000     0.026210051  4.8266584E-003     0.033141236
     0.010000000     0.026100129  4.7127752E-003     0.033026136
     0.020000000     0.025660503  4.2573025E-003     0.032565795
     0.030000000     0.024928011  3.4983913E-003     0.031798768
     0.040000000     0.023902981  2.4363575E-003     0.030725366
     0.050000000     0.022585871  1.0716434E-003     0.029346026
     0.060000000     0.020977273 -5.9518156E-004     0.027661311
     0.070000000     0.019077908 -2.5634206E-003     0.025671909
     0.080000000     0.016888633 -4.8322487E-003     0.023378634
     0.090000000     0.014410437 -7.4007122E-003     0.020782429
      0.10000000     0.011644443    -0.010267728     0.017884364
      0.11000000  8.5919114E-003    -0.013432082     0.014685636
      0.12000000  5.2542365E-003    -0.016892429     0.011187576
      0.13000000  1.6329518E-003    -0.020647291  7.3916419E-003
      0.14000000 -2.2702709E-003    -0.024695057  3.2994261E-003
      0.15000000 -6.4536193E-003    -0.029033980 -1.0873460E-003
      0.16000000    -0.010915139    -0.033662175 -5.7668141E-003
      0.17000000    -0.015652733    -0.038577621    -0.010736981
      0.18000000    -0.020664159    -0.043778156    -0.015995712
      0.19000000    -0.025947025    -0.049261476    -0.021540730
      0.20000000    -0.031498793    -0.055025132    -0.027369620
      0.21000000    -0.037316773    -0.061066532    -0.033479818
      0.22000000    -0.043398119    -0.067382934    -0.039868618
      0.23000000    -0.049739831    -0.073971444    -0.046533163
      0.24000000    -0.056338749    -0.080829018    -0.053470444
      0.25000000    -0.063191553    -0.087952455    -0.060677302
      0.26000000    -0.070294757    -0.095338395    -0.068150417
      0.27000000    -0.077644708     -0.10298332    -0.075886313
      0.28000000    -0.085237583     -0.11088354    -0.083881350
      0.29000000    -0.093069384     -0.11903520    -0.092131724
      0.30000000     -0.10113594     -0.12743428     -0.10063346
      0.31000000     -0.10943288     -0.13607659     -0.10938241
      0.32000000     -0.11795568     -0.14495774     -0.11837426
      0.33000000     -0.12669960     -0.15407318     -0.12760449
      0.34000000     -0.13565972     -0.16341815     -0.13706843
      0.35000000     -0.14483092     -0.17298773     -0.14676121
      0.36000000     -0.15420787     -0.18277678     -0.15667774
      0.37000000     -0.16378503     -0.19277998     -0.16681277
      0.38000000     -0.17355667     -0.20299178     -0.17716084
      0.39000000     -0.18351682     -0.21340644     -0.18771626
      0.40000000     -0.19365930     -0.22401800     -0.19847316
      0.41000000     -0.20397769     -0.23482028     -0.20942542
      0.42000000     -0.21446534     -0.24580688     -0.22056674
      0.43000000     -0.22511536     -0.25697115     -0.23189053
      0.44000000     -0.23592061     -0.26830621     -0.24339003
      0.45000000     -0.24687370     -0.27980495     -0.25505819
      0.46000000     -0.25796698     -0.29145999     -0.26688773
      0.47000000     -0.26919251     -0.30326370     -0.27887112
      0.48000000     -0.28054209     -0.31520817     -0.29100055
      0.49000000     -0.29200726     -0.32728524     -0.30326796
      0.50000000     -0.30357920     -0.33948643     -0.31566498
      0.51000000     -0.31524885     -0.35180301     -0.32818299
      0.52000000     -0.32700681     -0.36422594     -0.34081306
      0.53000000     -0.33884340     -0.37674588     -0.35354598
      0.54000000     -0.35074854     -0.38935312     -0.36637215
      0.55000000     -0.36271185     -0.40203769     -0.37928174
      0.56000000     -0.37472260     -0.41478924     -0.39226452
      0.57000000     -0.38676969     -0.42759709     -0.40530995
      0.58000000     -0.39884166     -0.44045020     -0.41840714
      0.59000000     -0.41092663     -0.45333714     -0.43154481
      0.60000000     -0.42301236     -0.46624613     -0.44471131
      0.61000000     -0.43508618     -0.47916498     -0.45789461
      0.62000000     -0.44713499     -0.49208106     -0.47108226
      0.63000000     -0.45914524     -0.50498137     -0.48426142
      0.64000000     -0.47110297     -0.51785242     -0.49741878
      0.65000000     -0.48299370     -0.53068034     -0.51054064
      0.66000000     -0.49480249     -0.54345071     -0.52361277
      0.67000000     -0.50651387     -0.55614869     -0.53662053
      0.68000000     -0.51811189     -0.56875887     -0.54954871
      0.69000000     -0.52958002     -0.58126542     -0.56238167
      0.70000000     -0.54090119     -0.59365189     -0.57510320
      0.71000000     -0.55205775     -0.60590131     -0.58769654
      0.72000000     -0.56303143     -0.61799612     -0.60014438
      0.73000000     -0.57380337     -0.62991818     -0.61242879
      0.74000000     -0.58435404     -0.64164872     -0.62453127
      0.75000000     -0.59466324     -0.65316832     -0.63643265
      0.76000000     -0.60471009     -0.66445690     -0.64811314
      0.77000000     -0.61447296     -0.67549370     -0.65955223
      0.78000000     -0.62392950     -0.68625723     -0.67072872
      0.79000000     -0.63305657     -0.69672526     -0.68162069
      0.80000000     -0.64183021     -0.70687477     -0.69220544
      0.81000000     -0.65022563     -0.71668195     -0.70245947
      0.82000000     -0.65821717     -0.72612216     -0.71235847
      0.83000000     -0.66577824     -0.73516987     -0.72187728
      0.84000000     -0.67288134     -0.74379867     -0.73098983
      0.85000000     -0.67949794     -0.75198118     -0.73966913
      0.86000000     -0.68559853     -0.75968907     -0.74788724
      0.87000000     -0.69115249     -0.76689296     -0.75561519
      0.88000000     -0.69612812     -0.77356244     -0.76282299
      0.89000000     -0.70049255     -0.77966597     -0.76947953
      0.90000000     -0.70421169     -0.78517087     -0.77555260
      0.91000000     -0.70725022     -0.79004324     -0.78100879
      0.92000000     -0.70957148     -0.79424795     -0.78581345
      0.93000000     -0.71113744     -0.79774854     -0.78993065
      0.94000000     -0.71190864     -0.80050720     -0.79332311
      0.95000000     -0.71184415     -0.80248469     -0.79595217
      0.96000000     -0.71090144     -0.80364028     -0.79777767
      0.97000000     -0.70903636     -0.80393169     -0.79875796
      0.98000000     -0.70620306     -0.80331501     -0.79884975
      0.99000000     -0.70235391     -0.80174461     -0.79800811
       1.0000000     -0.69743937     -0.79917312     -0.79618635
