Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20140204265_Example04P.zmx
Title:	US 2014/0204265 Example 4 (Sony E 20mm F2.8)
Date:	11/7/2025 5:13:40 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.61743938      0.28762041      0.56650997      0.86025293
      0.94666667      0.63646559      0.33595000      0.57928540      0.86498200
       1.8933333      0.68357914      0.43960822      0.60708825      0.87299200
       2.8400000      0.73882532      0.54880165      0.62768633      0.86981090
       3.7866667      0.78882057      0.64810694      0.62372333      0.84176717
       4.7333333      0.83498833      0.74670186      0.59448361      0.78502685
       5.6800000      0.88970293      0.86193291      0.56072685      0.71126138
       6.6266667      0.96012977      0.99513824      0.55344462      0.64555694
       7.5733333       1.0325171       1.1180407      0.57968446      0.61040629
       8.5200000       1.0767706       1.1847225      0.60936610      0.60643858
       9.4666667       1.0696999       1.1577054      0.61327039      0.62305602
       10.413333       1.0171326       1.0312590      0.60100692      0.66615542
       11.360000      0.95449649      0.84050143      0.61622623      0.74810059
       12.306667      0.91935384      0.65970540      0.68444754      0.85676043
       13.253333      0.94404979      0.63732092      0.81164118      0.98123956
       14.200000       1.1088962      0.94259707       1.0554955       1.1704639
