Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20180074300_Example01P.zmx
Title:	US 2018/0074300 Example 1 (Canon EF-S35mm f2.8 Macro IS STM)
Date:	11/7/2025 5:14:42 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.21895702      0.27247813      0.16825596      0.20315544
      0.91066667      0.23113545      0.27164932      0.16692429      0.20533837
       1.8213333      0.26279051      0.26947805      0.16320126      0.21209977
       2.7320000      0.30414090      0.26690320      0.15790031      0.22396342
       3.6426667      0.34659278      0.26547707      0.15236470      0.24148919
       4.5533333      0.38407564      0.26738775      0.14844143      0.26500452
       5.4640000      0.41262099      0.27559156      0.14846196      0.29450990
       6.3746667      0.43038156      0.29414643      0.15532402      0.32982666
       7.2853333      0.43881662      0.32872527      0.17280967      0.37096291
       8.1960000      0.44569913      0.38704767      0.20607851      0.41866468
       9.1066667      0.46982768      0.47892427      0.26196560      0.47515130
       10.017333      0.54210655      0.61604548      0.34892136      0.54501010
       10.928000      0.69387424      0.81201633      0.47697628      0.63609155
       11.838667      0.94404272       1.0828694      0.65805668      0.76006805
       12.749333       1.3036852       1.4479023      0.90658802      0.93236428
       13.660000       1.7857911       1.9306774       1.2402561       1.1716408
