Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2018-205474_Example01P.zmx
Title:	JP 2018-205474 Example 1 (Canon TS-E90mm f2.8L Macro)
Date:	11/7/2025 4:53:41 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.43562848      0.46366017      0.58432104      0.11359882
       2.2666667      0.44643535      0.46854382      0.58712739      0.11931149
       4.5333333      0.47563102      0.48167315      0.59469569      0.13547853
       6.8000000      0.51537927      0.49894621      0.60464057      0.16014005
       9.0666667      0.55656520      0.51476664      0.61351471      0.19188003
       11.333333      0.59093721      0.52327094      0.61753477      0.23071540
       13.600000      0.61207883      0.51964643      0.61354249      0.27847154
       15.866667      0.61635170      0.50217549      0.60024837      0.33857001
       18.133333      0.60505038      0.47695821      0.57989845      0.41490871
       20.400000      0.58994359      0.46977938      0.56069834      0.51014819
       22.666667      0.60558963      0.54293744      0.56069705      0.62468644
       24.933333      0.72166940      0.77894877      0.61373602      0.75834955
       27.200000       1.0255907       1.2488803      0.77561058      0.91834952
       29.466667       1.6050292       2.0516642       1.1289640       1.1402000
       31.733333       2.5898808       3.3680936       1.7974643       1.5255031
       34.000000       4.2153554       5.5175269       2.9807861       2.2758564
